#	HDIC Project
#
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	KTB_entries : Kosanjibon Tenrei Bansho Meigi database
#
#	Kosanjibon Tenrei Bansho Meigi 篆隷萬象名義, Kosanji copy 高山寺本.
#	monk Kukai of the Heian Period 空海, c. 827-835.
#	A Hanzi (Chinese character) dictionary.
#
#	Version: 1.4.2
#	Date: 25 September 1994
#	Last update : 2 February 2022
#
#	Copyright (c) 1994-2022 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#	Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#	Data License Information and Access Rights
#	License: 
#	Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
#	Access Rights (Availability): 
#	Open access
#
#	TSV Format information:
#	----------------------
#	TBID (v_www_xyz) 	: Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#	TB_vol_radical (xx#yyy)	: Volume(xx) and radical number(yyy)
#	TB_radical	: Radical of Chinese character 
#	Entry		: Headword
#	Entry_type	: For details, refer to the following section
#	Entry_diff	: Differences of transliteration with other scholars
#	SYID (vwwwxyyyzz)	: Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#	YYID (Ywwxxxyy-z)	: Volume(ww), leaf(xxx), line(yy) and number(z)
#	TB_remarks	: Editor's notes
#
#	Entry_type:
#	----------
#	Group a	--- Regular headword
#	1 Regular				: 隷書掲出字 (= Regular_clerical)
#	2 Regular_seal			: 隷書掲出字 篆書併存
#
#	Group b -- Embedded headword
#	3 Embedded_clerical		: 埋字 隷書字体
#	4 Embedded_omitted		: 埋字 脱落
#	5 Embedded_seal			: 埋字 篆書字体
#
#	Group c -- Omitted headword
#	6 Omitted				: 脱字 項目全体 脱落
#	7 Omitted-regular		: 脱字 隷書掲出字 脱落
#
#	Group d -- Variant of the Songben Yupian
#	8 Songben-Yupian		: 宋本《玉篇》増補之異体字
#
#   cf. Li 2015.
#   ＊6 Omitted : 項目全体脱落
#　　　　　　　　　 《説文解字》、《玉篇》残巻・佚文、《新撰字鏡》玉篇引用部分等、本文存
#
#	Abbreviations:
# 	-------------
#	TB	: Tenrei Bansho Meigi 篆隷万象名義, Kosanji copy 高山寺本
#	YY	: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#	SY	: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
# 	白	: Shirafuji's transliteration 
# 	宮	: Miyazawa's transliteration
#	上	: Ueda's transliteration
#	呂	: Lv's transliteration
#
#	References:
#	----------
#	Shirafuji	: Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辞書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#	Miyazawa	: Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覧表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辞書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#	Ueda		: Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切総覧, Kobe: Private edition, 1986.
#	Lv		: Lv Hao 呂浩, Zhuanli Wanxiang Mingyi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Li      : Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脱字―篆隷万象名義の掲出字数をめぐる問題―, Kuntengo to Kunten-Shiryo 訓点語と訓点資料 135: 60-78, 2015.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	SYID	YYID	TB_remarks
1_023_B61	v1#7	玉	㺲	Regular_seal		a009a045		
1_023_B62	v1#7	玉	璫	Regular_seal		a009a051		
1_024_A11	v1#7	玉	瑑	Regular_seal		a009a052		
1_024_A12	v1#7	玉	瓉	Regular_seal		a009a053		
1_024_A21	v1#7	玉	𤪌	Regular_seal		a009a062		
1_024_A211	v1#7	玉	璂	omitted		a009a063		
1_024_A212	v1#7	玉	琪	Songben-Yupian		a009a064		
1_024_A22	v1#7	玉	玦	Regular_seal		a009a061		
1_024_A31	v1#7	玉	珩	Regular_seal		a009a065		
1_024_A32	v1#7	玉	璬	Regular_seal		a009a071		
1_024_A41	v1#7	玉	珮	Regular_seal		a009a072		玉帯玉也：疑當作「王帯玉」。
1_024_A42	v1#7	玉	玩	Regular_seal		a009a073		
1_024_A51	v1#7	玉	瑬	Regular_seal		a009a074		
1_024_A52	v1#7	玉	璹	Regular_seal		a009a082		
1_024_A521	v1#7	玉	𤩈	Songben-Yupian		a009a081		
1_024_A61	v1#7	玉	珍	Regular_seal		a009a084		有埋字B。
1_024_A611	v1#7	玉	珎	Embedded-omitted		a009a085		埋字B。
1_024_A62	v1#7	玉	珤	Regular_seal		a009a083		
1_024_B11	v1#7	玉	琚	Regular_seal		a009a091		
1_024_B12	v1#7	玉	琖	Regular_seal		a009a092		
1_024_B21	v1#7	玉	璲	Regular_seal		a009a101		
1_024_B22	v1#7	玉	瑵	Regular_seal		a009a102		
1_024_B31	v1#7	玉	珈	Regular_seal		a009a093		
1_024_B32	v1#7	玉	璪	Regular_seal		a009a103		双隷(1)。掲出字：原作𤩨璪。
1_024_B41	v1#7	玉	瑚	Regular_seal		a009a104		李云有埋字A。呂為「珊」注文。宮澤不立項。今從宮澤。珊瑚也：大字。
1_024_B42	v1#7	玉	璉	Regular		a009b011		埋字A。池田按、掲出字作瑚、非。「后都反。珊瑚樹有枝无葉。」、疑係後人増訂。参看宮澤一覧表・呂《校釋》。
1_024_B51	v1#7	玉	琩	Regular_seal		a009b012		
1_024_B52	v1#7	玉	璩	Regular_seal		a009b021		
1_024_B61	v1#7	玉	瑋	Regular		a009b013		
1_024_B62	v1#7	玉	琦	Regular_seal		a009b022		
1_025_A11	v1#7	玉	璺	Regular_seal		a009b023		
1_025_A12	v1#7	玉	玷	Regular_seal		a009b032		
1_025_A21	v1#7	玉	琄	Regular_seal		a009b033		
1_025_A22	v1#7	玉	璽	Regular_seal		a009b034		G02尾。
1_025_A41	v1#7	玉	瑹	Regular_seal		a009b042		G03首。
1_025_A42	v1#7	玉	𤣻	Regular_seal		a009b031		胥：疑當作骨、呂作骨。
1_025_A51	v1#7	玉	𤩂	Regular_seal		a009b041		有埋字B。呂云：「此條為“璞”字釋義羼入上一字頭下」。
1_025_A52	v1#7	玉	璞	Embedded_clerical		a009b043		埋字B。
1_025_A53	v1#7	玉	琢	Regular_seal		a009b051		
1_025_A61	v1#7	玉	琱	Regular_seal		a009b052		
1_025_A62	v1#7	玉	玼	Regular_seal		a009b053		有埋字A。媒：疑當為埋字「理」字之義注、見《新撰字鏡》[新328-43]。
1_025_A63	v1#7	玉	理	Embedded_clerical		a009b054		埋字A。
1_025_B11	v1#7	玉	瑳	Regular_seal		a009b061		
1_025_B12	v1#7	玉	璱	Regular_seal		a009b062		有埋字B。
1_025_B13	v1#7	玉	琗	Embedded_clerical		a009b071		埋字B。
1_025_B21	v1#7	玉	琯	Regular_seal		a009b072		
1_025_B22	v1#7	玉	珇	Regular_seal		a009b082		
1_025_B23	v1#7	玉	𤩰	Regular		a009b073		𣓶：原文模糊、呂作猛。
1_025_B231	v1#7	玉	瑮	Songben-Yupian		a009b081		
1_025_B31	v1#7	玉	瑩	Regular_seal		a009b083		
1_025_B32	v1#7	玉	璊	Regular_seal		a009b091		
1_025_B41	v1#7	玉	玧	Regular_seal		a009b092		掲出字：原作玩、誤。
1_025_B41	v1#7	玉	玩	Regular	白	a009b092		
1_025_B42	v1#7	玉	瑛	Regular_seal		a009b093		
1_025_B51	v1#7	玉	瑕	Regular_seal		a009b102		
1_025_B52	v1#7	玉	瑲	Regular_seal		a009b103		
1_025_B61	v1#7	玉	玎	Regular_seal		a010a011		
1_025_B62	v1#7	玉	琤	Regular_seal		a009b101		
1_026_A11	v1#7	玉	瑝	Regular_seal		a010a021		
1_026_A12	v1#7	玉	瑣	Regular_seal		a010a022		
1_026_A21	v1#7	玉	瑀	Regular_seal		a010a012		
1_026_A22	v1#7	玉	玤	Regular_seal		a010a023		
1_026_A30	v1#7	玉	𤦩	Regular				双隷。𤦩・㺿二字。
1_026_A31	v1#7	玉	㺿	Regular_seal		a010a024		有埋字A。双隷(2)。呂云「此處字頭雙出，“𤦩”字與所注音義不合，似為誤字」，p.8。
1_026_A32	v1#7	玉	珅	Embedded_clerical		△		埋字A。
1_026_A32	v1#7	玉	⿰王电	Regular	宮	△		五巾反：疑母・平声真韻。宮澤作此字。呂作珅。
1_026_A33	v1#7	玉	珢	Regular_seal		a010a031		
1_026_A41	v1#7	玉	𤤺	Regular_seal		a010a032		
1_026_A42	v1#7	玉	璅	Regular_seal		a010a033		
1_026_A51	v1#7	玉	璡	Regular_seal		a010a034		
1_026_A52	v1#7	玉	㻸	Regular_seal		a010a041		
1_026_A61	v1#7	玉	𤥼	Regular_seal		a010a042		
1_026_A61	v1#7	玉	𤧚	Regular	宮	a010a042		
1_026_A62	v1#7	玉	𤩭	Regular_seal		a010a043		
1_026_B11	v1#7	玉	𤪍	Regular_seal		a010a044		
1_026_B12	v1#7	玉	𤦼	Regular_seal		a010a045		
1_026_B21	v1#7	玉	𤫉	Regular_seal		a010a046		
1_026_B22	v1#7	玉	玽	Regular_seal		a010a051		
1_026_B31	v1#7	玉	琂	Regular_seal		a010a052		
1_026_B32	v1#7	玉	璶	Regular_seal		a010a053		
1_026_B41	v1#7	玉	琟	Regular_seal		a010a054		
1_026_B42	v1#7	玉	瑦	Regular_seal		a010a055		
1_026_B51	v1#7	玉	㺨	Regular_seal		a010a061		
1_026_B52	v1#7	玉	瑂	Regular_seal		a010a062		
1_026_B61	v1#7	玉	璒	Regular_seal		a010a063		
1_026_B62	v1#7	玉	玗	Regular_seal		a010a065		
1_027_A11	v1#7	玉	瑎	Regular_seal		a010a072		
1_027_A12	v1#7	玉	瑤	Regular_seal		a010a064		
1_027_A21	v1#7	玉	琨	Regular_seal		a010a073		有埋字B。
1_027_A22	v1#7	玉	瑻	Embedded_clerical		a010a081		埋字B。
1_027_A23	v1#7	玉	碧	Regular_seal		a010a082		
1_027_A31	v1#7	玉	瓐	Regular_seal		a010a091		
1_027_A32	v1#7	玉	珉	Regular_seal		a010a092		
1_027_A321	v1#7	玉	瑉	Songben-Yupian		a010a101		
1_027_A322	v1#7	玉	㻍	Songben-Yupian		a010a102		
1_027_A41	v1#7	玉	珸	Regular_seal		a010a103		有埋字A。
1_027_A42	v1#7	玉	理	Embedded_clerical		△(a009b054)		埋字A。
1_027_A43	v1#7	玉	瓔	Regular_seal		a010b011		
1_027_A51	v1#7	玉	璑	Regular_seal		a010a104		
1_027_A52	v1#7	玉	玞	Regular_seal		a010b012		
1_027_A61	v1#7	玉	㻬	Regular_seal		a010b021		
1_027_A62	v1#7	玉	琈	Regular_seal		a010b022		
1_027_B11	v1#7	玉	瑌	Regular_seal		a010b023		有埋字B。
1_027_B12	v1#7	玉	瓀	Embedded_clerical		△		埋字B。
1_027_B13	v1#7	玉	瑊	Regular_seal		a010b031		有埋字B。
1_027_B131	v1#7	玉	玪	omitted		a010b032		
1_027_B21	v1#7	玉	𤨕	Regular_seal		a010b033		有埋字B。
1_027_B22	v1#7	玉	玏	Embedded_clerical		a010b041		埋字B。
1_027_B23	v1#7	玉	琇	Regular_seal		a010b042		有埋字B。
1_027_B24	v1#7	玉	璓	Embedded_clerical		a010b043		埋字B。
1_027_B31	v1#7	玉	玖	Regular_seal		a010b044		
1_027_B32	v1#7	玉	璘	Regular_seal		a010b045		
1_027_B41	v1#7	玉	㻞	Regular_seal		a010b051		
1_027_B42	v1#7	玉	璄	Regular_seal		a010b053		有埋字B。
1_027_B421	v1#7	玉	璟	Embedded_clerical		a010b054		埋字B。
1_027_B51	v1#7	玉	玢	Regular_seal		a011a056		
1_027_B52	v1#7	玉	㻾	Regular_seal		a010b055		
1_027_B61	v1#7	玉	琭	Regular_seal		a010b052		
1_027_B62	v1#7	玉	珕	Regular_seal		a010b071		
1_028_A11	v1#7	玉	珧	Regular_seal		a010b062		
1_028_A12	v1#7	玉	珠	Regular_seal		a010b061		
1_028_A21	v1#7	玉	玓	Regular_seal		a010b072		
1_028_A22	v1#7	玉	瓅	Regular_seal		a010b073		
1_028_A31	v1#7	玉	玭	Regular_seal		a010b084		有埋字B。
1_028_A32	v1#7	玉	琕	Embedded_clerical		a010b091		埋字B。
1_028_A33	v1#7	玉	玟	Regular_seal		a010b081		掲出字：白藤・呂作玫。宮澤作玟。
1_028_A41	v1#7	玉	瑰	Regular_seal		a010b082		有埋字B。
1_028_A42	v1#7	玉	瓌	Embedded_clerical		a010b083		埋字B。
1_028_A43	v1#7	玉	璣	Regular_seal		a010b074		
1_028_A51	v1#7	玉	琅	Regular_seal		a010b092		
1_028_A52	v1#7	玉	玕	Regular_seal		a010b093		有埋字B。
1_028_A53	v1#7	玉	𤥚	Embedded_seal		a010b094		埋字B。篆書字形。
1_028_A531	v1#7	玉	𤪿	Songben-Yupian		a010b095		
1_028_A61	v1#7	玉	瑠	Regular_seal		a010b102		有埋字A。
1_028_A62	v1#7	玉	𤫚	Embedded_clerical		a010b103		埋字A。宋本《玉篇》作璃。
1_028_A62	v1#7	玉	璃	Regular	白	a010b103		
1_028_A63	v1#7	玉	琲	Regular_seal		a010b105		
1_028_A63	v1#7	玉	㻗	Regular	白	a010b105		
1_028_B11	v1#7	玉	珊	Regular_seal		a011a011		
1_028_B12	v1#7	玉	瑇	Regular_seal		a009a023		
1_028_B21	v1#7	玉	珂	Regular_seal		a011a012		有埋字A。𤤅心(瑙)：一字誤作二字例。
1_028_B22	v1#7	玉	珬	Embedded_clerical		a011a021		埋字A。
1_028_B23	v1#7	玉	珿	Regular_seal		a010b104		
1_028_B31	v1#7	玉	玲	Regular_seal		a011a022		
1_028_B32	v1#7	玉	珋	Regular_seal		a010b101		
1_028_B32	v1#7	玉	𤥗	Regular	宮	a010b101		
1_028_B41	v1#7	玉	珋	Regular_seal		△(a010b101)		
1_028_B41	v1#7	玉	𤥗	Regular	宮	△(a010b101)		
1_028_B42	v1#7	玉	瑴	Regular_seal		a011a023		
1_028_B51	v1#7	玉	琀	Regular_seal		a011a031		
1_028_B52	v1#7	玉	𤪎	Regular_seal		a011a032		有埋字A。
1_028_B53	v1#7	玉	玹	Embedded_clerical		a011a052		埋字A。
1_028_B61	v1#7	玉	璗	Regular_seal		a011a033		有埋字A。
1_028_B611	v1#7	玉	琙	omitted		a011a041		
1_028_B62	v1#7	玉	璯	Embedded_clerical		a011a051		埋字A。
1_028_B63	v1#7	玉	𤫊	Regular_seal		a011a042		
1_028_B631	v1#7	玉	珝	omitted		a011a043		
1_029_A21	v1#8	玨	𨌥	Regular_seal		△(a011b82)		有埋字A二字。
1_029_A22	v1#8	玨	玹	Embedded_clerical		△		埋字A。
1_029_A23	v1#8	玨	珝	Embedded_clerical		△		埋字A。
1_029_A24	v1#8	玨	班	Regular		a011b092		有埋字A。■：原文似⿰日血、呂作恤。
1_029_A25	v1#8	玨	琙	Embedded_clerical		△		埋字A。■：原文似⿰日血、呂作恤、《新撰字鏡》玉篇群作洫。當作洫。
1_029_A26	v1#8	玨	璯	Embedded_clerical		△		埋字A。
1_029_A31	v1#8	玨	琴	Regular_seal		△		有埋字B二字。
1_029_A311	v1#8	玨	䥅	Embedded_seal		△		埋字B。篆書字形。
1_029_A312	v1#8	玨	琴β	Embedded_seal		△		埋字B。篆書字形。
1_029_A32	v1#8	玨	瑟	Regular_seal		△		有埋字A三字。G03尾
1_029_A33	v1#8	玨	玨	Regular	白	a011b081		
1_029_A33	v1#8	玨	珏	Embedded_clerical		a011b081		埋字A。原作𤤴、宋本《玉篇》同。宮澤作珏、白藤作玨。
1_029_A34	v1#8	玨	𨌥	Embedded_clerical		a011b082		埋字A。
1_029_A35	v1#8	玨	班	Embedded_clerical				埋字A。
1_029_A51	v2#9	土	地	Regular_seal		a012a064		有埋字A・B。G04首。
1_029_A52	v2#9	土	墬	Embedded_clerical		a012a081		埋字B。
1_029_A521	v2#9	土	埅	Embedded_clerical		a015a022		埋字B。
1_029_A53	v2#9	土	土	Embedded_clerical		a012a051		埋字A。
1_029_A54	v2#9	土	坤	Regular		a012a082		
1_029_A61	v2#9	土	垓	Regular_seal		a012a091		
1_029_A62	v2#9	土	堣	Regular		a012a101		
1_029_B11	v2#9	土	墺	Regular_seal		a012a061		有埋字B。
1_029_B12	v2#9	土	𡋮	Embedded_clerical		a012a062		埋字B。
1_029_B121	v2#9	土	𡋸	Songben-Yupian		a012a063		
1_029_B13	v2#9	土	坡	Regular_seal		a012a102		
1_029_B21	v2#9	土	塙	Regular_seal		a012a103		
1_029_B212	v2#9	土	坶	Songben-Yupian		a012b011		
1_029_B22	v2#9	土	㙁	Regular_seal		a012b012		
1_029_B31	v2#9	土	墽	Regular_seal		a012b013		
1_029_B32	v2#9	土	壤	Regular_seal		a012a092		
1_029_B41	v2#9	土	壚	Regular_seal		a012b021		
1_029_B411	v2#9	土	墝	Songben-Yupian		a012b022		
1_029_B42	v2#9	土	埴	Regular_seal		a012b023		
1_029_B51	v2#9	土	垶	Regular_seal		a012b031		
1_029_B511	v2#9	土	㙚	Songben-Yupian		a012b032		
1_029_B52	v2#9	土	㙸	Regular_seal		a012b033		
1_029_B61	v2#9	土	圤	Regular_seal		a012b034		
1_029_B62	v2#9	土	塊	Regular_seal		a012b041		
2_001_A11	v4#49	目	䁷	Regular		a044a034		
1_030_A11	v2#9	土	凷	Regular_seal		a012b042		
1_030_A12	v2#9	土	堛	Regular		a012b051		双隷(3)。
1_030_A20	v2#9	土	𡍦	Songben-Yupian		a012b043		
1_030_A21	v2#9	土	堚	Regular_seal		a012b044		
1_030_A22	v2#9	土	堵	Regular_seal		a012b045		
1_030_A31	v2#9	土	垣	Regular_seal		a012b071		
1_030_A32	v2#9	土	城	Regular_seal		a012b055		
1_030_A41	v2#9	土	墉	Regular_seal		a012b072		
1_030_A42	v2#9	土	𡑢	Regular_seal		a012b053		有埋字B。
1_030_A421	v2#9	土	堞	Embedded_clerical		a012b054		埋字B。
1_030_A51	v2#9	土	圪	Regular_seal		a012b073		
1_030_A52	v2#9	土	塹	Regular_seal		a012b074		有埋字A。
1_030_A521	v2#9	土	壍	Songben-Yupian		a012b081		
1_030_A53	v2#9	土	堄	Embedded_clerical		a012b083		埋字A。
1_030_A61	v2#9	土	壁	Regular_seal		a012b052		有埋字A。
1_030_A62	v2#9	土	壘	Embedded_clerical		a012b084		埋字A。
1_030_A63	v2#9	土	㙩	Regular_seal		a012b082		
1_030_B11	v2#9	土	塒	Regular_seal		a012b091		
1_030_B12	v2#9	土	堂	Regular_seal		a012b101		有埋字B三字。
1_030_B121	v2#9	土	坣	omitted		a012b102		
1_030_B13	v2#9	土	㙶	Embedded_clerical		a012b103		埋字B。
1_030_B21	v2#9	土	坫	Regular_seal		a013a011		
1_030_B22	v2#9	土	垝	Regular_seal		a013a012		
1_030_B31	v2#9	土	塾	Regular		a013a013		有埋字A。
1_030_B32	v2#9	土	垛	Embedded_clerical		a016b014		埋字A。
1_030_B32	v2#9	土	㙅	Regular	宮	a016b014		
1_030_B32	v2#9	土	𣑧	Regular	白	a016b014		
1_030_B33	v2#9	土	墀	Regular		a013a022		掲出字：原作塀。
1_030_B331	v2#9	土	𡎰	Songben-Yupian		a013a031		
1_030_B41	v2#9	土	堊	Regular_seal		a013a021		
1_030_B42	v2#9	土	墐	Regular_seal		a013a032		
1_030_B51	v2#9	土	墍	Regular_seal		a012b092		
1_030_B52	v2#9	土	㙙	Regular_seal		a013a033		
1_030_B61	v2#9	土	𡊅	Regular_seal		a013a034		有埋字B。
1_030_B62	v2#9	土	𡓴	Embedded_clerical		a013a041		埋字B。
1_030_B63	v2#9	土	埽	Regular_seal		a013a042		
1_031_A11	v2#9	土	壎	Regular_seal		a013a043		有埋字B三字。
1_031_A12	v2#9	土	塤	Embedded_clerical		a013a051		埋字B。
1_031_A13	v2#9	土	坃	Embedded_clerical		a013a052		埋字B。
1_031_A14	v2#9	土	壦	Embedded_clerical		a013a053		埋字B。
1_031_A15	v2#9	土	墼	Regular_seal		a013a054		
1_031_A21	v2#9	土	墊	Regular_seal		a013a055		
1_031_A22	v2#9	土	埝	Regular_seal		a013a061		
1_031_A31	v2#9	土	㙷	Regular_seal		a016b054		有埋字A二字。
1_031_A32	v2#9	土	圣	Embedded_clerical		a013a062		埋字A。
1_031_A33	v2#9	土	𡊞	Embedded_clerical		a013a082		埋字A。
1_031_A34	v2#9	土	均	Regular_seal		a013a063		
1_031_A41	v2#9	土	坄	Regular_seal		a013a071		
1_031_A42	v2#9	土	垼	Songben-Yupian		a013a081		
1_031_A43	v2#9	土	𦩱	Regular		a013a083		
1_031_A431	v2#9	土	塖	omitted		a013a091		
1_031_A51	v2#9	土	基	Regular_seal		a013a092		
1_031_A52	v2#9	土	址	Regular_seal		a013a093		
1_031_A61	v2#9	土	坴	Regular_seal		a013a103		
1_031_A62	v2#9	土	封	Regular_seal		a013b011		
1_031_A621	v2#9	土	𡉘	Songben-Yupian		a013b021		
1_031_B11	v2#9	土	壐	Regular_seal		a013b041		有埋字B。
1_031_B12	v2#9	土	𡊆	Embedded_clerical		a013a101		埋字B。
1_031_B13	v2#9	土	填	Regular_seal		a013a102		有埋字A。
1_031_B14	v2#9	土	坻	Embedded_clerical		a013a094		埋字A。
1_031_B21	v2#9	土	坦	Regular_seal		a013b042		
1_031_B22	v2#9	土	坎	Regular_seal		a013b022		
1_031_B221	v2#9	土	埳	Songben-Yupian		a013b031		
1_031_B31	v2#9	土	𡌒	Regular_seal		a013b053		
1_031_B31	v2#9	土	型	Regular	宮	a013b053		
1_031_B32	v2#9	土	墨	Regular_seal		a013b091		
1_031_B40	v2#9	土	埻	Songben-Yupian		a013b043		
1_031_B41	v2#9	土	𡓑	Regular_seal		a013b051		
1_031_B42	v2#9	土	増	Regular_seal		a013b071		
1_031_B51	v2#9	土	埤	Regular_seal		a013b052		
1_031_B52	v2#9	土	坿	Regular_seal		a013b092		
1_031_B61	v2#9	土	垐	Regular_seal		a013b072		
1_031_B62	v2#9	土	垎	Regular_seal		a013b082		
1_031_B621	v2#9	土	堲	omitted		a013b073		
1_032_A11	v2#9	土	垍	Regular_seal		a013b093		
1_032_A12	v2#9	土	塏	Regular_seal		a013b081		
1_032_A21	v2#9	土	垸	Regular_seal		a013b062		
1_032_A22	v2#9	土	壙	Regular_seal		a013b101		反：衍字。
1_032_A31	v2#9	土	埂	Regular_seal		a013b102		
1_032_A32	v2#9	土	圮	Regular_seal		a013b061		
1_032_A41	v2#9	土	毀	Regular_seal		a013b103		
1_032_A411	v2#9	土	𣪷	Songben-Yupian		a014a011		
1_032_A42	v2#9	土	壞	Regular_seal		a014a014		有埋字B。
1_032_A43	v2#9	土	𡎯	Embedded_clerical		a014a021		埋字B。
1_032_A51	v2#9	土	壓	Regular_seal		a014a012		
1_032_A52	v2#9	土	㙤	Regular_seal		a014a013		
1_032_A61	v2#9	土	坼	Regular_seal		a014a023		
1_032_A611	v2#9	土	𡍩	Songben-Yupian		a014a024		
1_032_A62	v2#9	土	坅	Regular_seal		a014a034		
1_032_B11	v2#9	土	坱	Regular_seal		a014a022		
1_032_B12	v2#9	土	塺	Regular_seal		a014a031		
1_032_B21	v2#9	土	堀	Regular_seal		a014a041		
1_032_B22	v2#9	土	𡌦	Regular_seal		a014a032		
1_032_B31	v2#9	土	埃	Regular_seal		a014a033		
1_032_B32	v2#9	土	㙠	Regular_seal		a014a052		
1_032_B41	v2#9	土	在	Regular_seal		a014a042		
1_032_B42	v2#9	土	塞	Regular_seal		a014a051		
1_032_B51	v2#9	土	𡓱	Regular_seal		a014a082		有埋字B。
1_032_B52	v2#9	土	壅	Embedded_clerical		a014a083		埋字B。
1_032_B53	v2#9	土	垔	Regular_seal		a014a062		有埋字B。
1_032_B531	v2#9	土	堙	Songben-Yupian		a014a071		
1_032_B54	v2#9	土	𡍏	Embedded_clerical		a014a072		埋字B。
1_032_B61	v2#9	土	垷	Regular_seal		a014a043		
1_032_B62	v2#9	土	堩	Regular_seal		a014a091		掲出字：原作垣。
1_033_A11	v2#9	土	塗	Regular_seal		a014a053		
1_033_A12	v2#9	土	𡊉	Regular_seal		a014b022		有埋字A。
1_033_A13	v2#9	土	坺	Embedded_clerical		a014a073		埋字A。
1_033_A21	v2#9	土	坒	Regular_seal		a014a092		有埋字A。
1_033_A22	v2#9	土	墢	Embedded_clerical		a014a081		埋字A。
1_033_A23	v2#9	土	坁	Regular_seal		▽		
1_033_A23	v2#9	土	坻	Regular	白	a013a094		
1_033_A31	v2#9	土	堫	Regular_seal		a014a094		
1_033_A32	v2#9	土	堤	Regular_seal		a014a102		
1_033_A41	v2#9	土	培	Regular_seal		a014a061		
1_033_A42	v2#9	土	堨	Regular_seal		a014a101		
1_033_A51	v2#9	土	埒	Regular_seal		a014b013		
1_033_A52	v2#9	土	堪	Regular_seal		a014a103		
1_033_A61	v2#9	土	埱	Regular_seal		a014b012		
1_033_A62	v2#9	土	埵	Regular_seal		a014a093		
1_033_B11	v2#9	土	堁	Regular_seal		a014b021		
1_033_B12	v2#9	土	埐	Regular_seal		a014b011		
1_033_B21	v2#9	土	埾	Regular_seal		a014b031		
1_033_B22	v2#9	土	墇	Regular_seal		a014b032		
1_033_B31	v2#9	土	𡍫	Regular_seal		a014b042		
1_033_B32	v2#9	土	垑	Regular_seal		a014b041		
1_033_B41	v2#9	土	垠	Regular_seal		a014b044		
1_033_B411	v2#9	土	㙬	Songben-Yupian		a014b051		
1_033_B42	v2#9	土	圻	Regular_seal		a014b043		
1_033_B51	v2#9	土	垽	Regular_seal		a014b062		有埋字B。
1_033_B52	v2#9	土	垢	Regular_seal		a014b052		有埋字B。
1_033_B521	v2#9	土	坸	Embedded_clerical		a014b053		埋字B。
1_033_B61	v2#9	土	圿	Regular_seal		a014b071		
1_033_B62	v2#9	土	㙪	Regular_seal		a014b073		
1_034_A11	v2#9	土	坏	Regular_seal		a014b023		掲出字：原作坯。
1_034_A12	v2#9	土	垤	Regular_seal		a014b074		
1_034_A21	v2#9	土	坥	Regular_seal		a014b081		
1_034_A22	v2#9	土	場	Regular	宮	a014b075		
1_034_A22	v2#9	土	塲	Regular_seal		a014b075		
1_034_A31	v2#9	土	墠	Regular		a014b054		
1_034_A32	v2#9	土	壇	Regular		a014b061		
1_034_A41	v2#9	土	壝	Regular		a014b091		有埋字A。
1_034_A42	v2#9	土	塓	Embedded_clerical		a014b093		埋字A。
1_034_A43	v2#9	土	圭	Regular		a014b094		
1_034_A51	v2#9	土	埸	Regular		a014b092		
1_034_A52	v2#9	土	境	Regular		a015a012		
1_034_A61	v2#9	土	坷	Regular		a014b072		
1_034_A62	v2#9	土	疆	Regular		a015a013		
1_034_A621	v2#9	土	壃	Songben-Yupian		a015a014		
1_034_B11	v2#9	土	坊	Regular		a015a021		
1_034_B111	v2#9	土	埅	Songben-Yupian		a015a022		
1_034_B12	v2#9	土	墾	Regular		a014b101		
1_034_B21	v2#9	土	埩	Regular		a015a031		
1_034_B22	v2#9	土	壔	Regular		a015a024		
1_034_B31	v2#9	土	堢	Regular		a015a023		
1_034_B32	v2#9	土	圯	Regular		a015a011		
