#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian database
#
#	Version: 1.0.36
#	Date: 20 October 2015
#	Last update : 27 March 2019
#
#	Copyright (c) 2014-2017 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute.
#	Send bug reports and feature requests via email.
#
#	TSV Format information:
#
#	SYID	: Book, leaf, recto-verso, line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Radical of Chinese character
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	UCShex		: Numeric character reference in hexadecimal format
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#   References
#   ----------
#   臧克和著, 中古漢字流變, 華東師範大學出版社, 2008. Zang Kehe, Zhong gu Han zi liu bian, Shanghai : Hua dong shi fan da xue chu ban she, 2008.
#
#   Primary Sources
#   ---------------
#   Songben Yupian 宋本玉篇. 
#       宮内廳書陵部藏本(南宋版) 大廣益會玉篇 (box 515, no.106, photographic images).
#       澤存堂本：〔梁〕顧野王著, 大廣益會玉篇, 北京：中華書局, 1987.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	UCShex	SY_def	KSY_diff
a009a053	v1#7	玉	瓚		&#x74DA;	才但才旦二切。珪頭也、爲器可以挹鬯灌祭。鄭玄注《禮記》云：瓉形如槃容五升以大圭爲柄也。	
a009a061	v1#7	玉	玦		&#x73A6;	居穴切。玉佩也、如環而缺不連。	
a009a062	v1#7	玉	𤪌		&#xD852;&#xDE8C;	巨基切。飾弁也。	
a009a063	v1#7	玉	璂		&#x7482;	同上、見《說文》。	
a009a064	v1#7	玉	琪		&#x742A;	巨基切。玉屬。	
a009a065	v1#7	玉	珩		&#x73E9;	下庚切。《說文》云：佩玉所以節行步也。	
a009a071	v1#7	玉	璬		&#x74AC;	公了切。玉佩也。	
a009a072	v1#7	玉	珮		&#x73EE;	步輩切。玉珮也。本作佩。或从玉。	
a009a073	v1#7	玉	玩		&#x73A9;	五貫切。玩戲也、弄也。或作貦也。	
a009a074	v1#7	玉	瑬		&#x746C;	力牛切。《說文》云：垂玉也、冕飾。又美金也。亦作鏐。	
a009a081	v1#7	玉	𤩈		&#xD852;&#xDE48;	市六切。《說文》云：玉器也。	
a009a082	v1#7	玉	璹		&#x74B9;	同上。	
a009a083	v1#7	玉	珤		&#x73E4;	補抱切。《聲類》云：古文寶字。	
a009a084	v1#7	玉	珍		&#x73CD;	張陳切。寶也、貴也、美也。又重也。	
a009a085	v1#7	玉	珎		&#x73CE;	同上、俗。	
a009a091	v1#7	玉	琚		&#x741A;	紀余切。玉名。	
a009a092	v1#7	玉	琖		&#x7416;	側簡切。《說文》曰：玉爵也、夏曰琖、殷曰斚、周曰爵。亦作盞𧣴。	
a009a093	v1#7	玉	珈		&#x73C8;	古遐切。《詩》云：副笄六珈。《傳》曰：珈笄飾之最盛者所以別尊卑。	
a009a101	v1#7	玉	璲		&#x74B2;	徐醉切。玉璲以玉爲佩也。	
a009a102	v1#7	玉	瑵		&#x7475;	壯巧切。《說文》云：車蓋玉瑵也。	
a009a103	v1#7	玉	璪		&#x74AA;	作道切。《說文》云：玉飾如水藻也。	
a009a104	v1#7	玉	瑚		&#x745A;	何孤切。《論語注》云：瑚璉黍稷之器。夏曰瑚、殷曰璉。或作鍸。	
a009b011	v1#7	玉	璉		&#x7489;	力展切。瑚璉也。或作槤也。	
a009b012	v1#7	玉	琩		&#x7429;	尺羊切。琩玩蠻夷充耳也。	
a009b013	v1#7	玉	瑋		&#x744B;	禹鬼以貴二切。《埤蒼》曰：瑰瑋珍琦。或作偉。	
a009b021	v1#7	玉	璩		&#x74A9;	其於切。玉名。	
a009b022	v1#7	玉	琦		&#x7426;	渠羇切。《埤蒼》云：琦瑋也。	
a009b023	v1#7	玉	璺		&#x74BA;	亡奮切。《方言》云：秦晉器破而未離謂之璺。《廣雅》云：裂也。	
a009b031	v1#7	玉	𤣻		&#xD852;&#xDCFB;	莫骨切。《穆天子傳》云：采石之山有𤣻瑤。郭璞曰：玉名。	
a009b032	v1#7	玉	玷		&#x73B7;	丁簟切。《詩傳》云：玷缺也。或作㓠䍄也。	
a009b033	v1#7	玉	琄		&#x7404;	胡犬切。玉皃。	
a009b034	v1#7	玉	璽		&#x74BD;	思此切。天子諸侯印也。籀文作璽也。	
a009b041	v1#7	玉	𤩂		&#xD852;&#xDE42;	力高切。玉名。	
a009b042	v1#7	玉	瑹		&#x7479;	式餘切。《廣雅》云：瑹珽並笏也。又美玉。	
a009b043	v1#7	玉	璞		&#x749E;	普角切。玉未治者。《老子》曰：璞散則爲器。王弼曰：璞眞也。	
a009b051	v1#7	玉	琢		&#x7422;	陟角切。治玉也。《禮記》曰：玉不琢不成器也。	
a009b052	v1#7	玉	琱		&#x7431;	多幺切。治玉也。一曰石似玉者。	
a009b053	v1#7	玉	玼		&#x73BC;	且禮切。玉色鮮也。	
a009b054	v1#7	玉	理		&#x7406;	力紀切。治玉也、正也、事也、道也、從也、治獄官也。	
a009b061	v1#7	玉	瑳		&#x7473;	且我切。玉色鮮白也。　《詩傳》曰：瑳巧笑貌。又七河切。	
a009b062	v1#7	玉	璱		&#x74B1;	所乙切。清淨鮮絜也。《說文》云：玉英華相帶如瑟弦也。	
a009b071	v1#7	玉	琗		&#x7417;	《廣蒼》：同上。	
a009b072	v1#7	玉	琯		&#x742F;	古滿切。舜以天德嗣堯西王母獻其白琯。	
a009b073	v1#7	玉	𤩰		&#xD852;&#xDE70;	力質切。《說文》云：玉英華羅列秩秩、又《逸論語》曰：玉粲之璱兮其𤩰猛也。	
a009b081	v1#7	玉	瑮		&#x746E;	同上。	
a009b082	v1#7	玉	珇		&#x73C7;	作土切。《方言》曰：珇好也、美也。《說文》云：琮玉之瑑。	
a009b083	v1#7	玉	瑩		&#x7469;	烏定爲明二切。玉色也。《詩》云：充耳琇瑩。《傳》曰：石之次玉。又於坰切。	
a009b091	v1#7	玉	璊		&#x748A;	莫昆切。《說文》曰：玉䞓色也、禾之赤苗謂之虋言璊玉色如之。	
a009b092	v1#7	玉	玧		&#x73A7;	同上。又以蠢切。蠻夷充耳。	
a009b093	v1#7	玉	瑛		&#x745B;	於京切。美石似玉尸子龍淵玉光也、水精謂之玉瑛也。	
a009b101	v1#7	玉	琤		&#x7424;	楚耕切。《說文》云：玉聲。或作錚。	
a009b102	v1#7	玉	瑕		&#x7455;	胡加切。《詩傳》云：瑕過也。《廣雅》云：瑕裂穢也。鄭玄曰：瑕玉之病也。	
a009b103	v1#7	玉	瑲		&#x7472;	且楊切。《說文》云：玉聲也、《詩》曰：鞗革有瑲。	
a010a011	v1#7	玉	玎		&#x738E;	都廷切。《說文》云：玉聲也。齊太子諡曰玎、諡法義不克曰玎。又竹耕切。	
a010a012	v1#7	玉	瑀		&#x7440;	于矩切。《大戴禮》：佩玉琚瑀以雜之。《說文》云：石之似玉者。	
a010a021	v1#7	玉	瑝		&#x745D;	胡光切。玉聲也。	
a010a022	v1#7	玉	瑣		&#x7463;	思果切。玉聲也。	
a010a023	v1#7	玉	玤		&#x73A4;	布孔步講二切。《說文》云：石之次玉、以爲系璧、一曰若蛤蚌。	
a010a024	v1#7	玉	㺿		&#x3EBF;	異之切。石之次玉者。《蒼頡》曰：五色之石也。	
a010a031	v1#7	玉	珢		&#x73E2;	居恨魚巾二切。石次玉也。	
a010a032	v1#7	玉	𤤺		&#xD852;&#xDD3A;	余制切。《說文》云：石之似玉者也。	
a010a033	v1#7	玉	璅		&#x7485;	子道切。石次玉。	
a010a034	v1#7	玉	璡		&#x74A1;	子鄰切。石似玉也。	
a010a041	v1#7	玉	㻸		&#x3EF8;	仄金才心二切。石似玉也。	
a010a042	v1#7	玉	𤧚		&#xD852;&#xDDDA;	倉公切。石似玉。	
a010a043	v1#7	玉	𤩭		&#xD852;&#xDE6D;	胡到切。石似玉。	
a010a044	v1#7	玉	𤪍		&#xD852;&#xDE8D;	胡戛切。石似玉。	
a010a045	v1#7	玉	𤦼		&#xD852;&#xDDBC;	烏灌切。石似玉。	
a010a046	v1#7	玉	𤫉		&#xD852;&#xDEC9;	思協切。石似玉。	
a010a051	v1#7	玉	玽		&#x73BD;	音狗。石似玉也。	
a010a052	v1#7	玉	琂		&#x7402;	語鞬切。石似玉也。	
a010a053	v1#7	玉	璶		&#x74B6;	疾刃切。石似玉。	
a010a054	v1#7	玉	琟		&#x741F;	弋隹切。石似玉。	
a010a055	v1#7	玉	瑦		&#x7466;	於古切。石似玉。又於都切。	
a010a061	v1#7	玉	㺨		&#x3EA8;	息咨切。石似玉。	
a010a062	v1#7	玉	瑂		&#x7442;	明丕切。石似玉。	
a010a063	v1#7	玉	璒		&#x7492;	得滕切。石似玉。	
a010a064	v1#7	玉	瑤		&#x7464;	余招切。《詩》云：報之以瓊瑤。《說文》云：玉之美者也。	玉：澤存堂本作王。據宮内庁本改。
a010a065	v1#7	玉	玗		&#x7397;	有俱切。玉屬。《爾雅》云：東方之美者、有醫無閭之珣玗琪焉。	
a010a071	v1#7	玉	珣		&#x73E3;	思旬切。玉屬也。	
a010a072	v1#7	玉	瑎		&#x744E;	戶皆切。黑玉也。	
a010a073	v1#7	玉	琨		&#x7428;	古魂切。《書》曰：楊州貢瑤琨篠簜。琨石之美者也。	
a010a081	v1#7	玉	瑻		&#x747B;	《說文》同上。	
a010a082	v1#7	玉	碧		&#x78A7;	彼戟切。《山海經》云：商山下多青碧。郭璞曰：亦玉類、今越嶲會無縣東山出碧。《莊子》曰：長弘死於蜀、其血化爲碧。《說文》云：石之青美者。	
a010a091	v1#7	玉	瓐		&#x74D0;	力胡切。《博雅》云：碧玉也。	
a010a092	v1#7	玉	珉		&#x73C9;	靡豳切。《山海經》云：岐山其隂多白珉。《禮記》云：君子貴玉而賤珉。鄭玄曰：石似玉。本亦作䃉、或作玟也。	
a010a101	v1#7	玉	瑉		&#x7449;	同上。	
a010a102	v1#7	玉	㻍		&#x3ECD;	五胡切。琨㻍劒名。又石次玉。與珸同。	
a010a103	v1#7	玉	珸		&#x73F8;	五胡切。《廣雅》云：石次玉者。亦山名、出利金。《尸子》云：琨㻍之金也。	
a010a104	v1#7	玉	璑		&#x7491;	武俱切。三采玉也。	
a010b011	v1#7	玉	瓔		&#x74D4;	於盈切。《埤蒼》云：瓔琅石似玉也。	
a010b012	v1#7	玉	玞		&#x739E;	甫紆切。《山海經》云：會稽之山下多玞石。郭璞曰：武玞石似玉、今長沙臨湖縣出之、青地白文、色葱籠不分了也。	
a010b021	v1#7	玉	㻬	𤨹	&#x3EEC;	吐胡切。《山海經》云：小華山其陽多㻬琈。	㻬：原作𤨹。
a010b022	v1#7	玉	琈		&#x7408;	扶留切。琈筍玉采色。《禮記》云：孚尹旁達。鄭玄曰：讀如浮筠也。	
a010b023	v1#7	玉	瑌		&#x744C;	如兖切。《山海經》云：狀䐗之山其上多瑌石。郭璞曰：白者如冰、半有赤色者。	
a010b031	v1#7	玉	瑊		&#x744A;	古咸切。瑊𤨕、美石次玉也。	
a010b032	v1#7	玉	玪		&#x73AA;	同上。米石山有玪珩琪。	
a010b033	v1#7	玉	𤨕		&#xD852;&#xDE15;	力德切。玉名。	
a010b041	v1#7	玉	玏		&#x738F;	同上。	
a010b042	v1#7	玉	琇		&#x7407;	思救餘受二切。《詩》云：充耳琇瑩。《傳》曰：琇瑩美石也。	
a010b043	v1#7	玉	璓		&#x7493;	《說文》：琇。	
a010b044	v1#7	玉	玖		&#x7396;	居柳切。石次玉、黑色者。	
a010b045	v1#7	玉	璘		&#x7498;	力神切。璘㻞文皃。又玉色光彩。	
a010b051	v1#7	玉	㻞		&#x3EDE;	鄙鄰切。璘㻞。	
a010b052	v1#7	玉	琭		&#x742D;	力木切。《老子》云：琭琭如玉硌硌如石。	
a010b053	v1#7	玉	璄		&#x7484;	於景切。玉光彩。	
a010b054	v1#7	玉	璟		&#x749F;	同上。又俱永切。	
a010b055	v1#7	玉	㻾		&#x3EFE;	於龍切。玉器也。	
a010b061	v1#7	玉	珠		&#x73E0;	之俞切。《說文》云：蚌之隂精、《春秋國語》曰：珠足以禦火災、是也。蜀郡平津縣出青珠。	
a010b062	v1#7	玉	珧		&#x73E7;	余招切。《山海經》曰：激汝之水其中多蜃珧。郭璞曰：珧亦蚌屬也。	
a010b071	v1#7	玉	珕		&#x73D5;	力智力計二切。佩刀飾蜃屬也。	
a010b072	v1#7	玉	玓		&#x7393;	典歷切。玓瓅、明珠色也。	
a010b073	v1#7	玉	瓅		&#x74C5;	力的切。玓瓅。	
a010b074	v1#7	玉	璣		&#x74A3;	渠氣居沂二切。《說文》云：珠不圜者也。	
a010b081	v1#7	玉	玟		&#x739F;	莫杯切。火齊珠。一曰石之美者。	
a010b082	v1#7	玉	瑰		&#x7470;	古回切。《說文》云：玟瑰。一曰珠圜好。《子虛賦》云：赤玉玟瑰。《蒼頡》曰：火齊珠也。又音回。	
a010b083	v1#7	玉	瓌		&#x74CC;	同上。	
a010b084	v1#7	玉	玭		&#x73AD;	蒲蠲蒲賔二切。珠也。《夏書》作蠙。	
a010b091	v1#7	玉	琕		&#x7415;	同上。	
a010b092	v1#7	玉	琅		&#x7405;	力當切。琅玕石似玉。《說文》云：琅玕似珠者。	
a010b093	v1#7	玉	玕		&#x7395;	古寒切。琅玕也。	
a010b094	v1#7	玉	𤥚		&#xD852;&#xDD5A;	古文。	
a010b095	v1#7	玉	𤪿		&#xD852;&#xDEBF;	古回切。《說文》：與傀同。大也。	
a010b101	v1#7	玉	𤥗		&#xD852;&#xDD57;	音留。《說文》云：石之有光璧𤥗也、出西湖中。亦作珋。	
a010b102	v1#7	玉	瑠		&#x7460;	同上。	
a010b103	v1#7	玉	璃		&#x7483;	力支切。瑠璃也。	
a010b104	v1#7	玉	珿		&#x73FF;	初六切。寸也、齊也。	
a010b105	v1#7	玉	琲		&#x7432;	蒲漑蒲愷二切。珠五百枚也。亦作蜚。	
a011a011	v1#7	玉	珊		&#x73CA;	思安切。《說文》云：珊瑚、色赤、生於海、亦生於山。	
a011a012	v1#7	玉	珂		&#x73C2;	丘何切。石次玉也。亦碼碯、絜白如雪者。一云螺屬也生海中。	
a011a021	v1#7	玉	珬		&#x73EC;	思律切。珂珬也。劉達曰：老雕入海所化出日南。	
a011a022	v1#7	玉	玲		&#x73B2;	力經切。《太玄經》云：亡彼瓏玲注謂瓏玲金玉之聲。	
a011a023	v1#7	玉	瑴		&#x7474;	古岳切。杜預曰：雙玉曰瑴。亦作珏。	
a011a031	v1#7	玉	琀		&#x7400;	胡紺切。送終口中玉也。	
a011a032	v1#7	玉	𤪎		&#xD852;&#xDE8E;	餘周餘九二切。《說文》云：遺玉也。	
a011a033	v1#7	玉	璗		&#x7497;	徒黨切。《爾雅》云：黃金謂之璗。郭璞曰：金之別名。	
a011a041	v1#7	玉	琙		&#x7419;	于洫切。《東觀漢記》：玄菟太守公孫琙。	
a011a042	v1#7	玉	𤫊		&#xD852;&#xDECA;	力經切。《說文》云：以玉事神也。與靈同。《大戴禮》：陽氣爲精隂氣爲𤫊、𤫊祐也。	
a011a043	v1#7	玉	珝		&#x73DD;	吁羽切。吳志有薛琮字珝。	
a011a051	v1#7	玉	璯		&#x74AF;	苦話切。晉陽秋有吳興錢璯亂。	
a011a052	v1#7	玉	玹		&#x73B9;	胡涓切。玉色。	
a011a053	v1#7	玉	珫		&#x73EB;	齒融切。珫耳也。	
a011a054	v1#7	玉	瑔		&#x7454;	絕緣切。	
a011a055	v1#7	玉	璔		&#x7494;	則僧切。玉皃。	
a011a056	v1#7	玉	玢		&#x73A2;	方貧切。玉名。	
a011a061	v1#7	玉	㻌		&#x3ECC;	他胡切。美玉也。	
a011a062	v1#7	玉	𤣰		&#xD852;&#xDCF0;	封古切。玉器也。	
a011a063	v1#7	玉	璝		&#x749D;	古回切。玉也。	
a011a064	v1#7	玉	珻		&#x73FB;	莫杯切。玉名。	
a011a065	v1#7	玉	珒		&#x73D2;	子新切。玉名。	
a011a066	v1#7	玉	𤦯		&#xD852;&#xDDAF;	古文。	
a011a071	v1#7	玉	瑯		&#x746F;	魯當切。瑯瑘、郡名。正作琅。	
a011a072	v1#7	玉	瑘		&#x7458;	以遮切。瑯瑘郡。正作邪。	
a011a073	v1#7	玉	瑄		&#x7444;	音宣。《爾雅》云：璧大六寸謂之宣。郭璞曰：《漢書》云：瑄玉是也。	
a011a074	v1#7	玉	珹		&#x73F9;	時盈切。玉名。	
a011a081	v1#7	玉	𤥽		&#xD852;&#xDD7D;	億魚切。玉名。	
a011a082	v1#7	玉	㺩		&#x3EA9;	踈逸切。玉器也。又巨幼切。	
a011a083	v1#7	玉	珷		&#x73F7;	亡甫切。石似玉也。與碔同。	
a011a084	v1#7	玉	瑽		&#x747D;	七恭切。瑽瑢佩玉行皃。	
a011a085	v1#7	玉	瑢		&#x7462;	余恭切。瑽瑢。	
a011a091	v1#7	玉	琿		&#x743F;	戶昆切。玉名。	
a011a092	v1#7	玉	瑫		&#x746B;	他牢切。玉名。	
a011a093	v1#7	玉	璼		&#x74BC;	盧談切。玉名。	
a011a094	v1#7	玉	珖		&#x73D6;	古方切。珖琯也。	
a011a095	v1#7	玉	玸		&#x73B8;	縛無切。玉名。	
a011a096	v1#7	玉	珆		&#x73C6;	土來切。玉名。	
a011a101	v1#7	玉	玻		&#x73BB;	普波切。玻瓈玉名。	
a011a102	v1#7	玉	瓈		&#x74C8;	力堤切。玻瓈。	
a011a103	v1#7	玉	𤧯		&#xD852;&#xDDEF;	亡凡切。玉也。	
a011a104	v1#7	玉	玵		&#x73B5;	五甘切。美玉也。	
a011a105	v1#7	玉	瑺		&#x747A;	時羊切。玉也。	
a011a106	v1#7	玉	㻓		&#x3ED3;	阻由切。玉名。	
a011b011	v1#7	玉	𤪋		&#xD852;&#xDE8B;	古銜切。玉也。	
a011b012	v1#7	玉	瑡		&#x7461;	色緇切。玉名。	
a011b013	v1#7	玉	㻀	⿰王㬰	&#x3EC0;	昱朱切。美石次玉。	字頭：藏作𤧙。
a011b014	v1#7	玉	璾		&#x74BE;	節而切。	
a011b015	v1#7	玉	玶		&#x73B6;	皮明切。玉名。	
a011b016	v1#7	玉	㺭		&#x3EAD;	借里切。玉名。	
a011b021	v1#7	玉	瓖		&#x74D6;	息將切。馬上飾。《東京賦》云：鉤膺玉瓖。	
a011b022	v1#7	玉	珘		&#x73D8;	之由切。玉也。	
a011b023	v1#7	玉	璮		&#x74AE;	他但切。玉也。	
a011b024	v1#7	玉	㻂		&#x3EC2;	毗名切。玉也。	
a011b025	v1#7	玉	㻵		&#x3EF5;	仕患切。玉也。	
a011b031	v1#7	玉	𤤼		&#xD852;&#xDD3C;	奴倒切。俗以碼碯作𤤼。	
a011b032	v1#7	玉	𤨖		&#xD852;&#xDE16;	胡古切。玉也。	
a011b033	v1#7	玉	琽		&#x743D;	得魯切。玉名。	
a011b034	v1#7	玉	玳		&#x73B3;	音袋。俗以瑇瑁作玳。	
a011b035	v1#7	玉	㺬		&#x3EAC;	息進切。玉名。	
a011b036	v1#7	玉	㻑		&#x3ED1;	扃位切。玉也。	
a011b041	v1#7	玉	玔		&#x7394;	初巻切。玉玔也。	
a011b042	v1#7	玉	璨		&#x74A8;	七旦切。玉光也。	
a011b043	v1#7	玉	璦		&#x74A6;	烏代切。美玉。	
a011b044	v1#7	玉	珨		&#x73E8;	胡甲切。玉珨。一云蜃器。	
a011b045	v1#7	玉	㻷		&#x3EF7;	居逆切。《埤蒼》云：垂㻷地名、出美玉。《春秋傳》作棘。	
a011b051	v1#7	玉	㺪		&#x3EAA;	匹角切。玉未成器也。	
a011b052	v1#7	玉	㺷		&#x3EB7;	思聿切。玉名。一云珂㺷。與珬同。	
a011b053	v1#7	玉	㻶		&#x3EF6;	彬律切。青白玉琯也。	
a011b054	v1#7	玉	玥		&#x73A5;	五厥切。珠名。	
a011b055	v1#7	玉	㻠		&#x3EE0;	徒骨切。玉瑱也。	
a011b061	v1#7	玉	玐		&#x7390;	班戛切。玉聲也。	
a011b062	v1#7	玉	㺴		&#x3EB4;	補戛切。左神名。	
a011b063	v1#7	玉	璛		&#x749B;	思六切。人姓。	
a011b064	v1#7	玉	珞		&#x73DE;	郎各切。瓔珞、頸飾也。	
a011b065	v1#7	玉	珛		&#x73DB;	許救切。《說文》云：朽玉也。	
a011b066	v1#7	玉	珀		&#x73C0;	普百切。琥珀也。	
a011b071	v1#7	玉	瓙		&#x74D9;	徒到切。玉也。	
a011b072	v1#7	玉	璀		&#x7480;	七罪切。璀璨玉光。	
a011b081	v1#8	珏	珏		&#x73CF;	古岳切。《說文》云：二玉爲一珏。或作瑴。	
a011b082	v1#8	珏	𨌥		&#xD860;&#xDF25;	扶福切。《說文》云：車笭閒皮篋、古者使奉玉所以盛之。《東京賦》：𨌥弩重旃是也。	
a011b091	v1#8	珏	斑		&#x6591;	補間切。布文。《禮記》曰：斑白者不提挈。	
a011b092	v1#8	珏	班		&#x73ED;	布還切。《說文》云：分瑞也。又班次也、班賦也。	
a012a051	v2#9	土	土		&#x571F;	他戶達戶二切。《說文》曰：地之吐生物者也、二象地之下地之中物出形也。《白虎通》曰：土主吐含萬物、土之爲言吐也。	
a012a061	v2#9	土	墺		&#x58BA;	於報於六二切。四方之土可居。《夏書》曰：四墺旣宅。本亦作隩。	
a012a062	v2#9	土	𡋮		&#xD844;&#xDEEE;	並古文。	
a012a063	v2#9	土	𡋸		&#xD844;&#xDEF8;	並古文。	
a012a064	v2#9	土	地		&#x5730;	題利切。《說文》曰：元氣初分輕清陽爲天、重濁隂爲地、萬物所陳列也。《周禮》：司徒掌土會之灋辨五地之物生、一曰山林、動物宜毛、植物宜皁、二曰川澤、動物宜鱗、植物宜膏、三曰丘陵、動物宜羽、植物宜覈、四曰墳衍、動物宜介、植物宜荚、五曰原隰、動物宜臝、植物宜叢。	
a012a081	v2#9	土	墬		&#x58AC;	籀文。	
a012a082	v2#9	土	坤		&#x5764;	苦𩱿切。《說文》曰：从土申、土位在申。	
a012a091	v2#9	土	垓		&#x5793;	古苔切。《國語》曰：天子之田、九垓以食兆民。《風俗通》曰：十千曰萬、十萬曰億、十億曰兆、十兆曰經、十經曰垓。	
a012a092	v2#9	土	壤		&#x58E4;	如掌切。地之緩肥曰壤。	
a012a101	v2#9	土	堣		&#x5823;	遇俱切。堣夷日所出。《虞書》曰：分命羲仲宅堣夷。本亦作嵎。	
a012a102	v2#9	土	坡		&#x5761;	匹波切。坡坂也。	
a012a103	v2#9	土	塙		&#x5859;	口角切。土堅不可拔。又口交切。	
a012b011	v2#9	土	坶		&#x5776;	莫六切。《說文》曰：朝歌南七十里地。《周書》曰：武王伐紂、至于坶野。古文《尚書》作㙁。	
a012b012	v2#9	土	㙁		&#x3641;	同上。	
a012b013	v2#9	土	墽		&#x58BD;	口教口交二切。《說文》云：磽也。	
a012b021	v2#9	土	壚		&#x58DA;	力都切。《夏書》曰：下土墳壚壚䟽也。	
a012b022	v2#9	土	墝		&#x589D;	口交切。《公羊傳》曰：錫之不毛之地。何休云：墝埆不生五穀曰不毛。	
a012b023	v2#9	土	埴		&#x57F4;	時力切。《夏書》曰：厥土赤埴墳、孔傳云：土黏曰埴。	
a012b031	v2#9	土	垶		&#x57B6;	息營切。赤堅土也。	
a012b032	v2#9	土	㙚		&#x365A;	同上。出《說文》。	
a012b033	v2#9	土	㙸		&#x3678;	普角切。塊也。	
a012b034	v2#9	土	圤		&#x5724;	上同。《淮南子》曰：土勝水者非一圤塞江。	
a012b041	v2#9	土	塊		&#x584A;	口潰口廻二切。堛也。《莊子》云：大塊。	
a012b042	v2#9	土	凷		&#x51F7;	同上。	
a012b043	v2#9	土	𡍦		&#xD844;&#xDF66;	胡昆切。洛陽有大𡍦里也。	
a012b044	v2#9	土	堚		&#x581A;	同上。	
a012b045	v2#9	土	堵		&#x5835;	都魯切。垣也、五版爲堵。又十六尺曰堵。	
a012b051	v2#9	土	堛		&#x581B;	普逼切。土塊也。	
a012b052	v2#9	土	壁		&#x58C1;	補歷切。垣也。	
a012b053	v2#9	土	𡑢		&#xD845;&#xDC62;	徒頰切。城上女牆也。《左氏傳》曰：環城傳於堞。	
a012b054	v2#9	土	堞		&#x581E;	同上。	
a012b055	v2#9	土	城		&#x57CE;	視盈切。《丗本》云：鯀作城。《公羊傳》：五版堵五堵而雉百雉而城。何休曰：二萬尺凡周十一里三十三步二尺公侯之制禮天子千雉受百雉之城十伯七十雉子男五十雉。	
a012b071	v2#9	土	垣		&#x57A3;	禹煩切。垣牆。	
a012b072	v2#9	土	墉		&#x5889;	余鐘切。牆也。	
a012b073	v2#9	土	圪		&#x572A;	語訖切。《說文》云：牆高皃。《詩》云：崇墉圪圪。本亦作仡。	
a012b074	v2#9	土	塹		&#x5879;	七豔切。《左氏傳》注：溝塹也。《字書》云：城隍也。	
a012b081	v2#9	土	壍		&#x58CD;	同上。	
a012b082	v2#9	土	㙩		&#x3669;	力彫切。周垣也。又力召切。	
a012b083	v2#9	土	堄		&#x5804;	魚禮魚計二切。《蒼頡篇》云：城上小垣。《廣雅》曰：女牆也。	
a012b084	v2#9	土	壘		&#x58D8;	力癸切。《周禮》曰：營軍之壘舍。《注》云：軍壁曰壘。	
a012b091	v2#9	土	塒		&#x5852;	視之切。《爾雅》云：鑿垣而栖爲塒。郭璞云：今寒鄉穿牆棲雞。	
a012b092	v2#9	土	墍		&#x588D;	虛旣切。仰塗也。《書》曰：塗墍茨。又音洎。	
a012b101	v2#9	土	堂		&#x5802;	徒當切。土爲屋基也。《禮》云：天子之堂高九尺、諸侯七尺、大夫五尺、士三尺。《說文》云：殿也。又容也。	
a012b102	v2#9	土	坣		&#x5763;	（並古文。）	
a012b103	v2#9	土	㙶		&#x3676;	並古文。	
a013a011	v2#9	土	坫		&#x576B;	都念切。反爵之坫。《說文》云：屏也。	
a013a012	v2#9	土	垝		&#x579D;	居毀切。毀垣也。亦作陒。	
a013a013	v2#9	土	塾		&#x587E;	殊鞠切。門側之堂。《周書》曰：先輅在左塾之前、次輅在右塾之前。《禮》曰：古之教者黨有庠家有塾。	
a013a021	v2#9	土	堊		&#x580A;	烏洛切。《說文》云：白塗一曰白土也。《爾雅》曰：牆謂之堊。郭璞云：白飾牆也。	
a013a022	v2#9	土	墀		&#x5880;	除飢切。《漢書注》曰：丹墀赤地也、謂以丹漆地。《說文》云：塗地也。	
a013a031	v2#9	土	𡎰		&#xD844;&#xDFB0;	同上。	
a013a032	v2#9	土	墐		&#x5890;	奇鎮切。塗也。《國語》曰：陵陸墐井墐溝上之道也。	
a013a033	v2#9	土	㙙		&#x3659;	力奉切。塗也。《說文》：木貢切。	
a013a034	v2#9	土	𡊅		&#xD844;&#xDE85;	甫問切。《說文》云：除埽也。	
a013a041	v2#9	土	𡓴		&#xD845;&#xDCF4;	古文。	
a013a042	v2#9	土	埽		&#x57FD;	蘇道蘇悼二切。《周禮》：隸僕掌五寑之埽除糞埽洒之事。注謂汜埽曰埽。	
a013a043	v2#9	土	壎		&#x58CE;	吁園切。樂器也、燒土爲之形、如鳫卵上有六孔。	
a013a051	v2#9	土	塤		&#x5864;	同上。	
a013a052	v2#9	土	坃		&#x5743;	並古文。	
a013a053	v2#9	土	壦		&#x58E6;	並古文。	
