#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   TSJ: Tenjibon Shinsen Jikyo database -- Full list of headwords
#   ==============================================================
#
#   Tenjibon Shinsen Jikyo 新撰字鏡, Tenji copy 天治本.
#   A complete manuscript of 1124 is held by the Imperial Household Archives.
#   Buddhist monk Shoju 昌住, c. 898-901.
#   A Hanzi (Chinese character) dictionary.
#
#   TSJ_entries.tsv
#   Version: 1.0.28
#   Date published: 23 June 2018
#   Last modified: 12 September 2019
#
#   Copyright (c) 2018-2019 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV format information
#   ----------------------
#   SJID (svvwwxyyz)         Book(vv), leaf(ww), recto-verso(x), line(yy) and number(z)
#   SJ2ID                    For headword of two or more characters, add 'a, b, ..., n' at the end of SJID
#   SJ_Rinsen (新xxx-yz)     Page(xxx), line(y) and number(z) in Rinsen shoten edition
#   SJ_vol_radical (xx#yyy)  Volume(xx) and radical number(yyy)
#   SJ_radical               Radical of Chinese character
#   Entry                    Headword
#   Entry_original           Headword based on original image
#   SJ_sources               Yiqiejingyinyi, Qieyun, Yupian, etc. (For details, refer to the following section)
#   SJ_entry_remarks         Editor's notes
#   TBID (v_www_xyz)         Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   SYID (vwwwxyyzz)         Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#
#   Abbreviations
#   -------------
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#   SJ: Shinsen Jikyo 新撰字鏡, Tenji copy 天治本
#   KW: Shinsen Jikyo 新撰字鏡, Kyowa print 享和本
#
#   SJ_sources
#   ----------
#   Yiqiejingyinyi related parts 一切經音義部分
#    一切經音義: Yiqiejingyinyi related items 一切經音義引用項目
#    一切經音義N: Non-Yiqiejingyinyi related items 非一切經音義項目
#
#   Qieyun related parts 切韻引用部分
#    切韻A: Qieyun A, four tones noted as a whole, with the title of Qieyun. 四声一括注記。有切韻書名。e.g., 已上卅八字平聲…已上上々聲…已上去聲…已上出自切韻.
#    切韻B: Qieyun B, four tones noted as a whole, without the title of Qieyun. 四声一括注記。無切韻書名。e.g., 以上入聲…次去聲…次上聲…次平聲…已上四聲了.
#    切韻C: Qieyun C, even (level; 平) tone noted as a whole, while rising (上) tone, departing (going; 去) tone, and entering (checked; 入) tone noted under fanqie, without the title of Qieyun. 平声一括注記。有上・去・入声注記，在反切之下。無切韻書名。
#    切韻D: Qieyun D, four tones noted under fanqie, without the title of Qieyun. Items mentioned above are all Qieyun related parts. 有四声注記，在反切之下。無切韻書名。以上，切韻引用条目。
#    切韻N: Non-Qieyun related items 非切韻引用項目
#
#   Yupian related parts 玉篇引用部分
#    玉篇: Yupian related items 玉篇引用項目
#    玉篇N: Non-Yupian related items 非玉篇引用項目
#
#   Other parts 其他部分
#    出所不詳: Unidentified parts, unknown sources
#    辨別不能: Unseparated parts, mixed sources
#    爾雅: Erya
#    本草: Herbal book 本草木，本草草，本草鳥
#    小學篇: Shōgakuhen, a dictionary of Kokuji (Chinese characters created in Japan)
#    臨時雜要字: Rinjizōyōji, a daily dictionary of Sino-Japanese words in early Japan
#    添加項目: Additional items by people of later times
#
#   References
#   ----------
#   Sakakura Atsuyosi 阪倉 篤義. 1967. Shinsen jikyō no saikentō: Kyōwabon o chūshin ni 新撰字鏡の再檢討―享和本を中心に―. In Yamada Tadao 山田 忠雄 (ed.), Honpō jishoshi ronsō 本邦辭書史論叢, 359—392. Tokyo :Sanseidō 三省堂.
#   Ueda Tadashi 上田 正. 1981. Shinsen jikyō no Setsuin bubun ni tsuite [On quotations from Qieyun in the Shinsen jikyō] 新撰字鏡の切韻部分について. Kokugogaku 127. 13—20.
#   Ueda Tadashi 上田 正. 1984. Setsuin itsubun no kenkyū [A study of fragments of the Qieyun] 切韻逸文の研究. Tokyo: Kyūko shoin 汲古書院.
#   Ueda Tadashi 上田 正. 1986. Gyokuhen hansetsu sōran [A complete list of fanqie in the original Yupian] 玉篇反切總覽. Kobe: Private edition.
#   Sadakari Itoku 貞苅 伊徳. 1998. Shinsen jikyō no kenkyū [A study of Shinsen jikyō] 新撰字鏡の研究. Tokyo: Kyūko shoin 汲古書院.
#
#   Primary Sources
#   ---------------
#   Yuanben Yupian 原本玉篇. Tōhō bunka sōsho dairoku 東方文化叢書第六, Tokyo: Tōhō bunka gakuin, 1932
#   Songben Yupian 宋本玉篇. Kunaichō shoryōbu zō Daikō ekikai Gyokuhen 宮内廳書陵部藏大廣益會玉篇 (box 515, no.106, photographic images).
#   Tenreibanshōmeigii 篆隸萬象名義.Kōsanji shiryō sōsho 高山寺資料叢書 6, Tokyo: Tokyo daigaku shuppankai, 1977.
#   Shinsenjikyō 新撰字鏡. Tenjibon Shinsen jikyō revised edition 天治本新撰字鏡增訂版, Kyoto: Rinsen shoten, 1973
#   Ruijumyōgishō 類聚名義抄 (Zushoryōbon 圖書寮本). Zushoryōbon Ruiju myōgishō 圖書寮本類聚名義抄, Tokyo: Kunaichō Shoryōbu, Insatsu benridō, 1950.
#   Ruijumyōgishō 類聚名義抄 (Kanchi'inbon 觀智院本). Tenri toshokan zenbon sōsho washo no bu 天理圖書館善本叢書和書之部33, Tokyo: Yagi shoten, 1976.
#
#   Acknowledgments
#   ---------------
#   We are grateful to the Imperial Household Archives 宮内廳書陵部 for permission to publish the decipherment text of TSJ.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SJID	SJ2ID	SJ_Rinsen	SJ_vol_radical	SJ_radical	Entry	Entry_original	SJ_source	SJ_entry_remarks	TBID	SYID
s0105a704	s0105a704q	新23-74	v1#1	天部第一	困	◯	爾雅・釋天	爾雅・釋天「在子曰困敦」。		
s0105a705	s0105a704q	新23-75	v1#1	天部第一	敦	◯	爾雅・釋天			
s0105a706	s0105a706r	新23-76	v1#1	天部第一	赤	◯	爾雅・釋天	爾雅・釋天「在丑曰赤奮若」。疑脱「若」字。		
s0105a707	s0105a706r	新23-77	v1#1	天部第一	奮	◯	爾雅・釋天			
s0105a708	s0105a708	新23-78	v1#1	天部第一	陬	◯	爾雅・釋天	爾雅・釋天「正月爲陬」。		
s0105a709	s0105a709	新23-79	v1#1	天部第一	如	◯	爾雅・釋天	爾雅・釋天「二月爲如」。		
s0105a801	s0105a801	新23-81	v1#1	天部第一	寎	◯	爾雅・釋天	爾雅・釋天「三月爲寎」。		
s0105a802	s0105a802	新23-82	v1#1	天部第一	余	◯	爾雅・釋天	爾雅・釋天「四月爲余」。		
s0105a803	s0105a803	新23-83	v1#1	天部第一	皐	◯	爾雅・釋天	爾雅・釋天「五月爲皋」。		
s0105a804	s0105a804	新23-84	v1#1	天部第一	且	◯	爾雅・釋天	爾雅・釋天「六月爲且」。		
s0105a805	s0105a805	新23-85	v1#1	天部第一	相	◯	爾雅・釋天	爾雅・釋天「七月爲相」。		
s0105a806	s0105a806	新23-86	v1#1	天部第一	壯	◯	爾雅・釋天	爾雅・釋天「八月爲壯」。		
s0105a807	s0105a807	新23-87	v1#1	天部第一	玄	◯	爾雅・釋天	爾雅・釋天「九月爲玄」「十月爲陽」。		
s0105a808	s0105a808	新23-88	v1#1	天部第一	陽	◯	爾雅・釋天	爾雅・釋天「十月爲陽」。		
s0105a809	s0105a809	新23-89	v1#1	天部第一	辜	◯	爾雅・釋天	爾雅・釋天「十一月爲辜」。		
s0105b101	s0105b101	新24-11	v1#1	天部第一	涂	◯	爾雅・釋天	爾雅・釋天「十二月爲涂」。		
s0105b102	s0105b102a	新24-12	v1#1	天部第一	十	◯	出所不詳			
s0105b103	s0105b102a	新24-13	v1#1	天部第一	二	◯	出所不詳			
s0105b104	s0105b102a	新24-14	v1#1	天部第一	月	◯	出所不詳			
s0105b105	s0105b102a	新24-15	v1#1	天部第一	律	◯	出所不詳			
s0105b106	s0105b102a	新24-16	v1#1	天部第一	名	◯	出所不詳	字頭：有傍書「呂歟」。		
s0105b107	s0105b107b	新24-17	v1#1	天部第一	大	◯	出所不詳			
s0105b108	s0105b107b	新24-18	v1#1	天部第一	族	◯	出所不詳			
s0105b109	s0105b109c	新24-19	v1#1	天部第一	夾	◯	出所不詳			
s0105b110	s0105b109c	新24-1A	v1#1	天部第一	鐘	◯	出所不詳			
s0105b111	s0105b111d	新24-1B	v1#1	天部第一	沽	◯	出所不詳			
s0105b112	s0105b111d	新24-1C	v1#1	天部第一	洗	◯	出所不詳			
s0105b113	s0105b113e	新24-1D	v1#1	天部第一	中	◯	出所不詳			
s0105b114	s0105b113e	新24-1E	v1#1	天部第一	呂	◯	出所不詳			
s0105b201	s0105b201f	新24-21	v1#1	天部第一	蕤	◯	出所不詳			
s0105b202	s0105b201f	新24-22	v1#1	天部第一	賓	◯	出所不詳			
s0105b203	s0105b203g	新24-23	v1#1	天部第一	林	◯	出所不詳			
s0105b204	s0105b203g	新24-24	v1#1	天部第一	鍾	◯	出所不詳			
s0105b205	s0105b205h	新24-25	v1#1	天部第一	夷	◯	出所不詳			
s0105b206	s0105b205h	新24-26	v1#1	天部第一	則	◯	出所不詳			
s0105b207	s0105b207i	新24-27	v1#1	天部第一	南	◯	出所不詳			
s0105b208	s0105b207i	新24-28	v1#1	天部第一	呂	◯	出所不詳			
s0105b209	s0105b209j	新24-29	v1#1	天部第一	无	◯	出所不詳			
s0105b210	s0105b209j	新24-2A	v1#1	天部第一	射	◯	出所不詳			
s0105b211	s0105b211k	新24-2B	v1#1	天部第一	應	◯	出所不詳			
s0105b212	s0105b211k	新24-2C	v1#1	天部第一	鍾	◯	出所不詳			
s0105b301	s0105b301l	新24-31	v1#1	天部第一	黄	◯	出所不詳			
s0105b302	s0105b301l	新24-32	v1#1	天部第一	鍾	◯	出所不詳			
s0105b303	s0105b303m	新24-33	v1#1	天部第一	大	◯	出所不詳			
s0105b304	s0105b303m	新24-34	v1#1	天部第一	呂	◯	出所不詳			
s0105b305	s0105b305	新24-35	v1#1	天部第一	經	◯	出所不詳			
s0105b306	s0105b306	新24-36	v1#1	天部第一	敏	◯	出所不詳			
s0105b307	s0105b307a	新24-37	v1#1	天部第一	重	◯	出所不詳			
s0105b308	s0105b307a	新24-38	v1#1	天部第一	逸	◯	出所不詳			
s0105b309	s0105b309	新24-39	v1#1	天部第一	柳	◯	出所不詳			
s0105b310	s0105b310	新24-3A	v1#1	天部第一	角	◯	出所不詳			
s0105b401	s0105b401a	新24-41	v1#1	天部第一	徵	◯	出所不詳			
s0105b402	s0105b401a	新24-42	v1#1	天部第一	宮	◯	出所不詳			
s0105b403	s0105b403b	新24-43	v1#1	天部第一	商	◯	出所不詳			
s0105b404	s0105b403b	新24-44	v1#1	天部第一	羽	◯	出所不詳			
s0105b405	s0105b405c	新24-45	v1#1	天部第一	子	◯	出所不詳			
s0105b406	s0105b405c	新24-46	v1#1	天部第一	次	◯	出所不詳			
s0105b407	s0105b407d	新24-47	v1#1	天部第一	丑	◯	出所不詳			
s0105b408	s0105b407d	新24-48	v1#1	天部第一	次	◯	出所不詳			
s0105b409	s0105b409e	新24-49	v1#1	天部第一	寅	◯	出所不詳			
s0105b410	s0105b409e	新24-4A	v1#1	天部第一	次	◯	出所不詳			
s0105b411	s0105b411f	新24-4B	v1#1	天部第一	卯	◯	出所不詳			
s0105b412	s0105b411f	新24-4C	v1#1	天部第一	次	◯	出所不詳			
s0105b501	s0105b501g	新24-51	v1#1	天部第一	辰	◯	出所不詳			
s0105b502	s0105b501g	新24-52	v1#1	天部第一	次	◯	出所不詳			
s0105b503	s0105b503h	新24-53	v1#1	天部第一	巳	◯	出所不詳			
s0105b504	s0105b503h	新24-54	v1#1	天部第一	次	◯	出所不詳			
s0105b505	s0105b505i	新24-55	v1#1	天部第一	午	◯	出所不詳			
s0105b506	s0105b505i	新24-56	v1#1	天部第一	次	◯	出所不詳			
s0105b507	s0105b507j	新24-57	v1#1	天部第一	未	◯	出所不詳			
s0105b508	s0105b507j	新24-58	v1#1	天部第一	次	◯	出所不詳			
s0105b509	s0105b509k	新24-59	v1#1	天部第一	申	◯	出所不詳			
s0105b510	s0105b509k	新24-5A	v1#1	天部第一	次	◯	出所不詳			
s0105b511	s0105b511l	新24-5B	v1#1	天部第一	酉	◯	出所不詳			
s0105b512	s0105b511l	新24-5C	v1#1	天部第一	次	◯	出所不詳			
s0105b601	s0105b601m	新24-61	v1#1	天部第一	戌	◯	出所不詳			
s0105b602	s0105b601m	新24-62	v1#1	天部第一	次	◯	出所不詳			
s0105b603	s0105b603n	新24-63	v1#1	天部第一	鷄	◯	出所不詳			
s0105b604	s0105b603n	新24-64	v1#1	天部第一	鳴	◯	出所不詳			
s0105b605	s0105b605o	新24-65	v1#1	天部第一	平	◯	出所不詳			
s0105b606	s0105b605o	新24-66	v1#1	天部第一	旦	◯	出所不詳			
s0105b607	s0105b607p	新24-67	v1#1	天部第一	日	◯	出所不詳			
s0105b608	s0105b607p	新24-68	v1#1	天部第一	出	◯	出所不詳			
s0105b609	s0105b609q	新24-69	v1#1	天部第一	食	◯	出所不詳			
s0105b610	s0105b609q	新24-6A	v1#1	天部第一	時	◯	出所不詳			
s0105b611	s0105b611r	新24-6B	v1#1	天部第一	㬂	◯	出所不詳			
s0105b612	s0105b611r	新24-6C	v1#1	天部第一	中	◯	出所不詳			
s0105b701	s0105b701s	新24-71	v1#1	天部第一	日	◯	出所不詳			
s0105b702	s0105b701s	新24-72	v1#1	天部第一	中	◯	出所不詳			
s0105b703	s0105b703t	新24-73	v1#1	天部第一	日	◯	出所不詳			
s0105b704	s0105b703t	新24-74	v1#1	天部第一	映	◯	出所不詳			
s0105b705	s0105b705u	新24-75	v1#1	天部第一	晡	◯	出所不詳			
s0105b706	s0105b705u	新24-76	v1#1	天部第一	時	◯	出所不詳			
s0105b707	s0105b707v	新24-77	v1#1	天部第一	日	◯	出所不詳			
s0105b708	s0105b707v	新24-78	v1#1	天部第一	入	◯	出所不詳			
s0105b709	s0105b709w	新24-79	v1#1	天部第一	黄	◯	出所不詳			
s0105b710	s0105b709w	新24-7A	v1#1	天部第一	昬	◯	出所不詳			
s0105b711	s0105b711x	新24-7B	v1#1	天部第一	人	◯	出所不詳			
s0105b712	s0105b711x	新24-7C	v1#1	天部第一	定	◯	出所不詳			
s0105b713	s0105b713y	新24-7D	v1#1	天部第一	夜	◯	出所不詳			
s0105b714	s0105b713y	新24-7E	v1#1	天部第一	半	◯	出所不詳			
s0106a101	s0106a101a	新25-11	v1#2	日部第二	謂	◯	出所不詳			
s0106a102	s0106a101a	新25-12	v1#2	日部第二	日	◯	出所不詳			
s0106a103	s0106a103	新25-13	v1#2	日部第二	日	◯	出所不詳		5_121_A61	b085b021
s0106a104	s0106a104	新25-14	v1#2	日部第二	日λ	◯	出所不詳	字頭：「日」之異體字三字，誤合爲一字。		
s0106a201	s0106a201	新25-21	v1#2	日部第二	星	◯	出所不詳		5_126_B62	b086b042
s0106a202	s0106a202	新25-22	v1#2	日部第二	曐	◯	出所不詳			b087b082
s0106a203	s0106a203	新25-23	v1#2	日部第二	皨	◯	出所不詳			
s0106a204	s0106a204	新25-24	v1#2	日部第二	曬	◯	一切經音義		5_124_A12	b087b031
s0106a301	s0106a301	新25-31	v1#2	日部第二	昞	◯	一切經音義			
s0106a302	s0106a302	新25-32	v1#2	日部第二	昺	◯	一切經音義		5_127_B41	b086b083
s0106a303	s0106a303	新25-33	v1#2	日部第二	昵	◯	一切經音義	參看阪倉1967:378。	5_124_B33	b086a064
s0106a401	s0106a401a	新25-41	v1#2	日部第二	曒	◯	一切經音義			b086a092
s0106a402	s0106a401a	新25-42	v1#2	日部第二	皦	◯	一切經音義		5_120_B41	b085a063
s0106a403	s0106a401a	新25-43	v1#2	日部第二	暞	⿰日⿱白木	一切經音義	字頭：原作「⿰日⿱白木」。	5_125_B32	b086a093
s0106a404	s0106a404b	新25-44	v1#2	日部第二	晈	◯	一切經音義	傍訓「テラス」。	5_127_B11	b086b063
s0106a405	s0106a404b	新25-45	v1#2	日部第二	暞	⿰日⿱白木	一切經音義	字頭：原作「⿰日⿱白木」。	5_125_B32	b086a093
s0106a406	s0106a406c	新25-46	v1#2	日部第二	𣋵	◯	一切經音義N			
s0106a501	s0106a501a	新25-51	v1#2	日部第二	晄	◯	一切經音義		5_122_A11	b085b053
s0106a502	s0106a501a	新25-52	v1#2	日部第二	晃	◯	一切經音義		5_122_A12	b085b052
s0106a503	s0106a503b	新25-53	v1#2	日部第二	曉	暁	一切經音義N	字頭：原作「暁」。	5_121_B52	b085b045
s0106a601	s0106a601	新25-61	v1#2	日部第二	䏣	⿰日且	一切經音義	字頭：原作「⿰日且」，部首配屬誤。	2_070_A62	a071b052
s0106a602	s0106a602	新25-62	v1#2	日部第二	曀	◯	一切經音義		5_123_A31	b085b105
s0106a701	s0106a701	新25-71	v1#2	日部第二	𣇩	◯	一切經音義N		6_175_B12	c073a082
s0106a702	s0106a702	新25-72	v1#2	日部第二	晞	◯	一切經音義		5_124_B22	b086a054
s0106a801	s0106a801	新25-81	v1#2	日部第二	晧	◯	一切經音義		5_122_A42	b085b081
s0106a802	s0106a802	新25-82	v1#2	日部第二	暐	◯	一切經音義			b087a031
s0106b101	s0106b101	新26-11	v1#2	日部第二	脂	⿰日𣅀	出所不詳	字頭：原作「⿰日𣅀」。	2_066_B41	a071a103
s0106b102	s0106b102	新26-12	v1#2	日部第二	㬓	◯	出所不詳		5_126_A21	b087a101
s0106b201	s0106b201	新26-21	v1#2	日部第二	暿	◯	出所不詳		5_126_B12	b086b032
s0106b202	s0106b202	新26-22	v1#2	日部第二	𣅿	◯	出所不詳			
s0106b301	s0106b301	新26-31	v1#2	日部第二	瞠	⿰日堂	一切經音義	字頭：原作「⿰日堂」，當作「瞠」。部首配屬誤。	1_098_B32	a043b074
s0106b302	s0106b302	新26-32	v1#2	日部第二	㬒	◯	出所不詳		5_125_B42	b086a105
s0106b303	s0106b303	新26-33	v1#2	日部第二	曷	◯	出所不詳		3_023_A52	a087b054
s0106b401	s0106b401	新26-41	v1#2	日部第二	𣈏	◯	出所不詳			
s0106b402	s0106b402	新26-42	v1#2	日部第二	⿰日戠	◯	出所不詳			
s0106b403	s0106b403	新26-43	v1#2	日部第二	暇	◯	出所不詳		5_123_A62	b086a024
s0106b501	s0106b501	新26-51	v1#2	日部第二	時	◯	出所不詳		5_121_B12	b085b031
s0106b502	s0106b502	新26-52	v1#2	日部第二	旹	⿱巛𣄼	出所不詳	字頭：原作「⿱巛𣄼」。	5_121_B21	b085b032
s0106b503	s0106b503a	新26-53	v1#2	日部第二	峕	⿱山𣄼	出所不詳	字頭：原作「⿱山𣄼」。		
s0106b504	s0106b503a	新26-54	v1#2	日部第二	⿰日⿱⿻𦥑丄⿻厶十	◯	出所不詳			
s0106b505	s0106b505	新26-55	v1#2	日部第二	昱	◯	出所不詳		5_123_B11	b086a031
s0106b601	s0106b601	新26-61	v1#2	日部第二	曛	◯	出所不詳		5_127_B21	b086b073
s0106b602	s0106b602	新26-62	v1#2	日部第二	𣉿	⿰日曺	出所不詳	字頭：原作「⿰日曺」。		
s0106b603	s0106b603	新26-63	v1#2	日部第二	晟	◯	出所不詳		5_127_A41	b086b054
s0106b701	s0106b701	新26-71	v1#2	日部第二	暏	◯	出所不詳		5_125_A42	b086a083
s0106b702	s0106b702	新26-72	v1#2	日部第二	𣊩	◯	出所不詳		2_069_B32	a070a075
s0106b703	s0106b703	新26-73	v1#2	日部第二	⿰日肉	◯	出所不詳	字頭：疑爲「⿰日匊」之訛字。		
s0106b801	s0106b801	新26-81	v1#2	日部第二	昂	◯	出所不詳		5_125_A61	b086a091
s0106b802	s0106b802	新26-82	v1#2	日部第二	昇	曻	出所不詳	字頭：原作「曻」。	5_127_B51	b086b085
s0106b803	s0106b803	新26-83	v1#2	日部第二	晷	⿱日谷	出所不詳	字頭：原作「⿱日谷」，誤。當作「晷」。	5_122_B32	b085b094
s0107a101	s0107a101	新27-11	v1#2	日部第二	⿰日習	◯	出所不詳			
s0107a102	s0107a102	新27-12	v1#2	日部第二	𦐇	◯	出所不詳		6_110_A11	c049b055
s0107a103	s0107a103	新27-13	v1#2	日部第二	⿰日䨱	◯	出所不詳			
s0107a104	s0107a104a	新27-14	v1#2	日部第二	胄	𣆊	一切經音義	字頭：原作「𣆊」，誤。	2_068_B32	a070b053
s0107a105	s0107a104a	新27-15	v1#2	日部第二	⿰⿱由日𣆊	◯	一切經音義			
s0107a201	s0107a201b	新27-21	v1#2	日部第二	曹	◯	一切經音義		3_023_B111	a087b071
s0107a202	s0107a201b	新27-22	v1#2	日部第二	曺	◯	一切經音義			
s0107a203	s0107a203	新27-23	v1#2	日部第二	𣍘	◯	一切經音義		3_023_B11	a087b063
s0107a204	s0107a204a	新27-24	v1#2	日部第二	暉	◯	出所不詳		5_122_B61	b085b091
s0107a205	s0107a204a	新27-25	v1#2	日部第二	暈	◯	出所不詳		5_126_A61	b086b023
s0107a301	s0107a301	新27-31	v1#2	日部第二	暄	◯	出所不詳			b087a041
s0107a302	s0107a302a	新27-32	v1#2	日部第二	㬉	⿰日䎡	出所不詳	字頭：原作「⿰日䎡」。		b087a057
s0107a303	s0107a302a	新27-33	v1#2	日部第二	暖	◯	出所不詳			b087a061
s0107a401	s0107a401	新27-41	v1#2	日部第二	晤	◯	出所不詳		5_121_B61	b085b051
s0107a402	s0107a402	新27-42	v1#2	日部第二	𧰮	⿱日录	出所不詳	字頭：原作「⿱日录」。	6_049_B21	
s0107a403	s0107a403	新27-43	v1#2	日部第二	習	◯	出所不詳		6_112_A611	c050b021
s0107a404	s0107a404	新27-44	v1#2	日部第二	旦	◯	出所不詳		5_128_A21	b087b041
s0107a501	s0107a501	新27-51	v1#2	日部第二	旦	◯	出所不詳		5_128_A21	b087b041
s0107a502	s0107a502	新27-52	v1#2	日部第二	⿳丑亡日	◯	出所不詳	字頭：不審。		
s0107a503	s0107a503	新27-53	v1#2	日部第二	是	◯	出所不詳		3_061_B41	a101b051
s0107a504	s0107a504	新27-54	v1#2	日部第二	䖜	◯	切韻D		6_055_A62	c032a092
s0107a601	s0107a601	新27-61	v1#2	日部第二	㬮	◯	切韻D		5_124_A32	b086a042
s0107a602	s0107a602	新27-62	v1#2	日部第二	量	◯	切韻D		5_016_B52	b052a092
s0107a603	s0107a603	新27-63	v1#2	日部第二	香	◯	切韻D		5_002_B31	b045b021
s0107a604	s0107a604	新27-64	v1#2	日部第二	暑	◯	切韻D		5_124_A31	b086a036
s0107a701	s0107a701	新27-71	v1#2	日部第二	暟	◯	切韻D		5_125_A51	b086a085
s0107a702	s0107a702	新27-72	v1#2	日部第二	暅	◯	切韻D		5_126_A32	b086b016
s0107a703	s0107a703	新27-73	v1#2	日部第二	旿	◯	切韻D			b087a064
s0107a704	s0107a704	新27-74	v1#2	日部第二	暕	◯	切韻D		5_127_A62	b086b076
s0107a705	s0107a705	新27-75	v1#2	日部第二	冕	◯	切韻D		5_011_A21	b048a061
s0107a801	s0107a801	新27-81	v1#2	日部第二	暭	◯	切韻D		5_122_A41	b085b082
s0107a802	s0107a802	新27-82	v1#2	日部第二	晻	◯	切韻D		5_123_B22	b085b103
s0107a803	s0107a803	新27-83	v1#2	日部第二	昝	◯	切韻D		5_126_A11	b086b014
s0107a804	s0107a804	新27-84	v1#2	日部第二	曭	◯	切韻D			b086a102
s0107b101	s0107b101	新28-11	v1#2	日部第二	昶	◯	切韻D		5_108_B51	b087a067
s0107b102	s0107b102	新28-12	v1#2	日部第二	昫	◯	切韻D		5_122_A31	b087a066
s0107b103	s0107b103	新28-13	v1#2	日部第二	晬	◯	切韻D			b087a087
s0107b104	s0107b104	新28-14	v1#2	日部第二	旺	◯	切韻D			b087a104
s0107b105	s0107b105	新28-15	v1#2	日部第二	暀	◯	切韻D		5_124_A21	b086a034
s0107b201	s0107b201	新28-21	v1#2	日部第二	㬤	◯	切韻D		5_127_A31	b086b052
s0107b202	s0107b202	新28-22	v1#2	日部第二	昅	◯	切韻D			b087b025
s0107b203	s0107b203	新28-23	v1#2	日部第二	曝	◯	切韻D		5_124_A52	b086a052
s0107b204	s0107b204	新28-24	v1#2	日部第二	𣋴	◯	切韻D		5_124_A42	b086a051
s0107b205	s0107b205	新28-25	v1#2	日部第二	曠	◯	出所不詳		5_122_A13	b085b054
s0107b301	s0107b301	新28-31	v1#2	日部第二	曩	◯	出所不詳		5_123_B42	b086a021
s0107b302	s0107b302	新28-32	v1#2	日部第二	昆	◯	出所不詳		5_124_B52	b086a071
s0107b303	s0107b303	新28-33	v1#2	日部第二	𥄳	⿱日水	出所不詳	字頭：原作「⿱日水」，「𥄳」之異體字。		
s0107b401	s0107b401	新28-41	v1#2	日部第二	沓	◯	出所不詳		3_023_A62	a087b062
s0107b402	s0107b402	新28-42	v1#2	日部第二	稽	𥡞	出所不詳	字頭：原作「𥡞」。	4_070_B51	b040a031
s0107b403	s0107b403	新28-43	v1#2	日部第二	昌	◯	出所不詳		5_123_B21	b086a032
s0107b501	s0107b501	新28-51	v1#2	日部第二	𣅊	◯	出所不詳		5_123_B62	b086a033
s0107b502	s0107b502a	新28-52	v1#2	日部第二	冒	◯	出所不詳		5_011_A31	b048a062
s0107b503	s0107b502a	新28-53	v1#2	日部第二	冐	◯	出所不詳			
s0107b504	s0107b504	新28-54	v1#2	日部第二	曜	◯	出所不詳		5_126_A42	b086b031
s0107b505	s0107b505	新28-55	v1#2	日部第二	昭	◯	出所不詳		5_121_B51	b085b046
s0107b601	s0107b601	新28-61	v1#2	日部第二	照	◯	出所不詳		5_138_B42	c007a071
s0107b602	s0107b602	新28-62	v1#2	日部第二	昩	◯	出所不詳			
s0107b603	s0107b603	新28-63	v1#2	日部第二	昧	◯	出所不詳		5_121_B32	b085b041
s0107b701	s0107b701	新28-71	v1#2	日部第二	曨	◯	出所不詳		5_124_B62	b086a081
s0107b702	s0107b702	新28-72	v1#2	日部第二	⿰日帶	◯	出所不詳			
s0107b801	s0107b801	新28-81	v1#2	日部第二	晏	◯	出所不詳		5_122_A32	b085b073
s0107b802	s0107b802	新28-82	v1#2	日部第二	旬	◯	出所不詳	補入項。	6_161_B112	c066a014
s0107b803	s0107b803	新28-83	v1#2	日部第二	旨	𣅀	出所不詳	字頭：原作「𣅀」。	3_038_B21	a093a061
s0107b804	s0107b804	新28-84	v1#2	日部第二	㫲	⿰日学	出所不詳	字頭：原作「⿰日學」。		b087a084
s0108a101	s0108a101	新29-11	v1#2	日部第二	曈	◯	出所不詳		5_124_B61	b086a075
s0108a102	s0108a102	新29-12	v1#2	日部第二	昢	◯	出所不詳	萬象名義，無「昢」字。	5_127_B321	b086b081
s0108a103	s0108a103	新29-13	v1#2	日部第二	旭	◯	出所不詳		5_122_A51	b085b055
s0108a104	s0108a104a	新29-14	v1#2	日部第二	晨	◯	出所不詳		5_127_A22	b087b052
s0108a105	s0108a104a	新29-15	v1#2	日部第二	曟	◯	出所不詳		5_128_B51	b087b091
s0108a201	s0108a104a	新29-21	v1#2	日部第二	⿱〓辰	◯	出所不詳			
s0108a202	s0108a104a	新29-22	v1#2	日部第二	⿱〓辰	◯	出所不詳			
s0108a203	s0108a104a	新29-23	v1#2	日部第二	⿱〓辰	◯	出所不詳			
s0108a204	s0108a104a	新29-24	v1#2	日部第二	莀	◯	出所不詳			
