#	HDIC Project
#	HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
#	Kosanjibon Tenrei Bansho Meigi (KTB) : Subun Sosho edition (崇文叢書版) and National Diet Library Digital Collections
#
#	Kosanjibon Tenrei bansho meigi 篆隷萬象名義, Kosanji copy 高山寺本.
#	monk Kukai of the Heian period 空海, c. 827-835.
#	A Hanzi (Chinese character) dictionary.
#
#	Version: 1.1.1
#	Date published : 4 September 2016
#	Last modified : 5 January 2022
#
#   Copyright (c) 2016-2021 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#   Data License Information and Access Rights
#   License: 
#   Creative Commons Attribution-NonCommercial 4.0 International License (CC BY-NC 4.0)
#   Access Rights (Availability): 
#   Open access
#
#	TSV Format information:
#	----------------------
#	Vol_radical (xx#yyy)	: Volume(xx) and radical number(yyy) of Yuanben Yupian
#   KTB_vol : Gensen(G, the original part)-Zokusen(Z, the sequel part) and volume(xx) of KTB
#	Radical	: Radical of Chinese character 
#	Book_leaf (v_www_x) 	: Book(v), leaf(www), recto-verso(x) of KTB
#	NDL_url		: URL of National Diet Library Digital Collections
#
#	This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526.
#
Vol_radical	KTB_vol Radical	Book_leaf	NDL_url
v23#378	Z23	象	6_053_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/7
v23#379	Z23	能	6_053_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/7
v23#380	Z23	熊	6_053_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/7
v23#381	Z23	龍	6_053_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/7
v23#381	Z23	龍	6_054_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/7
v23#382	Z23	虍	6_054_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/7
v23#382	Z23	虍	6_054_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/8
v23#383	Z23	虎	6_054_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/8
v23#383	Z23	虎	6_055_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/8
v23#384	Z23	虤	6_055_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/8
v23#384	Z23	虤	6_055_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/9
v23#385	Z23	豸	6_055_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/9
v23#385	Z23	豸	6_056_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/9
v23#385	Z23	豸	6_056_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/9
v23#385	Z23	豸	6_057_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/9
v24#386	Z24	烏	6_057_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/10
v24#387	Z24	𠘧	6_057_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/10
v24#388	Z24	𠃉	6_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/11
v24#389	Z24	燕	6_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/11
v24#390	Z24	鳥	6_057_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/11
v24#390	Z24	鳥	6_058_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/11
v24#390	Z24	鳥	6_058_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/12
v24#390	Z24	鳥	6_059_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/12
v24#390	Z24	鳥	6_059_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/13
v24#390	Z24	鳥	6_060_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/13
v24#390	Z24	鳥	6_060_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/14
v24#390	Z24	鳥	6_061_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/14
v24#390	Z24	鳥	6_061_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/15
v24#390	Z24	鳥	6_062_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/15
v24#390	Z24	鳥	6_062_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/16
v24#390	Z24	鳥	6_063_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/16
v24#390	Z24	鳥	6_063_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/17
v24#390	Z24	鳥	6_064_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/17
v24#390	Z24	鳥	6_064_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/18
v24#390	Z24	鳥	6_065_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/18
v24#390	Z24	鳥	6_065_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/19
v24#390	Z24	鳥	6_066_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/19
v24#390	Z24	鳥	6_066_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/20
v24#390	Z24	鳥	6_067_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/20
v24#390	Z24	鳥	6_067_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/21
v24#390	Z24	鳥	6_068_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/21
v24#390	Z24	鳥	6_068_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/22
v24#390	Z24	鳥	6_069_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/22
v24#390	Z24	鳥	6_069_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/23
v24#390	Z24	鳥	6_070_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/23
v24#390	Z24	鳥	6_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/24
v24#391	Z24	隹	6_070_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/24
v24#391	Z24	隹	6_071_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/24
v24#391	Z24	隹	6_071_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/25
v24#391	Z24	隹	6_072_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/25
v24#391	Z24	隹	6_072_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/26
v24#391	Z24	隹	6_073_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/26
v24#392	Z24	奞	6_073_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/27
v24#393	Z24	雈	6_073_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/27
v24#394	Z24	瞿	6_073_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/27
v24#395	Z24	雔	6_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/27
v24#396	Z24	雥	6_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/27
v24#397	Z24	魚	6_074_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/27
v24#397	Z24	魚	6_074_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/28
v24#397	Z24	魚	6_075_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/28
v24#397	Z24	魚	6_075_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/29
v24#397	Z24	魚	6_076_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/29
v24#397	Z24	魚	6_076_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/30
v24#397	Z24	魚	6_077_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/30
v24#397	Z24	魚	6_077_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/31
v24#397	Z24	魚	6_078_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/31
v24#397	Z24	魚	6_078_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/32
v24#397	Z24	魚	6_079_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/32
v24#397	Z24	魚	6_079_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/33
v24#397	Z24	魚	6_080_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/33
v24#397	Z24	魚	6_080_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/34
v24#397	Z24	魚	6_081_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/34
v24#397	Z24	魚	6_081_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/35
v24#397	Z24	魚	6_082_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/35
v24#397	Z24	魚	6_082_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/36
v24#397	Z24	魚	6_083_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/36
v24#398	Z24	𩺰	6_083_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/36
v25#399	Z25	鼠	6_083_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/37
v25#399	Z25	鼠	6_084_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/37
v25#399	Z25	鼠	6_084_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/38
v25#399	Z25	鼠	6_085_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/38
v25#400	Z25	易	6_085_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/39
v25#401	Z25	虫	6_085_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/39
v25#401	Z25	虫	6_086_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/39
v25#401	Z25	虫	6_086_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/40
v25#401	Z25	虫	6_087_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/40
v25#401	Z25	虫	6_087_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/41
v25#401	Z25	虫	6_088_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/41
v25#401	Z25	虫	6_088_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/42
v25#401	Z25	虫	6_089_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/42
v25#401	Z25	虫	6_089_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/43
v25#401	Z25	虫	6_090_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/43
v25#401	Z25	虫	6_090_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/44
v25#401	Z25	虫	6_091_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/44
v25#401	Z25	虫	6_091_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/45
v25#401	Z25	虫	6_092_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/45
v25#401	Z25	虫	6_092_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/46
v25#401	Z25	虫	6_093_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/46
v25#401	Z25	虫	6_093_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/47
v25#401	Z25	虫	6_094_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/47
v25#401	Z25	虫	6_094_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/48
v25#401	Z25	虫	6_095_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/48
v25#401	Z25	虫	6_095_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/49
v25#401	Z25	虫	6_096_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/49
v25#401	Z25	虫	6_096_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/50
v25#401	Z25	虫	6_097_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/50
v25#401	Z25	虫	6_097_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/51
v25#401	Z25	虫	6_098_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/51
v25#401	Z25	虫	6_098_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/52
v25#401	Z25	虫	6_099_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/52
v25#401	Z25	虫	6_099_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/53
v25#401	Z25	虫	6_100_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/3
v25#401	Z25	虫	6_100_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/4
v25#401	Z25	虫	6_101_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/4
v25#402	Z25	䖵	6_101_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/4
v25#402	Z25	䖵	6_101_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/5
v25#402	Z25	䖵	6_102_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/5
v25#402	Z25	䖵	6_102_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/6
v25#403	Z25	蟲	6_102_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/6
v25#403	Z25	蟲	6_103_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/6
v25#404	Z25	它	6_103_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/6
v25#405	Z25	龜	6_103_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/6
v25#406	Z25	黽	6_103_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/6
v25#406	Z25	黽	6_103_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/7
v25#406	Z25	黽	6_104_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/7
v25#407	Z25	卵	6_104_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/7
v25#408	Z25	貝	6_104_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/7
v25#408	Z25	貝	6_104_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/8
v25#408	Z25	貝	6_105_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/8
v25#408	Z25	貝	6_105_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/9
v25#408	Z25	貝	6_106_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/9
v25#408	Z25	貝	6_106_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/10
v25#408	Z25	貝	6_107_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/10
v25#408	Z25	貝	6_107_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/11
v25#408	Z25	貝	6_108_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/11
v25#408	Z25	貝	6_108_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/12
v26#409	Z26	羽	6_108_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/12
v26#409	Z26	羽	6_109_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/12
v26#409	Z26	羽	6_109_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/13
v26#409	Z26	羽	6_110_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/13
v26#409	Z26	羽	6_110_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/14
v26#409	Z26	羽	6_111_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/14
v26#409	Z26	羽	6_111_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/15
v26#409	Z26	羽	6_112_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/15
v26#410	Z26	飛	6_112_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/15
v26#411	Z26	習	6_112_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/15
v26#412	Z26	卂	6_112_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/16
v26#413	Z26	非	6_112_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/16
v26#414	Z26	𠀚	6_112_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/16
v26#415	Z26	至	6_112_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/16
v26#415	Z26	至	6_113_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/16
v26#416	Z26	毛	6_113_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/16
v26#416	Z26	毛	6_113_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/17
v26#416	Z26	毛	6_114_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/17
v26#416	Z26	毛	6_114_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/18
v26#416	Z26	毛	6_115_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/18
v26#417	Z26	毳	6_115_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/18
v26#418	Z26	冉	6_115_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/18
v26#419	Z26	而	6_115_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/18
v26#420	Z26	角	6_115_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/18
v26#420	Z26	角	6_115_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/19
v26#420	Z26	角	6_116_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/19
v26#420	Z26	角	6_116_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/20
v26#420	Z26	角	6_117_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/20
v26#420	Z26	角	6_117_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/21
v26#420	Z26	角	6_118_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/21
v26#421	Z26	皮	6_118_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/22
v26#421	Z26	皮	6_119_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/22
v26#422	Z26	䆓	6_119_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/22
v26#422	Z26	䆓	6_119_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/23
v26#423	Z26	革	6_119_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/23
v26#423	Z26	革	6_120_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/23
v26#423	Z26	革	6_120_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/24
v26#423	Z26	革	6_121_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/24
v26#423	Z26	革	6_121_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/25
v26#423	Z26	革	6_122_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/25
v26#423	Z26	革	6_122_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/26
v26#423	Z26	革	6_123_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/26
v26#423	Z26	革	6_123_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/27
v26#423	Z26	革	6_124_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/27
v26#423	Z26	革	6_124_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/28
v26#423	Z26	革	6_125_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/28
v26#424	Z26	韋	6_125_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/28
v26#424	Z26	韋	6_125_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/29
v26#424	Z26	韋	6_126_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/29
v26#424	Z26	韋	6_126_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/30
v27#425	Z27	糸	6_126_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/30
v27#425	Z27	糸	6_127_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/30
v27#425	Z27	糸	6_127_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/31
v27#425	Z27	糸	6_128_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/31
v27#425	Z27	糸	6_128_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/32
v27#425	Z27	糸	6_129_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/32
v27#425	Z27	糸	6_129_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/33
v27#425	Z27	糸	6_130_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/33
v27#425	Z27	糸	6_130_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/34
v27#425	Z27	糸	6_131_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/34
v27#425	Z27	糸	6_131_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/35
v27#425	Z27	糸	6_132_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/35
v27#425	Z27	糸	6_132_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/36
v27#425	Z27	糸	6_133_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/36
v27#425	Z27	糸	6_133_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/37
v27#425	Z27	糸	6_134_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/37
v27#425	Z27	糸	6_134_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/38
v27#425	Z27	糸	6_135_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/38
v27#425	Z27	糸	6_135_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/39
v27#425	Z27	糸	6_136_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/39
v27#425	Z27	糸	6_136_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/40
v27#425	Z27	糸	6_137_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/40
v27#425	Z27	糸	6_137_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/41
v27#425	Z27	糸	6_138_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/41
v27#425	Z27	糸	6_138_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/42
v27#425	Z27	糸	6_139_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/42
v27#425	Z27	糸	6_139_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/43
v27#425	Z27	糸	6_140_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/43
v27#425	Z27	糸	6_140_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/44
v27#425	Z27	糸	6_141_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/44
v27#425	Z27	糸	6_141_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/45
v27#425	Z27	糸	6_142_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/45
v27#425	Z27	糸	6_142_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/46
v27#426	Z27	系	6_142_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/46
v27#426	Z27	系	6_143_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/46
v27#427	Z27	素	6_143_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/46
v27#428	Z27	絲	6_143_A	http://dl.ndl.go.jp/info:ndljp/pid/1243046/46
v27#428	Z27	絲	6_143_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/47
v27#429	Z27	黹	6_143_B	http://dl.ndl.go.jp/info:ndljp/pid/1243046/47
v27#429	Z27	黹	6_144_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/3
v27#430	Z27	率	6_144_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/3
v27#431	Z27	索	6_144_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/3
v28#432	Z28	巾	6_144_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/3
v28#432	Z28	巾	6_144_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/4
v28#432	Z28	巾	6_145_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/4
v28#432	Z28	巾	6_145_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/5
v28#432	Z28	巾	6_146_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/5
v28#432	Z28	巾	6_146_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/6
v28#432	Z28	巾	6_147_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/6
v28#432	Z28	巾	6_147_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/7
v28#432	Z28	巾	6_148_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/7
v28#432	Z28	巾	6_148_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/8
v28#432	Z28	巾	6_149_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/8
v28#432	Z28	巾	6_149_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/9
v28#433	Z28	巿	6_149_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/9
v28#434	Z28	帛	6_149_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/9
v28#434	Z28	帛	6_150_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/9
v28#435	Z28	衣	6_150_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/9
v28#435	Z28	衣	6_150_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/10
v28#435	Z28	衣	6_151_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/10
v28#435	Z28	衣	6_151_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/11
v28#435	Z28	衣	6_152_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/11
v28#435	Z28	衣	6_152_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/12
v28#435	Z28	衣	6_153_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/12
v28#435	Z28	衣	6_153_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/13
v28#435	Z28	衣	6_154_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/13
v28#435	Z28	衣	6_154_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/14
v28#435	Z28	衣	6_155_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/14
v28#435	Z28	衣	6_155_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/15
v28#435	Z28	衣	6_156_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/15
v28#435	Z28	衣	6_156_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/16
v28#435	Z28	衣	6_157_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/16
v28#435	Z28	衣	6_157_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/17
v28#435	Z28	衣	6_158_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/17
v28#435	Z28	衣	6_158_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/18
v28#435	Z28	衣	6_159_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/18
v28#435	Z28	衣	6_159_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/19
v28#435	Z28	衣	6_160_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/19
v28#436	Z28	裘	6_160_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/19
v28#437	Z28	卩	6_160_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/19
v28#437	Z28	卩	6_160_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/20
v28#438	Z28	印	6_160_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/20
v28#439	Z28	𠨍	6_160_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/20
v28#440	Z28	辟	6_160_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/20
v28#440	Z28	辟	6_161_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/20
v28#441	Z28	茍	6_161_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/20
v28#442	Z28	勹	6_161_A	http://dl.ndl.go.jp/info:ndljp/pid/1243049/20
v28#442	Z28	勹	6_161_B	http://dl.ndl.go.jp/info:ndljp/pid/1243049/21
