#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#   =================================================================
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.0.112
#   Date published: 1 September 2016
#   Last modified: 6 April 2019
#
#   Copyright (c) 2016-2019 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information
#   ----------------------
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#
#   Entry_type
#   ----------
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等、本文存
#
#   Abbreviations
#   -------------
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   白: Shirafuji's transliteration 
#   宮: Miyazawa's transliteration
#   上: Ueda's transliteration
#   呂: Lv's transliteration
#
#   References
#   ----------
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuanli Wanxiang Mingyi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments
#   ---------------
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks
1_021_A341	v1#4	二	恒β	Embedded_clerical		恒β：同上。			埋字B。
1_021_A342	v1#4	二	𠄢	Embedded_clerical		𠄢：求宣也。	a008a012		埋字A。
1_021_A41	v1#4	二	𠄢	Regular_seal		思縁反。求宣也。小全反。謂亘也。	a008a012		
1_021_A41-Shirafuji	v1#4	二	亘	Regular	白		a008a011		此字、存宋本《玉篇》注文中。
1_021_A42	v1#4	二	亟	Regular_seal		居力反。疾也、趣也、速也、數也、愛也、忽也。	a008a013		
1_021_A51	v1#4	二	亝	Regular_seal		齊也。在鷄反。正也、辯也、症也、中也、疾也、肅也、壹也。	a008a014		齊也：大字。症也：疑當作莊、呂作庄。
1_021_A52	v1#4	二	竺	Regular_seal		都告反。厚也、篤也、固也。	a008a015		
1_021_A521	v1#4	二	亖	Songben-Yupian		#	a008a016		
1_021_A61	v1#4	二	凡	Regular_seal		扶嚴反。輕也、皆也。	a008a021		
1_021_B21	v1#5	三	三	Regular_seal		思甘反。	a008a031		
1_021_B211	v1#5	三	弎	Omitted		Omitted	a008a032		
1_021_B22	v1#6	王	王	Regular_seal		禹方反。往也、大也、君也、姓也、威也。〔𠙻：同上。〕	a008a041		有埋字B。
1_021_B23	v1#6	王	𠙻	Embedded_clerical		𠙻：同上。	a008a051		埋字B。
1_021_B31	v1#6	王	皇	Regular_seal		胡光反。大也、匡也、天也、君也、正也、主也、美也。〔𤽙：古文。〕	a008a052		有埋字B。
1_021_B32	v1#6	王	𤽙	Embedded_clerical		𤽙：古文。	a008a061		埋字B。
1_021_B32-Miyazawa	v1#6	王	𦤍	Regular	宮		a008a061		
1_021_B33	v1#6	王	閏	Regular_seal		如舜反。	a008a062		
1_021_B41	v1#7	玉	玉	Regular		魚録反。〔玉β：古文。〕〔𤣪：古文。〕	a008a081		有埋字B二字。
1_021_B411	v1#7	玉	玉β	Embedded_clerical		玉β：古文。			埋字B。
1_021_B42	v1#7	玉	𤣪	Embedded_clerical		𤣪：古文。	a008a101		埋字B。
1_021_B43	v1#7	玉	璙	Regular_seal		力小反。玉名也。	a008a103		
1_021_B51	v1#7	玉	瓘	Regular_seal		古換反。玉名也。	a008a104		
1_021_B52	v1#7	玉	璥	Regular_seal		居影反。玉名。	a008a105		
1_021_B61	v1#7	玉	琠	Regular_seal		湯典反。〔琠β(空白)：古文。〕玘也。〔𤩴：古文。〕〔玘：去理反。〕	a008a106		有埋字A一字和埋字B二字。
1_021_B611	v1#7	玉	琠β	Embedded-omitted		琠β(空白)：古文			埋字B。
1_021_B62	v1#7	玉	𤩴	Embedded_clerical		𤩴：古文。	a008b011		埋字B。
1_021_B63	v1#7	玉	玘	Embedded_clerical		玘：去理反。	a008b012		埋字A。
1_021_B64	v1#7	玉	瓕	Regular_seal		弭規反。	a008b013		
1_022_A11	v1#7	玉	𤫕	Regular_seal		如勞反。悩平。	a008b014		
1_022_A12	v1#7	玉	𤩮	Regular_seal		力激反。	a008b015		
1_022_A21	v1#7	玉	瑾	Regular_seal		奇鎭反。已上玉名。	a008b016		
1_022_A22	v1#7	玉	瑜	Regular_seal		翼珠(玉)也（反）。玉美也。〔璵：翼居反。美玉。〕	a008b017		有埋字A。翼珠(玉)也（反）：呂按「此處“翼珠也”為“翼珠反”之誤」，p.5。
1_022_A23	v1#7	玉	璵	Embedded_clerical		璵：翼居反。美玉。	a008b021		埋字A。
1_022_A23-Shirafuji	v1#7	玉	𤫌	Regular	白		a008b021		
1_022_A31	v1#7	玉	璠	Regular_seal		甫園反。理勝也。	a008b022		
1_022_A32	v1#7	玉	玒	Regular_seal		居紅反。玉名。	a008b023		
1_022_A41	v1#7	玉	珣	Regular_seal		思均反。王(玉)器也。	a010a071		
1_022_A42	v1#7	玉	瓊	Regular_seal		求營反。玉樹也。〔璚：同上。〕〔瓗：同上。〕〔璇：同上。〕	a008b031		有埋字B三字。
1_022_A43	v1#7	玉	璚	Embedded_clerical		璚：同上。	a008b032		埋字B。
1_022_A44	v1#7	玉	瓗	Embedded_clerical		瓗：同上。	a008b033		埋字B。
1_022_A45	v1#7	玉	璇	Embedded_clerical		璇：同上。	a008b041		埋字B。
1_022_A451	v1#7	玉	琁	Omitted		Omitted	a008b042		
1_022_A51	v1#7	玉	璐	Regular_seal		力故反。美玉也。	a008b024		
1_022_A52	v1#7	玉	𤦃	Regular_seal		力該反。	a008b043		
1_022_A61	v1#7	玉	珦	Regular_seal		虚亮反。玉名。	a008b044		
1_022_A62	v1#7	玉	㻝	Regular_seal		力達反。玉名。	a008b045		
1_022_B11	v1#7	玉	瓄	Regular_seal		徒木反。玉器。	a008b051		
1_022_B12	v1#7	玉	璿	Regular_seal		辞縁反。玉名。〔璿β(空白)：古文。〕〔𤫀：同上。〕〔𤩅：同上。〕	a008b054		有埋字B三字。
1_022_B121	v1#7	玉	璿β	Embedded-omitted		璿β(空白)：古文。			埋字B。
1_022_B13	v1#7	玉	𤫀	Embedded_clerical		𤫀：同上。	a008b061		埋字B。
1_022_B14	v1#7	玉	𤩅	Embedded_clerical		𤩅：同上。	a008b062		埋字B。
1_022_B21	v1#7	玉	珵	Regular_seal		除荊反。六寸玉。	a008b052		
1_022_B22	v1#7	玉	球	Regular_seal		渠周反。玉磬。〔琳：力金反。玉名。〕	a008b063		有埋字A。
1_022_B23	v1#7	玉	琳	Embedded_clerical		琳：力金反。玉名。	a008b053		埋字A。
1_022_B31	v1#7	玉	璆	Regular_seal		奇摎反。琳字也。	a008b071		
1_022_B32	v1#7	玉	㻒	Regular_seal		奇隕反。	a008b072		
1_022_B41	v1#7	玉	瑅	Regular_seal		徒奚反。玉名。	a008b073		
1_022_B42	v1#7	玉	瑭	Regular_seal		徒當反。玉名。〔珙：居庸反。玉名。〕	a008b074		有埋字A。
1_022_B43	v1#7	玉	珙	Embedded_clerical		珙：居庸反。玉名。	a008b075		埋字A。
1_022_B51	v1#7	玉	琛	Regular_seal		勅林反。重也。〔㻽：似睡反。玉名。〕	a008b081		有埋字A。
1_022_B52	v1#7	玉	㻽	Embedded_clerical		㻽：似睡反。玉名。	a008b076		埋字A。掲出字：原文一字誤作二字。似睡反：原文疑作「以」、吕本作「以」、p.6。
1_022_B53	v1#7	玉	璧	Regular_seal		俾亦反。好孔也。〔璧β(空白)：古文。〕	a008b083		有埋字B。
1_022_B531	v1#7	玉	璧β	Embedded-omitted		璧β(空白)：古文。			埋字B。
1_022_B61	v1#7	玉	玊	Regular		欣救思鞠思録三反。	a008a102		
1_022_B62	v1#7	玉	環	Regular_seal		胡關反。繞也、旋也。	a008b082		
1_023_A11	v1#7	玉	瑗	Regular_seal		為眷反。	a008b084		
1_023_A12	v1#7	玉	琮	Regular_seal		祚宗反。聚也。	a008b085		
1_023_A21	v1#7	玉	璜	Regular_seal		胡光反。半壁（璧）也。	a008b092		
1_023_A22	v1#7	玉	琥	Regular_seal		呼古反。已上美玉名也。	a008b101		
1_023_A31	v1#7	玉	瓃	Regular_seal		力追反。玉器也。	a008b093		
1_023_A32	v1#7	玉	瓏	Regular_seal		力恭反。玉有龍文。	a008b091		
1_023_A41	v1#7	玉	珪	Regular_seal		古携反。鎭安也。	a008b102		
1_023_A42	v1#7	玉	璋	Regular_seal		之陽反。明也。	a008b104		
1_023_A51	v1#7	玉	玠	Regular_seal		柯薤反。〔玠β：同上。〕	a009a011		有埋字B。
1_023_A511	v1#7	玉	玠β	Embedded_clerical		玠β：同上。			埋字B。
1_023_A52	v1#7	玉	琬	Regular_seal		於遠反。圓也。	a009a012		
1_023_A61	v1#7	玉	琰	Regular_seal		餘冉反。美色也。	a008b103		
1_023_A62	v1#7	玉	瑒	Regular_seal		雉梗反。	a009a013		
1_023_B11	v1#7	玉	瓛	Regular_seal		胡官反。珪名也。	a009a014		
1_023_B12	v1#7	玉	珽	Regular_seal		他鼎反。笏也。	a009a015		
1_023_B21	v1#7	玉	琡	Regular_seal		齒育反。	a009a031		
1_023_B22	v1#7	玉	瑁	Regular_seal		瑁。莫戴到反。冒也。〔𤣽：同上。〕	a009a021		有埋字B。
1_023_B23	v1#7	玉	𤣽	Embedded_clerical		𤣽：同上。	a009a022		埋字B。
1_023_B31	v1#7	玉	瑞	Regular_seal		時惴反。信也、應也、符也。	a009a032		
1_023_B32	v1#7	玉	瑱	Regular_seal		他見反。塞耳玉也。〔瑱β(空白)：古文。〕	a009a033		有埋字B。
1_023_B321	v1#7	玉	瑱β	Embedded-omitted		瑱β(空白)：古文。			埋字B。
1_023_B41	v1#7	玉	珥	Regular_seal		如志反。耳璫也。	a009a034		
1_023_B42	v1#7	玉	琫	Regular_seal		補薫反。刀上餝也。	a009a041		
1_023_B51	v1#7	玉	珌	Regular_seal		俾蜜反。刀上餝也。〔㻫：同上。〕	a009a042		有埋字B。
1_023_B52	v1#7	玉	㻫	Embedded_clerical		㻫：同上。	a009a043		埋字B。
1_023_B53	v1#7	玉	璏	Regular_seal		雉例反。劒鼻也。〔⿰王⿱立豕(瑑)：同上。〕	a009a044		有埋字B。
1_023_B54	v1#7	玉	⿰王⿱立豕	Embedded_clerical		⿰王⿱立豕(瑑)：同上	a009a052		埋字B。呂作瑑。⿰王⿱立豕：原文字形小異。
1_023_B54-Shirafuji	v1#7	玉	瑑	Regular	白		a009a052		
1_023_B61	v1#7	玉	㺲	Regular_seal		女九反。印鼻也。	a009a045		
1_023_B62	v1#7	玉	璫	Regular_seal		都唐反。	a009a051		
1_024_A11	v1#7	玉	瑑	Regular_seal		治轉反。轂約也。	a009a052		
1_024_A12	v1#7	玉	瓉	Regular_seal		子旦反、財但反。灌也、柄也。	a009a053		
1_024_A21	v1#7	玉	𤪌	Regular_seal		渠箕反。玉屬也。	a009a062		
1_024_A211	v1#7	玉	璂	Omitted		Omitted	a009a063		
1_024_A212	v1#7	玉	琪	Songben-Yupian		#	a009a064		
1_024_A22	v1#7	玉	玦	Regular_seal		居穴反。離也。	a009a061		
1_024_A31	v1#7	玉	珩	Regular_seal		何羹反。佩上衡也。	a009a065		
1_024_A32	v1#7	玉	璬	Regular_seal		公鳥反。玉佩。	a009a071		
1_024_A41	v1#7	玉	珮	Regular_seal		蒲背反。玉帯玉也。	a009a072		玉帯玉也：疑當作「王帯玉」。
1_024_A42	v1#7	玉	玩	Regular_seal		吾舘反。翫也。	a009a073		
1_024_A51	v1#7	玉	瑬	Regular_seal		力牛反。垂玉餝也。	a009a074		
1_024_A52	v1#7	玉	璹	Regular_seal		視六反。玉器。	a009a082		
1_024_A521	v1#7	玉	𤩈	Songben-Yupian		#	a009a081		
1_024_A61	v1#7	玉	珍	Regular_seal		張陳反。寶也、獻也、重也。〔珍β(空白)：古文。〕	a009a084		有埋字B。掲出字：原作玲。
1_024_A611	v1#7	玉	珎	Embedded-omitted		珍β(空白)：古文。	a009a085		埋字B。
1_024_A62	v1#7	玉	珤	Regular_seal		補抱反。珍也、端也。	a009a083		
1_024_B11	v1#7	玉	琚	Regular_seal		紀餘反。佩也。	a009a091		
1_024_B12	v1#7	玉	琖	Regular_seal		側簡反。林也、小也、盃也。	a009a092		
1_024_B21	v1#7	玉	璲	Regular_seal		徐醉反。珮也。	a009a101		
1_024_B22	v1#7	玉	瑵	Regular_seal		莊巧反。	a009a102		
1_024_B31	v1#7	玉	珈	Regular_seal		古遐反。加也、笳也。	a009a093		
1_024_B32	v1#7	玉	璪	Regular_seal		作道反。雜文玉也。	a009a103		双隷(1)。掲出字：原作𤩨璪。呂按「此處字頭雙出，𤨵同璪。」
1_024_B41	v1#7	玉	瑚	Regular_seal		珊瑚也。后都反。璉也、簠簋也。	a009a104		李云有埋字A。呂為「珊」注文。宮澤不立項。今從宮澤。珊瑚也：大字。
1_024_B42	v1#7	玉	璉	Regular		后都反。璉：力辰反。器也。珊瑚樹有枝无葉。	a009b011		埋字A。池田按、掲出字作瑚、非。「后都反。珊瑚樹有枝无葉。」、疑係後人増訂。参看宮澤一覧表・呂《校釋》。
1_024_B51	v1#7	玉	琩	Regular_seal		齒楊反。蠻充耳也。	a009b012		
1_024_B52	v1#7	玉	璩	Regular_seal		秬於反。	a009b021		
1_024_B61	v1#7	玉	瑋	Regular		禹鬼反。玲奇也。同上字。	a009b013		
1_024_B62	v1#7	玉	琦	Regular_seal		渠知反。上字。	a009b022		
1_025_A11	v1#7	玉	璺	Regular_seal		無奮反。裂也。	a009b023		
1_025_A12	v1#7	玉	玷	Regular_seal		都簟反。缺也。	a009b032		
1_025_A21	v1#7	玉	琄	Regular_seal		胡犬反。	a009b033		
1_025_A22	v1#7	玉	璽	Regular_seal		思紫反。印也、封書也、信也。	a009b034		G02尾。
1_025_A41	v1#7	玉	瑹	Regular_seal		時餘反。笏名也。	a009b042		G03首。
1_025_A42	v1#7	玉	𤣻	Regular_seal		莫胥反。	a009b031		胥：疑當作骨、呂作骨。
1_025_A51	v1#7	玉	𤩂	Regular_seal		力高反。璞者真也。〔璞：上同。〕	a009b041		有埋字B。呂云：「此條為“璞”字釋義羼入上一字頭下」。
1_025_A52	v1#7	玉	璞	Embedded_clerical		上同。	a009b043		埋字B。
1_025_A53	v1#7	玉	琢	Regular_seal		都角反。	a009b051		
1_025_A61	v1#7	玉	琱	Regular_seal		都堯反。雕也、彫也。	a009b052		
1_025_A62	v1#7	玉	玼	Regular_seal		且礼反。鮮明也。〔理：力紀反。分也、事也、治也。〕媒。	a009b053		有埋字A。媒：疑當為埋字「理」字之義注、見《新撰字鏡》[新328-43]。
1_025_A63	v1#7	玉	理	Embedded_clerical		理：力紀反。分也、事也、治也。	a009b054		埋字A。
1_025_B11	v1#7	玉	瑳	Regular_seal		且我反。蹉、上同。	a009b061		
1_025_B12	v1#7	玉	璱	Regular_seal		所眤反。弦也。〔琗：同上。〕	a009b062		有埋字B。
1_025_B13	v1#7	玉	琗	Embedded_clerical		琗：同上。	a009b071		埋字B。
1_025_B21	v1#7	玉	琯	Regular_seal		古滿反。管也。	a009b072		
1_025_B22	v1#7	玉	珇	Regular_seal		(無)	a009b082		双隷(2)
1_025_B23	v1#7	玉	𤩰	Regular		力質反。𣓶(猛)也。	a009b073		双隷(2)。𣓶：原文模糊、呂作猛。
1_025_B231	v1#7	玉	瑮	Songben-Yupian		#	a009b081		
1_025_B31	v1#7	玉	瑩	Regular_seal		爲明反。	a009b083		
1_025_B32	v1#7	玉	璊	Regular_seal		莫昆反。	a009b091		
1_025_B41	v1#7	玉	玧	Regular_seal		五舘反。挊戯也。	a009b092		掲出字：原作玩、誤。
1_025_B41-Shirafuji	v1#7	玉	玩	Regular	白		a009b092		
1_025_B42	v1#7	玉	瑛	Regular_seal		於京反。玉精華也。	a009b093		
1_025_B51	v1#7	玉	瑕	Regular_seal		何加反。過也、裂也、穢也。	a009b102		
1_025_B52	v1#7	玉	瑲	Regular_seal		且楊反。	a009b103		
1_025_B61	v1#7	玉	玎	Regular_seal		多庭反。劣也。	a010a011		
1_025_B62	v1#7	玉	琤	Regular_seal		楚耕反。	a009b101		
1_026_A11	v1#7	玉	瑝	Regular_seal		胡觥反。	a010a021		
1_026_A12	v1#7	玉	瑣	Regular_seal		思果反。鏤也、鏁也、錄也、連也、環。	a010a022		
1_026_A21	v1#7	玉	瑀	Regular_seal		竽矩反。	a010a012		
1_026_A22	v1#7	玉	玤	Regular_seal		補動反。蛤也。	a010a023		
1_026_A30	v1#7	玉	𤦩	Regular		（翼之反。五色石也。）			双隷(3)。𤦩・㺿二字。
1_026_A31	v1#7	玉	㺿	Regular_seal		翼之反。五色石也。〔珅：五巾反。〕	a010a024		有埋字A。双隷(3)。呂云「此處字頭雙出，“𤦩”字與所注音義不合，似為誤字」，p.8。
1_026_A32	v1#7	玉	珅	Embedded_clerical		珅：五巾反。	△		埋字A。
1_026_A32-Miyazawa	v1#7	玉	⿰王电	Regular	宮		△		五巾反：疑母・平声真韻。宮澤作此字。呂作珅。
1_026_A33	v1#7	玉	珢	Regular_seal		居恨反。	a010a031		
1_026_A41	v1#7	玉	𤤺	Regular_seal		餘制反。	a010a032		
1_026_A42	v1#7	玉	璅	Regular_seal		子道反。璪也。	a010a033		
1_026_A51	v1#7	玉	璡	Regular_seal		子鄰反。	a010a034		
1_026_A52	v1#7	玉	㻸	Regular_seal		作金反。浸也。	a010a041		
1_026_A61	v1#7	玉	𤥼	Regular_seal		倉公反。	a010a042		
1_026_A61-Miyazawa	v1#7	玉	𤧚	Regular	宮		a010a042		
1_026_A62	v1#7	玉	𤩭	Regular_seal		胡到反。	a010a043		
1_026_B11	v1#7	玉	𤪍	Regular_seal		胡瞎反。	a010a044		
1_026_B12	v1#7	玉	𤦼	Regular_seal		都瓘反。似玉。	a010a045		
1_026_B21	v1#7	玉	𤫉	Regular_seal		思協反。似玉。	a010a046		
1_026_B22	v1#7	玉	玽	Regular_seal		公後反。似玉。	a010a051		
1_026_B31	v1#7	玉	琂	Regular_seal		語鞬反。成。	a010a052		
1_026_B32	v1#7	玉	璶	Regular_seal		似晉反。	a010a053		
1_026_B41	v1#7	玉	琟	Regular_seal		有咨葵反。	a010a054		
1_026_B42	v1#7	玉	瑦	Regular_seal		於都反。	a010a055		
1_026_B51	v1#7	玉	㺨	Regular_seal		胥慈反。	a010a061		
1_026_B52	v1#7	玉	瑂	Regular_seal		明惟反。	a010a062		
1_026_B61	v1#7	玉	璒	Regular_seal		丁恒反。	a010a063		
1_026_B62	v1#7	玉	玗	Regular_seal		有俱反。	a010a065		
1_027_A11	v1#7	玉	瑎	Regular_seal		胡皆反。黒玉也。	a010a072		
1_027_A12	v1#7	玉	瑤	Regular_seal		餘招反。	a010a064		
1_027_A21	v1#7	玉	琨	Regular_seal		居魂反。〔瑻：同上。〕	a010a073		有埋字B。
1_027_A22	v1#7	玉	瑻	Embedded_clerical		瑻：同上。	a010a081		埋字B。
1_027_A23	v1#7	玉	碧	Regular_seal		彼戟反。又作碧青也。	a010a082		
1_027_A31	v1#7	玉	瓐	Regular_seal		力胡反。	a010a091		
1_027_A32	v1#7	玉	珉	Regular_seal		靡斌反。	a010a092		
1_027_A321	v1#7	玉	瑉	Songben-Yupian		#	a010a101		
1_027_A322	v1#7	玉	㻍	Songben-Yupian		#	a010a102		
1_027_A41	v1#7	玉	珸	Regular_seal		魚胡反。〔理：力紀反。正也、吏也、分也、性也、事也、道也、從也、治也、媒也。〕	a010a103		有埋字A。
1_027_A42	v1#7	玉	理	Embedded_clerical		理：力紀反。正也、吏也、分也、性也、事也、道也、從也、治也、媒也。	△(a009b054)		埋字A。
1_027_A43	v1#7	玉	瓔	Regular_seal		於耕反。	a010b011		
1_027_A51	v1#7	玉	璑	Regular_seal		武俱反。悪玉名。	a010a104		
1_027_A52	v1#7	玉	玞	Regular_seal		甫紆反。	a010b012		
1_027_A61	v1#7	玉	㻬	Regular_seal		吐胡反。	a010b021		
1_027_A62	v1#7	玉	琈	Regular_seal		趺留反。	a010b022		
1_027_B11	v1#7	玉	瑌	Regular_seal		如兗反。〔瓀：同上。〕	a010b023		有埋字B。
1_027_B12	v1#7	玉	瓀	Embedded_clerical		瓀：同上。	△		埋字B。
1_027_B13	v1#7	玉	瑊	Regular_seal		古咸反。〔玪字也。〕	a010b031		有埋字B。
1_027_B131	v1#7	玉	玪	Omitted		Omitted	a010b032		
1_027_B21	v1#7	玉	𤨕	Regular_seal		力徳反。〔玏：同上。〕	a010b033		有埋字B。
1_027_B22	v1#7	玉	玏	Embedded_clerical		玏：同上。	a010b041		埋字B。
1_027_B23	v1#7	玉	琇	Regular_seal		思救反。美石也。〔璓：同上。〕	a010b042		有埋字B。
1_027_B24	v1#7	玉	璓	Embedded_clerical		璓：同上。	a010b043		埋字B。
1_027_B31	v1#7	玉	玖	Regular_seal		居柳反。黒色石也。	a010b044		
1_027_B32	v1#7	玉	璘	Regular_seal		力神反。	a010b045		
1_027_B41	v1#7	玉	㻞	Regular_seal		鄙鄰反。	a010b051		
1_027_B42	v1#7	玉	璄	Regular_seal		於景反。〔璟字。〕光也。	a010b053		有埋字B。
1_027_B421	v1#7	玉	璟	Embedded_clerical		璟字。	a010b054		埋字B。
1_027_B51	v1#7	玉	玢	Regular_seal		碑問反。文皃也。	a011a056		
1_027_B52	v1#7	玉	㻾	Regular_seal		於龍反。玉器也。	a010b055		
1_027_B61	v1#7	玉	琭	Regular_seal		力木反。	a010b052		
1_027_B62	v1#7	玉	珕	Regular_seal		力智力計反。刀餝也。	a010b071		
1_028_A11	v1#7	玉	珧	Regular_seal		餘招反。蚌也。	a010b062		
1_028_A12	v1#7	玉	珠	Regular_seal		之瑜反。蚌中陰精也。	a010b061		
1_028_A21	v1#7	玉	玓	Regular_seal		典歴反。明珠色也。	a010b072		
1_028_A22	v1#7	玉	瓅	Regular_seal		力的反。同上。	a010b073		
1_028_A31	v1#7	玉	玭	Regular_seal		蒲蠲反。〔琕：同上。〕	a010b084		有埋字B。
1_028_A32	v1#7	玉	琕	Embedded_clerical		琕：同上。	a010b091		埋字B。
1_028_A33	v1#7	玉	玟	Regular_seal		莫廻反。	a010b081		掲出字：白藤・呂作玫。宮澤作玟。
1_028_A41	v1#7	玉	瑰	Regular_seal		古廻反。珠也、圓玉也。〔瓌：同上。〕	a010b082		有埋字B。
1_028_A42	v1#7	玉	瓌	Embedded_clerical		瓌：同上。	a010b083		埋字B。
1_028_A43	v1#7	玉	璣	Regular_seal		渠氣反。小不圓玉也。	a010b074		
1_028_A51	v1#7	玉	琅	Regular_seal		力當反。	a010b092		
1_028_A52	v1#7	玉	玕	Regular_seal		柯寒反。〔𤥚(seal)：古文。〕	a010b093		有埋字B。
1_028_A53	v1#7	玉	𤥚	Embedded_seal		𤥚(seal)：古文。	a010b094		埋字B。篆書字形。
1_028_A531	v1#7	玉	𤪿	Songben-Yupian		#	a010b095		
1_028_A61	v1#7	玉	瑠	Regular_seal		九鳩反。〔𤫚：力支反。瑠也。〕	a010b102		有埋字A。
1_028_A62	v1#7	玉	𤫚	Embedded_clerical		𤫚：力支反。瑠也。	a010b103		埋字A。宋本《玉篇》作璃。
1_028_A62-Shirafuji	v1#7	玉	璃	Regular	白		a010b103		
1_028_A63	v1#7	玉	琲	Regular_seal		蒲愷反。	a010b105		
1_028_A63-Shirafuji	v1#7	玉	㻗	Regular	白		a010b105		
1_028_B11	v1#7	玉	珊	Regular_seal		思安反。出海中、色白、後漸赤玉也。	a011a011		
1_028_B12	v1#7	玉	瑇	Regular_seal		古文。徒載反。	a009a023		
1_028_B21	v1#7	玉	珂	Regular_seal		枯何反。馬𤤅心(瑙)也、螺屬也、白也。〔珬：同上。思律反。〕	a011a012		有埋字A。𤤅心(瑙)：一字誤作二字例。
1_028_B22	v1#7	玉	珬	Embedded_clerical		珬：同上。思律反。	a011a021		埋字A。
1_028_B23	v1#7	玉	珿	Regular_seal		叉陸反。齊也。	a010b104		
1_028_B31	v1#7	玉	玲	Regular_seal		力經反。	a011a022		
1_028_B32	v1#7	玉	珋	Regular_seal		力九反。	a010b101		
1_028_B32-Miyazawa	v1#7	玉	𤥗	Regular	宮		a010b101		
1_028_B41	v1#7	玉	珋	Regular_seal		力九反	△(a010b101)		
1_028_B41-Miyazawa	v1#7	玉	𤥗	Regular	宮		△(a010b101)		
1_028_B42	v1#7	玉	瑴	Regular_seal		古樂反。真玉也。	a011a023		
1_028_B51	v1#7	玉	琀	Regular_seal		胡紺反。	a011a031		
1_028_B52	v1#7	玉	𤪎	Regular_seal		餘照反。〔玹：胡蠲反。〕	a011a032		有埋字A。
1_028_B53	v1#7	玉	玹	Embedded_clerical		玹：胡蠲反。	a011a052		埋字A。
1_028_B61	v1#7	玉	璗	Regular_seal		達黨反。金美也。〔璯：苦話反。〕	a011a033		有埋字A。
1_028_B611	v1#7	玉	琙	Omitted		Omitted	a011a041		
