# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.302
# Date: 11 March 2022
# Last update : 2 June 2024
#
# Copyright (c) 2022-2024 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
#   KRID_n            Item serial number
#   KRID_sn           Entry serial number
#   KR2ID             Kazama edition item ID number, K, Book(ww), page(xxx),line(y) and column(zz), in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KRID              Kazama edition entry ID number, K, Book(ww), page(xxx),line(y) and column(zz), in occasion of the headword with single character form, entry ranking is recorded as 0. While, in occasion of the headword with plural character form, entry rankings are recorded as 1,2,…,n. Moreover, in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KR_Tenri_p        Tenri editon item ID number, T, volume(a/b/c), page(xxx),line(y) and column(zz)
#   KR_vol_name       Volume name, from 仏上 to 僧下
#   KR_radical        Radical name, from 人 to 雑
#   KR_vol_radical    Volune and radical number, from v1#1(第1帖第1) to v10#120(第10帖第120)
#   Entry             Headword
#   Entry_original    Original character form
#   Def               Definition of pronunciation, meaning and variant(s)
#   Remarks           Editor's notes
#
#   Abbreviations:
#   正宗索引: 正宗敦夫編『類聚名義抄 仮名索引』日本古典全集刊行会，1939-1940
#   望月和訓集成: 望月郁子編『類聚名義抄：四種声点付和訓集成』(笠間索引叢刊44)笠間書院，1974
#   草川和訓集成: 草川昇編『五本対照類聚名義抄和訓集成』汲古書院，2000
#   西端誤写考察: 西端幸雄「類聚名義抄における誤写の考察」『訓点語と訓点資料』45，1971
#   西端誤写諸例: 西端幸雄「類聚名義抄における誤写の諸例」『訓点語と訓点資料』52，1973
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_n	KRID_sn	KR2ID	KRID	KR_Tenri_p	KR_vol_name	KR_radical	KR_vol_radical	Entry	Entry_original	Def	Remarks
F00149	S00195	K01007441	K01007441	Ta029441	仏上	人	v1#1	𠐆	〇	俗	
F00150	S00196	K01007442	K01007442	Ta029442	仏上	人	v1#1	⿰亻⿳覀二灬	〇	正	
F00151	S00197	K0100751	K01007511	Ta029511	仏上	人	v1#1	僄／狡	〇／〇	トヽキオ(@LLL)	
F00152	S00199	K0100752	K01007520	Ta029520	仏上	人	v1#1	什	〇	音十(S)　十也　アツム　マナフ　タスク　スケ　カナフ　*マシハル	
F00153	S00200	K0100754	K01007540	Ta029540	仏上	人	v1#1	⿰什彡	〇	俗滲字	
F00154	S00201	K0100761	K01007610	Ta029610	仏上	人	v1#1	仟	〇	音千(L)　千人長　ホヽ(LL)	
F00155	S00202	K0100762	K01007620	Ta029620	仏上	人	v1#1	仆	〇	音匐(S)「ホク」又赴　和ホク　フ　タフル(LH@)　フス-セリ	
F00156	S00203	K0100764	K01007640	Ta029640	仏上	人	v1#1	付	〇	音賦　ツク(LL)　サツク　アマハシ　アク　和平	
F00157	S00204	K0100771	K01007710	Ta029710	仏上	人	v1#1	休	〇	許尤(L)反　ヤスム-シ(LL@-@)　ヤム(HL)　イコフ(LL@)　ヨシ(LR)　ヰル　又呼交反　ヲコル　トヽマル　トヽノフ　和ク(L)	
F00158	S00205	K01007741	K01007741	Ta029741	仏上	人	v1#1	𠇾	koseki-007510	同	
F00159	S00206	K01007742	K01007742	Ta029742	仏上	人	v1#1	𠇾	〇	俗	
F00160	S00207	K01007743	K01007743	Ta029743	仏上	人	v1#1	𠇲	〇	正	
F00161	S00208	K01007744	K01007744	Ta029744	仏上	人	v1#1	休／息	〇／〇	イコフ(LLH)	
F00162	S00210	K0100782	K01007820	Ta029820	仏上	人	v1#1	伓	〇	普悲反　有力反　衆也	
F00163	S00211	K0100783	K01007830	Ta029830	仏上	人	v1#1	俖	〇	俗	
F00164	S00212	K0100784	K01007840	Ta029840	仏上	人	v1#1	㲻	〇	溺字　キヨシ(LL@)　タヽヨフ	
F00165	S00213	K0100811	K01008110	Ta030110	仏上	人	v1#1	㲻	〇	（無）	
F00166	S00214	K0100812	K01008120	Ta030120	仏上	人	v1#1	鵂	〇	休(L)音　鳥部	
F00167	S00215	K01008131	K01008131	Ta030131	仏上	人	v1#1	𪀪	〇	俗	
F00168	S00216	K01008132	K01008132	Ta030132	仏上	人	v1#1	何	〇	胡歌反　ナソモ　ナソヤ　ナソ(R@)　イツクソ(LH"@@)　イカニ　ナニ　イツレ　コレ　ニハカ　ニナフ　ツクル　オホセリ　カス　和カ(N)	掲出字を三段目の中程から始める。
F00169	S00217	K0100823	K01008231	Ta030231	仏上	人	v1#1	如／ー（何）	〇／〇	イカン-ニ(HL@-L)	
F00170	S00219	K0100824	K01008241	Ta030241	仏上	人	v1#1	ー（何）／如	〇／〇	同	
F00171	S00221	K0100831	K01008311	Ta030311	仏上	人	v1#1	ー（何）／若	〇／〇	同	
F00172	S00223	K0100832	K01008321	Ta030321	仏上	人	v1#1	ー（何）／哉	〇／〇	同上	
F00173	S00225	K0100833	K01008331	Ta030331	仏上	人	v1#1	其／ー（何）	〇／〇	同	
F00174	S00227	K01008341	K01008341	Ta030341	仏上	人	v1#1	於／ー（何）	扵／〇	同	
F00174b	S00227	K01008343	K01008343	Ta030343	仏上	人	v1#1	奈／ー（何）	〇／〇	同	
F00175	S00231	K0100841	K01008411	Ta030411	仏上	人	v1#1	奈／警／ー（何）	〇／〇／〇	イカムニ	高山寺本になし。岡田研究183頁。
F00176	S00234	K0100842	K01008421	Ta030421	仏上	人	v1#1	不／奈／[何]	〇／〇／〇	ナムトモセス	
F00177	S00236	K0100843	K01008431	Ta030431	仏上	人	v1#1	云／何	〇／〇	イカム　イカムシテカ　イカナルヲカ　コヽニナソ(HH@@@)	
F00178	S00238	K0100851	K01008511	Ta030511	仏上	人	v1#1	ー（何）／人	〇／〇	ナニヒトソ(LH@@@)	
F00179	S00240	K0100852	K01008521	Ta030521	仏上	人	v1#1	ー（何）／因	〇／囙	ナニヽヨテカ	
F00180	S00242	K0100853	K01008531	Ta030531	仏上	人	v1#1	ー（何）／緣	〇／縁	同	
F00181	S00244	K0100854	K01008541	Ta030541	仏上	人	v1#1	ー（何）／以	〇／〇	タレヲモテカ(HH@@@@)　ナニヲモテカ	
F00182	S00246	K0100861	K01008611	Ta030611	仏上	人	v1#1	ー（何）／以／故	〇／〇／〇	◉何「ヲ」以「ノ」故「ニ」	
F00183	S00249	K0100862	K01008621	Ta030621	仏上	人	v1#1	ー（何）／須	〇／〇	ナスレソ	
F00184	S00251	K0100863	K01008631	Ta030631	仏上	人	v1#1	ー（何）／為	〇／〇	同上　イカムカセン	
F00185	S00253	K0100864	K01008641	Ta030641	仏上	人	v1#1	幾／ー（何）	〇／〇	イクソハク	
F00186	S00255	K0100871	K01008711	Ta030711	仏上	人	v1#1	ー（何）／焉	〇／〇	イツレ(LH"@)	
F00187	S00257	K0100872	K01008721	Ta030721	仏上	人	v1#1	如／之／ー（何）	〇／〇／〇	イカム	
F00188	S00260	K0100873	K01008731	Ta030731	仏上	人	v1#1	無／ー（何）	〇／〇	イクハクモナシ(LL@@@@@)　又所名	蓮成院本・高山寺本同じだが、西念寺本「無」に作る。草川昇「類聚名義抄和訓小考」42頁例3。
F00189	S00262	K0100874	K01008741	Ta030741	仏上	人	v1#1	其／如／何／予／ー（何）	〇／〇／〇／〇／〇	◉其「レ」如何「イカムカ」予「ヲセム」	
F00190	S00267	K0100881	K01008810	Ta030810	仏上	人	v1#1	⿰亻哥	〇	ツカヒ人	
F00191	S00268	K0100882	K01008820	Ta030820	仏上	人	v1#1	伺	〇	司(L)笥(R)二音　和平　ウカヽウ(HHHL)　サフラフ	
F00192	S00269	K0100883	K01008830	Ta030830	仏上	人	v1#1	侗	〇	通音　又同(L)音　大也　直也　イタム(LL@)	
F00193	S00270	K0100884	K01008840	Ta030840	仏上	人	v1#1	倜	〇	音惕　タマヽヽ	
F00194	S00271	K0100911	K01009111	Ta031111	仏上	人	v1#1	侚／伨	〇／〇	二正　詞駿(R)反　モトム(LLH)　イトナム(LLHL)　シタカフ　トナフ(HHL)　ツヒニ　和受ン　ホロホス　トシ　イソク(LSH")　タヽ　クソク　	
F00195	S00273	K0100914	K01009140	Ta031140	仏上	人	v1#1	𠋹	〇	或	
F00196	S00274	K0100921	K01009210	Ta031210	仏上	人	v1#1	佝	〇	搆(R)「コウ」音　欲也　俳也　優也　向二正	
F00197	S00275	K0100922	K01009220	Ta031220	仏上	人	v1#1	仢	〇	雹斫(S)「シヤク」二音　亘約反　流星也	
F00198	S00276	K0100923	K01009230	Ta031230	仏上	人	v1#1	伆	〇	音吻　又武弗反　ソムク	
F00199	S00277	K0100924	K01009240	Ta031240	仏上	人	v1#1	⿰亻向	〇	俗向字	
F00200	S00278	K0100931	K01009310	Ta031310	仏上	人	v1#1	佰	〇	◎佰(S")「ハク」　音階　一百也　*モヽ　モヽチ	
F00201	S00279	K0100932	K01009320	Ta031320	仏上	人	v1#1	伯	㑑	音百「ハク」　カミ　ナカシ	
F00202	S00280	K0100933	K01009331	Ta031331	仏上	人	v1#1	阿／ー（伯）	〇／〇	ヲチ	
F00203	S00282	K0100934	K01009340	Ta031340	仏上	人	v1#1	⿰亻旧	〇	俗𢡚𢡖字今〻	
F00204	S00283	K0100941	K01009410	Ta031410	仏上	人	v1#1	仇	〇	音裘(L)　タクヒ　トモ　ヤカラ　カタキ　アタ　トモカラ　*アシ　ノフ	
F00205	S00284	K0100943	K01009430	Ta031430	仏上	人	v1#1	𠆩	〇	音泛　カロシ　ユカム　*ヒロシ	
F00206	S00285	K0100944	K01009440	Ta031440	仏上	人	v1#1	仉	〇	掌音　人姓	
F00207	S00286	K0100951	K01009510	Ta031510	仏上	人	v1#1	⿰亻七	〇	俗叱字	
F00208	S00287	K0100952	K01009520	Ta031520	仏上	人	v1#1	伍	〇	音五(H")　五人也　イツヽ　ナラフ(@@L)　*ツラ　*ツラナル　トモ　トモカラ　マシフ	
F00209	S00288	K0100954	K01009540	Ta031540	仏上	人	v1#1	俉	〇	ツラナレリ　トモ　ミシカシ	
F00210	S00289	K0100961	K01009611	Ta031611	仏上	人	v1#1	伉／伔	〇／〇	苦浪反　呉音掌　ヒトシ　ナラフ　カタキ　タクラフ　アタ　アク　カシコシ　タフ	大般若経字抄「或作杭」「音幸」。
F00211	S00291	K0100964	K01009641	Ta031641	仏上	人	v1#1	⿰亻⿱𠂉凡／〓／〓	〇／zihai-007606／〇	三俗	
F00212	S00294	K0100971	K01009711	Ta031711	仏上	人	v1#1	伉／儷	沆／〇	物ノコノミスルナリ　ーー匹偶　トコロアラハシ　下音麗　ナラフ(@@L")　ヒトシ　タクヒ　トモカラ　ツラヌ　ツラヌク　ヨハシ　ヨル　マナフ	
F00213	S00296	K0100981	K01009810	Ta031810	仏上	人	v1#1	儷	〇	俗	
F00214	S00297	K0100982	K01009820	Ta031820	仏上	人	v1#1	㒧	〇	或	
F00215	S00298	K0100983	K01009831	Ta031831	仏上	人	v1#1	㐾／㐳	〇／〇	二俗兀字　五骨反	
F00216	S00300	K0100984	K01009840	Ta031840	仏上	人	v1#1	仡	〇	吃(S)迄(S)二音　イサム(LLH)　ヲソクレタリ(LL"@L@@)　又魚訖反	東寺観智院蔵広付法伝聞書に逸文あり。築島逸文23頁。用例(7)所見。築島逸文は築島裕「改編本系類聚名義抄逸文小見」（鎌倉時代語研究11、1988）による。以下同。
F00217	S00301	K0101011	K01010110	Ta032110	仏上	人	v1#1	㐹	⿰亻⿱丷乙	正	
F00218	S00302	K0101012	K01010120	Ta032120	仏上	人	v1#1	优	〇	タスク	
F00219	S00303	K0101013	K01010130	Ta032130	仏上	人	v1#1	㐾	〇	モテアソフ	
F00220	S00304	K0101014	K01010140	Ta032140	仏上	人	v1#1	俒	〇	音困(R)　マタシ	
F00221	S00305	K0101021	K01010210	Ta032210	仏上	人	v1#1	⿰亻皃	〇	同	
F00222	S00306	K0101022	K01010220	Ta032220	仏上	人	v1#1	𠉵	〇	ウツス	
F00223	S00307	K0101023	K01010230	Ta032230	仏上	人	v1#1	侻	〇	他活(S)反　可　ヨシ(LH)	
F00224	S00308	K0101024	K01010240	Ta032240	仏上	人	v1#1	侁	〇	詵(L)「シン」音　往来皃　ー〻行声〻	
F00225	S00309	K0101031	K01010310	Ta032310	仏上	人	v1#1	侊	〇	音光(L)又觥　小器	
F00226	S00310	K0101032	K01010320	Ta032320	仏上	人	v1#1	⿰亻充	〇	俗充字	
F00227	S00311	K0101033	K01010331	Ta032331	仏上	人	v1#1	⿰亻尭／僥	⿰亻尭／〇	音堯(L")　ミシカシ　ヒキナリ	
F00228	S00313	K0101041	K01010411	Ta032411	仏上	人	v1#1	ー（僥）／倖	〇／〇	サイハヒ　下音幸(H)　婞或　サイハヒ	
F00229	S00315	K0101043	K01010431	Ta032431	仏上	人	v1#1	倖／倖β	〇／〇	二正	
F00230	S00317	K0101044	K01010440	Ta032440	仏上	人	v1#1	⿰亻兜	〇	俗兜字	
F00231	S00318	K0101051	K01010510	Ta032510	仏上	人	v1#1	俛	〇	音免　フス(LH)　ウツフス　ツトム　イタリ　タル(LH)　ヒサマツク　ナマシヒ　アフク(HH@)　*アク	
F00232	S00319	K0101053	K01010531	Ta032531	仏上	人	v1#1	俯／ー（俛）	〇／〇	フシアフク　上音府(H)　フス　フシトコロ　イタル　タル　ハシメ	
F00233	S00321	K0101061	K01010611	Ta032611	仏上	人	v1#1	俯／仰	〇／〇	ワレニモアラス(LHH@@@@)　フシアフク(LH@HL")　下魚(L")掌(H)反　アフク(HHL")　タノム　ノタマフ　ヲホス　ネムコロ　和カウ	
F00234	S00323	K0101064	K01010641	Ta032641	仏上	人	v1#1	俛／ー（仰）	〇／〇	フシアフク(LHH@@)	
F00235	S00325	K0101071	K01010711	Ta032711	仏上	人	v1#1	端／ー（仰）	〇／〇	ヒタヲモムキ(LLLH@@)	高山寺本は小字にて記入（岡田研究182頁）。池田按：高山寺本が「分註式」「小書」の例。
F00236	S00327	K0101072	K01010720	Ta032720	仏上	人	v1#1	儳	⿰亻⿱免免	音巉　ヨシ　トヽノフ　タヒニ　*ウコナハラス	
F00237	S00328	K0101074	K01010741	Ta032741	仏上	人	v1#1	儳／儳	⿰亻⿱免免／〇	上俗下正	
F00238	S00330	K0101081	K01010811	Ta032811	仏上	人	v1#1	儳／和	⿰亻⿱免免／〇	サカシラ	
F00239	S00332	K0101082	K01010821	Ta032821	仏上	人	v1#1	ー（儳）／言	〇／〇	同	
F00240	S00334	K0101083	K01010831	Ta032831	仏上	人	v1#1	僶／僶	⿰亻罒电／〇	下正　亡(L")忍(H")反　ツトム　アフク(LHL")	
F00241	S00336	K0101111	K01011111	Ta033111	仏上	人	v1#1	傀／儡	〇／〇	賄礧「ライ」二音　クヽツ　上又古(H")靡反　大也　クヽツ　ミニクシ　*タヽハシ　ユタカナリ　下クヽツ　ヤフル	
F00242	S00338	K0101121	K01011211	Ta033211	仏上	人	v1#1	𧝛／𠐦	〇／〇	又俗懷字	
F00243	S00340	K0101122	K01011221	Ta033221	仏上	人	v1#1	𠐤／𧝛／𠎺	〇／〇／〇	五或	
F00244	S00343	K0101124	K01011241	Ta033241	仏上	人	v1#1	傀／儡／師	〇／〇／〇	クヽツマワシ(LL"H@@@)	
F00245	S00346	K0101131	K01011311	Ta033311	仏上	人	v1#1	ー（傀）／ー（儡）／子	〇／〇／〇	クヽツ(LL"H)	
F00246	S00349	K01011321	K01011321	Ta033321	仏上	人	v1#1	⿰亻豈	〇	俗	
F00247	S00350	K01011322	K01011322	Ta033322	仏上	人	v1#1	傀	〇	或	
F00248	S00351	K01011323	K01011323	Ta033323	仏上	人	v1#1	𠐞	〇	俗儡字	
F00249	S00352	K0101134	K01011340	Ta033340	仏上	人	v1#1	佦	〇	カト石	
F00250	S00353	K0101141	K01011410	Ta033410	仏上	人	v1#1	𠐤	〇	或瑰字	
F00251	S00354	K0101142	K01011420	Ta033420	仏上	人	v1#1	儇	〇	譞二正　火縁反　智也　恵也　トシ　ツヨシ	
F00252	S00355	K0101144	K01011440	Ta033440	仏上	人	v1#1	佃	〇	音田　又同年反　ツクリタ	
F00253	S00356	K0101151	K01011510	Ta033510	仏上	人	v1#1	伷	〇	紂書反　糸也　進也	
F00254	S00357	K0101152	K01011520	Ta033520	仏上	人	v1#1	𠌃	⿰亻㽞	力救反	
F00255	S00358	K0101153	K01011530	Ta033530	仏上	人	v1#1	僤	〇	憚音　ウコク　ハラハラ　疾也	
F00256	S00359	K0101154	K01011541	Ta033541	仏上	人	v1#1	侽／㑲	〇／〇	二俗　諵南二正　女感反　又音男	
F00257	S00361	K0101162	K01011620	Ta033620	仏上	人	v1#1	俾	〇	音庇「ヒ」　セシム　シム　イカシ　コヒネカフ　シタカフ　ツカフ(HH@)　アタフ　ヲヨフ　アマネシ　モト　アツシ(HH@)　又普米反	
F00258	S00362	K0101171	K01011710	Ta033710	仏上	人	v1#1	𠉶	〇	必弭(H")普米反　𢔌正	
F00259	S00363	K0101172	K01011720	Ta033720	仏上	人	v1#1	偶	〇	音藕(H")　タマサカ(HH@@)　タマヽヽ　タクヒ(LL"L)　トモ　ヒトコロヘリ　*トモカラ	東大寺宗性『文華風月至要抄』に逸文あり（中田祝夫「類聚名義抄使用者のために」『類聚名義抄』風間書房、1955年、31頁）。
F00260	S00364	K0101174	K01011740	Ta033740	仏上	人	v1#1	伸	〇	音真　ノフ　ノヒス(LH"@)　ノヒアカル	
F00261	S00365	K0101181	K01011811	Ta033811	仏上	人	v1#1	欠／ー（伸）	〇／〇	アクヒノヒス(@@@LL"H)	
F00262	S00367	K0101182	K01011820	Ta033820	仏上	人	v1#1	𠇺	〇	「在下」　俗狎〈正〉　胡甲反　習	
F00263	S00368	K0101183	K01011830	Ta033830	仏上	人	v1#1	仲	〇	厨諷反　ナカ(LH)　ナカヽヽ　ムナシ　ナカス　シツカナリ	
F00264	S00369	K0101211	K01012110	Ta034110	仏上	人	v1#1	⿰亻串	〇	クヒ	
F00265	S00370	K0101212	K01012120	Ta034120	仏上	人	v1#1	⿰亻箄	〇	俗捭正　北買反	
F00266	S00371	K0101213	K01012130	Ta034130	仏上	人	v1#1	偲	〇	七材(L)反　ヲヽ　シタフ　サイ	
F00267	S00372	K0101214	K01012140	Ta034140	仏上	人	v1#1	⿰亻忍	〇	音刃(R")　シノフ	
F00268	S00373	K0101221	K01012210	Ta034210	仏上	人	v1#1	偎	〇	隅(H)音　國名	
F00269	S00374	K0101222	K01012220	Ta034220	仏上	人	v1#1	偎	⿰亻⿳田冖&CDP-8CC6;	受(愛)	
F00270	S00375	K0101223	K01012230	Ta034230	仏上	人	v1#1	倮	〇	力果(H)反　又作躶裸　或作羸字　アカハタカ　ハタカナリ　アラハ	
F00271	S00376	K0101231	K01012310	Ta034310	仏上	人	v1#1	⿰亻⿱囙心	〇	（無）	
F00272	S00377	K0101232	K01012320	Ta034320	仏上	人	v1#1	𪜭	〇	カル	
F00273	S00378	K0101233	K01012330	Ta034330	仏上	人	v1#1	傫	〇	力追「ツイ」反　垂也　又磊音	
F00274	S00379	K0101234	K01012340	Ta034340	仏上	人	v1#1	儽	〇	正　カサナル	
F00275	S00380	K0101241	K01012410	Ta034410	仏上	人	v1#1	⿰亻櫐	〇	カサヌ	
F00276	S00381	K0101242	K01012420	Ta034420	仏上	人	v1#1	傗	〇	俗搐正　畜音又許究反	
F00277	S00382	K0101243	K01012430	Ta034430	仏上	人	v1#1	仾	〇	音提(L")　カタフク(LLH"L)　タル(LH)　トシ　ミシカシ　タヒラカニ　トモ　ヒク　トキ　和テイ	
F00278	S00383	K0101251	K01012511	Ta034511	仏上	人	v1#1	𠇣／𠍪／⿰亻⿹弓人／⿰亻⿱⿹弓人心／⿰亻⿱弓心	〇／〇／〇／〇／〇	五俗	
F00279	S00388	K01012531	K01012531	Ta034531	仏上	人	v1#1	低	〇	正	
F00280	S00389	K01012532	K01012532	Ta034532	仏上	人	v1#1	〓	⿰亻⿱⿰&CDP-8CBD;𠃌心	今	
F00281	S00390	K0101254	K01012540	Ta034540	仏上	人	v1#1	仾	〓	俗歟	
F00282	S00391	K0101261	K01012610	Ta034610	仏上	人	v1#1	⿰亻劦	〇	俗協字	
F00283	S00392	K0101262	K01012620	Ta034620	仏上	人	v1#1	仂	〇	音力　又力得反　今為力字　ツトム	
F00284	S00393	K0101264	K01012640	Ta034640	仏上	人	v1#1	⿰亻刀	〇	俗初字	
F00285	S00394	K0101271	K01012710	Ta034710	仏上	人	v1#1	仞	〇	音刃(R")「シム」　一尋也　七尺也　八尺也　ヒロ　ミツ(LH)　アソフ　ヒロサ　ノホル　タカシ　アラカフ	
F00286	S00395	K0101274	K01012740	Ta034740	仏上	人	v1#1	⿰亻丒	〇	俗〓(釼?)字歟	
F00287	S00396	K0101281	K01012810	Ta034810	仏上	人	v1#1	⿲亻刃刃	〇	所飲(R)反	
F00288	S00397	K0101282	K01012820	Ta034820	仏上	人	v1#1	㑳	〇	媰二正　側究反　妊娠也	
F00289	S00398	K0101283	K01012830	Ta034830	仏上	人	v1#1	⿰亻⿱刃刃	〇	俗通　𥘸(壯)救反	
F00290	S00399	K0101284	K01012840	Ta034840	仏上	人	v1#1	代	〇	音逮　ヨ(H)　ヨヽ(H@)　カフ(HL)　カハル(HHL)　カハルヽヽヽ　シロ	
F00291	S00400	K0101312	K01013121	Ta035121	仏上	人	v1#1	ー（代）／〻（代）	〇／〇	ヨヽ	高山寺本になし。岡田研究183頁。
F00292	S00402	K0101313	K01013131	Ta035131	仏上	人	v1#1	更／ー（代）	〇／〇	カハルヽヽヽ	
F00293	S00404	K0101314	K01013141	Ta035141	仏上	人	v1#1	中／ー（代）	〇／〇	ナカコロ	蓮成院本・高山寺本は次に「中間　ナカヒタ」あり、観智院本・西念寺本なし。観智院本・高山寺本・西念寺本あり、蓮成院本なし。草川昇「類聚名義抄和訓小考」42頁例7。
F00294	S00406	K0101321	K01013210	Ta035210	仏上	人	v1#1	貸	〇	他代(R)反　カル　カス	
F00295	S00407	K0101322	K01013221	Ta035221	仏上	人	v1#1	𠏞／⿱代日	〓／〓	二俗　上*カチ　*ツイノフ	
F00296	S00409	K0101323	K01013231	Ta035231	仏上	人	v1#1	⿳伐二貝／⿳伐工目／⿳伐工日	〇／〇／〇	三俗　𧸐正	
F00297	S00412	K0101331	K01013310	Ta035310	仏上	人	v1#1	⿱代至	〇	左臂單身也	
F00298	S00413	K0101332	K01013321	Ta035321	仏上	人	v1#1	⿳代■心／⿲亻⿱■貝■	〇／〇	二俗　貣正　他得從人求也	
F00299	S00415	K0101334	K01013340	Ta035340	仏上	人	v1#1	黛	〇	音代　マユスミ　*マユカキ	
F00300	S00416	K0101341	K01013410	Ta035410	仏上	人	v1#1	帒	〇	音門　フクロ	
F00301	S00417	K0101342	K01013420	Ta035420	仏上	人	v1#1	袋	〇	俗	
F00302	S00418	K0101343	K01013430	Ta035430	仏上	人	v1#1	侙	〇	恜二正　勅音　慎也	
F00303	S00419	K0101344	K01013440	Ta035440	仏上	人	v1#1	伐	〇	音筏　ウツ(LH)　キル　ホコル(HH@)　ソホコル(HH"@@)　トル(LH)　コル	
F00304	S00420	K0101352	K01013520	Ta035520	仏上	人	v1#1	俴	〇	踐(H)音　又似翦反　淺	
F00305	S00421	K0101353	K01013530	Ta035530	仏上	人	v1#1	⿰亻裁	〇	俗裁字	
F00306	S00422	K0101354	K01013540	Ta035540	仏上	人	v1#1	⿰亻感	〇	（無）	
F00307	S00423	K0101361	K01013610	Ta035610	仏上	人	v1#1	⿰亻韯	〇	俗纎字	
F00308	S00424	K0101362	K01013620	Ta035620	仏上	人	v1#1	岱	⿱伐山	ヲカ	
F00309	S00425	K0101363	K01013630	Ta035630	仏上	人	v1#1	𢘋	⿱伐心	他則反　失常	
F00310	S00426	K0101364	K01013640	Ta035640	仏上	人	v1#1	伏	〇	音服(S)　フス(LH)　カクス-ル(LHL-@)　ウツフス(HH@@)　シタカフ　ヤム(HL)　*ハラハフ　フルマヒ　*タカヒメ　*フシメ　*クタル	
F00311	S00427	K0101372	K01013721	Ta035721	仏上	人	v1#1	㑀／伕	〇／〇	二俗	
F00312	S00429	K0101373	K01013731	Ta035731	仏上	人	v1#1	伏／手	〇／〇	ツマサク(HH@@)	
F00313	S00431	K0101374	K01013741	Ta035741	仏上	人	v1#1	伏／突	〇／𥥛	ヨコハキ	
F00314	S00433	K0101381	K01013810	Ta035810	仏上	人	v1#1	㐲	〇	ヨル	
F00315	S00434	K0101382	K01013821	Ta035821	仏上	人	v1#1	⿰亻叐／仸	⿰亻叐／〇	下正(H")　音夭　尪也	
F00316	S00436	K0101383	K01013830	Ta035830	仏上	人	v1#1	佚	〇	逸音　アヤマチ　サカリ	
F00317	S00437	K0101384	K01013840	Ta035840	仏上	人	v1#1	体	〇	歩本反　俗又千内反　獄名	
F00318	S00438	K0101411	K01014110	Ta036110	仏上	人	v1#1	倴	〇	俗奔字	
F00319	S00439	K0101412	K01014121	Ta036121	仏上	人	v1#1	侉／⿰亻⿱大于	〇／〇	巨佐(R)反　怯也　倄也　病也　訶也　烏佐(R)反　病詞　アフトコフ(HHH@@)	
F00320	S00441	K0101414	K01014140	Ta036140	仏上	人	v1#1	⿰亻⿱𠆢亏	〇	（無）	
F00321	S00442	K0101421	K01014210	Ta036210	仏上	人	v1#1	⿰亻⿱大鳥	〇	未詳	
F00322	S00443	K0101422	K01014220	Ta036220	仏上	人	v1#1	仗	〇	音杖(R)　ウツハモノ　タノム　ヨル　*クタル	
F00323	S00444	K0101424	K01014241	Ta036241	仏上	人	v1#1	𠆸／伎	〇／𠇞	渠倚(H)反　藝也　女樂作　妓技通　*シワサ　*アシ　タクミ　コロス　カフル	
F00324	S00446	K0101432	K01014320	Ta036320	仏上	人	v1#1	仯	〇	扶教(R)反　ー〻了〻也	
F00325	S00447	K0101433	K01014330	Ta036330	仏上	人	v1#1	𠈱	〇	俗沙字	
F00326	S00448	K0101434	K01014340	Ta036340	仏上	人	v1#1	侇	〇	音夷　阝〻	
F00327	S00449	K0101441	K01014411	Ta036411	仏上	人	v1#1	僟／僟	⿰亻㡬／〇	幾(L)音　精也	掲出字の二字目、西念寺本・高山寺本になく、観智院本の増補（小林恭治「標出漢字の有無」42-43頁例1）。
F00328	S00451	K0101442	K01014420	Ta036420	仏上	人	v1#1	佼	〇	音交(L)　クラフ　アカス	
F00329	S00452	K0101443	K01014430	Ta036430	仏上	人	v1#1	𪜳	〇	俗眠冥字　瞑本	
F00330	S00453	K0101444	K01014441	Ta036441	仏上	人	v1#1	俲／傚	〇／〇	音力兩　ナラフ(LLH)　マナフ(HHL")	
F00331	S00455	K0101451	K01014510	Ta036510	仏上	人	v1#1	倣	〇	音力兩(H)反　ナラフ　ナスラフ(ス-ソ)	
