#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian 宋本玉篇 database
#
#	Version: 1.1.3
#	Date: 20 October 2015
#	Last update : 12 January 2020
#
#	Copyright (c) 2014-2019 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute.
#	Send bug reports and feature requests via email.
#
#	TSV Format information:
#
#	SYID	: Book, leaf, recto-verso, line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Radical of Chinese character
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	Zang_page	: Zhong gu Han zi liu bian
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#   References:
#
#   臧克和著, 中古漢字流變, 華東師範大學出版社, 2008. Zang Kehe, Zhong gu Han zi liu bian, Shanghai : Hua dong shi fan da xue chu ban she, 2008.
#
#   Primary Sources:
#
#       宮内廳書陵部藏本(南宋版)：大廣益會玉篇 (box 515, no.106, photographic images).
#       澤存堂本：〔梁〕顧野王著, 大廣益會玉篇, 北京：中華書局, 1987.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	SY_def	Zang_page	KSY_diff	SY_remarks
a009b072	v1#7	玉	琯		古滿切。舜以天德嗣堯西王母獻其白琯。	40		
a009b073	v1#7	玉	𤩰		力質切。《說文》云：玉英華羅列秩秩、又《逸論語》曰：玉粲之璱兮其𤩰猛也。	40		
a009b081	v1#7	玉	瑮		同上。	40		
a009b082	v1#7	玉	珇		作土切。《方言》曰：珇好也、美也。《說文》云：琮玉之瑑。	40		
a009b083	v1#7	玉	瑩		烏定爲明二切。玉色也。《詩》云：充耳琇瑩。《傳》曰：石之次玉。又於坰切。	40		
a009b091	v1#7	玉	璊		莫昆切。《說文》曰：玉䞓色也、禾之赤苗謂之虋言璊玉色如之。	40		
a009b092	v1#7	玉	玧		同上。又以蠢切。蠻夷充耳。	40		
a009b093	v1#7	玉	瑛		於京切。美石似玉尸子龍淵玉光也、水精謂之玉瑛也。	40		
a009b101	v1#7	玉	琤		楚耕切。《說文》云：玉聲。或作錚。	40		
a009b102	v1#7	玉	瑕		胡加切。《詩傳》云：瑕過也。《廣雅》云：瑕裂穢也。鄭玄曰：瑕玉之病也。	40		
a009b103	v1#7	玉	瑲		且楊切。《說文》云：玉聲也、《詩》曰：鞗革有瑲。	41		
a010a011	v1#7	玉	玎		都廷切。《說文》云：玉聲也。齊太子諡曰玎、諡法義不克曰玎。又竹耕切。	41		
a010a012	v1#7	玉	瑀		于矩切。《大戴禮》：佩玉琚瑀以雜之。《說文》云：石之似玉者。	41		
a010a021	v1#7	玉	瑝		胡光切。玉聲也。	41		
a010a022	v1#7	玉	瑣		思果切。玉聲也。	41		
a010a023	v1#7	玉	玤		布孔步講二切。《說文》云：石之次玉、以爲系璧、一曰若蛤蚌。	41		
a010a024	v1#7	玉	㺿		異之切。石之次玉者。《蒼頡》曰：五色之石也。	41		
a010a031	v1#7	玉	珢		居恨魚巾二切。石次玉也。	42		
a010a032	v1#7	玉	𤤺		余制切。《說文》云：石之似玉者也。	42		
a010a033	v1#7	玉	璅		子道切。石次玉。	42		
a010a034	v1#7	玉	璡		子鄰切。石似玉也。	42		
a010a041	v1#7	玉	㻸		仄金才心二切。石似玉也。	42		
a010a042	v1#7	玉	𤧚		倉公切。石似玉。	42		
a010a043	v1#7	玉	𤩭		胡到切。石似玉。	42		
a010a044	v1#7	玉	𤪍		胡戛切。石似玉。	42		
a010a045	v1#7	玉	𤦼		烏灌切。石似玉。	42		
a010a046	v1#7	玉	𤫉		思協切。石似玉。	42		
a010a051	v1#7	玉	玽		音狗。石似玉也。	42		
a010a052	v1#7	玉	琂		語鞬切。石似玉也。	43		
a010a053	v1#7	玉	璶		疾刃切。石似玉。	43		
a010a054	v1#7	玉	琟		弋隹切。石似玉。	43		
a010a055	v1#7	玉	瑦		於古切。石似玉。又於都切。	43		
a010a061	v1#7	玉	㺨		息咨切。石似玉。	43		
a010a062	v1#7	玉	瑂		明丕切。石似玉。	43		
a010a063	v1#7	玉	璒		得滕切。石似玉。	43		
a010a064	v1#7	玉	瑤		余招切。《詩》云：報之以瓊瑤。《說文》云：玉之美者也。	43		玉：澤存堂本作王。據宮内庁本改。
a010a065	v1#7	玉	玗		有俱切。玉屬。《爾雅》云：東方之美者、有醫無閭之珣玗琪焉。	43		
a010a071	v1#7	玉	珣		思旬切。玉屬也。	43		
a010a072	v1#7	玉	瑎		戶皆切。黑玉也。	44		
a010a073	v1#7	玉	琨		古魂切。《書》曰：楊州貢瑤琨篠簜。琨石之美者也。	44		
a010a081	v1#7	玉	瑻		《說文》同上。	44		
a010a082	v1#7	玉	碧		彼戟切。《山海經》云：商山下多青碧。郭璞曰：亦玉類、今越嶲會無縣東山出碧。《莊子》曰：長弘死於蜀、其血化爲碧。《說文》云：石之青美者。	44		
a010a091	v1#7	玉	瓐		力胡切。《博雅》云：碧玉也。	44		
a010a092	v1#7	玉	珉		靡豳切。《山海經》云：岐山其隂多白珉。《禮記》云：君子貴玉而賤珉。鄭玄曰：石似玉。本亦作䃉、或作玟也。	44		
a010a101	v1#7	玉	瑉		同上。	44		
a010a102	v1#7	玉	㻍		五胡切。琨㻍劒名。又石次玉。與珸同。	44		
a010a103	v1#7	玉	珸		五胡切。《廣雅》云：石次玉者。亦山名、出利金。《尸子》云：琨㻍之金也。	44		
a010a104	v1#7	玉	璑		武俱切。三采玉也。	44		
a010b011	v1#7	玉	瓔		於盈切。《埤蒼》云：瓔琅石似玉也。	44		
a010b012	v1#7	玉	玞		甫紆切。《山海經》云：會稽之山下多玞石。郭璞曰：武玞石似玉、今長沙臨湖縣出之、青地白文、色葱籠不分了也。	44		
a010b021	v1#7	玉	㻬	𤨹	吐胡切。《山海經》云：小華山其陽多㻬琈。	45		㻬：原作𤨹。
a010b022	v1#7	玉	琈		扶留切。琈筍玉采色。《禮記》云：孚尹旁達。鄭玄曰：讀如浮筠也。	45		
a010b023	v1#7	玉	瑌		如兖切。《山海經》云：狀䐗之山其上多瑌石。郭璞曰：白者如冰、半有赤色者。	45		
a010b031	v1#7	玉	瑊		古咸切。瑊𤨕、美石次玉也。	45		
a010b032	v1#7	玉	玪		同上。米石山有玪珩琪。	45		
a010b033	v1#7	玉	𤨕		力德切。玉名。	45		
a010b041	v1#7	玉	玏		同上。	45		
a010b042	v1#7	玉	琇		思救餘受二切。《詩》云：充耳琇瑩。《傳》曰：琇瑩美石也。	45		
a010b043	v1#7	玉	璓		《說文》：琇。	45		
a010b044	v1#7	玉	玖		居柳切。石次玉、黑色者。	45		
a010b045	v1#7	玉	璘		力神切。璘㻞文皃。又玉色光彩。	45		
a010b051	v1#7	玉	㻞		鄙鄰切。璘㻞。	45		
a010b052	v1#7	玉	琭		力木切。《老子》云：琭琭如玉硌硌如石。	45		
a010b053	v1#7	玉	璄		於景切。玉光彩。	45		
a010b054	v1#7	玉	璟		同上。又俱永切。	45		
a010b055	v1#7	玉	㻾		於龍切。玉器也。	46		
a010b061	v1#7	玉	珠		之俞切。《說文》云：蚌之隂精、《春秋國語》曰：珠足以禦火災、是也。蜀郡平津縣出青珠。	46		
a010b062	v1#7	玉	珧		余招切。《山海經》曰：激汝之水其中多蜃珧。郭璞曰：珧亦蚌屬也。	46		
a010b071	v1#7	玉	珕		力智力計二切。佩刀飾蜃屬也。	46		
a010b072	v1#7	玉	玓		典歷切。玓瓅、明珠色也。	46		
a010b073	v1#7	玉	瓅		力的切。玓瓅。	46		
a010b074	v1#7	玉	璣		渠氣居沂二切。《說文》云：珠不圜者也。	46		
a010b081	v1#7	玉	玟		莫杯切。火齊珠。一曰石之美者。	46		
a010b082	v1#7	玉	瑰		古回切。《說文》云：玟瑰。一曰珠圜好。《子虛賦》云：赤玉玟瑰。《蒼頡》曰：火齊珠也。又音回。	46		
a010b083	v1#7	玉	瓌		同上。	46		
a010b084	v1#7	玉	玭		蒲蠲蒲賔二切。珠也。《夏書》作蠙。	47		
a010b091	v1#7	玉	琕		同上。	47		
a010b092	v1#7	玉	琅		力當切。琅玕石似玉。《說文》云：琅玕似珠者。	47		
a010b093	v1#7	玉	玕		古寒切。琅玕也。	47		
a010b094	v1#7	玉	𤥚		古文。	47		
a010b095	v1#7	玉	𤪿		古回切。《說文》：與傀同。大也。	47		
a010b101	v1#7	玉	𤥗		音留。《說文》云：石之有光璧𤥗也、出西湖中。亦作珋。	47		
a010b102	v1#7	玉	瑠		同上。	47		
a010b103	v1#7	玉	璃		力支切。瑠璃也。	47		
a010b104	v1#7	玉	珿		初六切。寸也、齊也。	47		
a010b105	v1#7	玉	琲		蒲漑蒲愷二切。珠五百枚也。亦作蜚。	47		
a011a011	v1#7	玉	珊		思安切。《說文》云：珊瑚、色赤、生於海、亦生於山。	47		
a011a012	v1#7	玉	珂		丘何切。石次玉也。亦碼碯、絜白如雪者。一云螺屬也生海中。	48		
a011a021	v1#7	玉	珬		思律切。珂珬也。劉達曰：老雕入海所化出日南。	48		
a011a022	v1#7	玉	玲		力經切。《太玄經》云：亡彼瓏玲注謂瓏玲金玉之聲。	48		
a011a023	v1#7	玉	瑴		古岳切。杜預曰：雙玉曰瑴。亦作珏。	48		
a011a031	v1#7	玉	琀		胡紺切。送終口中玉也。	48		
a011a032	v1#7	玉	𤪎		餘周餘九二切。《說文》云：遺玉也。	48		
a011a033	v1#7	玉	璗		徒黨切。《爾雅》云：黃金謂之璗。郭璞曰：金之別名。	48		
a011a041	v1#7	玉	琙		于洫切。《東觀漢記》：玄菟太守公孫琙。	48		
a011a042	v1#7	玉	𤫊		力經切。《說文》云：以玉事神也。與靈同。《大戴禮》：陽氣爲精隂氣爲𤫊、𤫊祐也。	48		
a011a043	v1#7	玉	珝		吁羽切。吳志有薛琮字珝。	49		
a011a051	v1#7	玉	璯		苦話切。晉陽秋有吳興錢璯亂。	49		
a011a052	v1#7	玉	玹		胡涓切。玉色。	49		
a011a053	v1#7	玉	珫		齒融切。珫耳也。	49		
a011a054	v1#7	玉	瑔		絕緣切。	49		
a011a055	v1#7	玉	璔		則僧切。玉皃。	49		
a011a056	v1#7	玉	玢		方貧切。玉名。	49		
a011a061	v1#7	玉	㻌		他胡切。美玉也。	49		
a011a062	v1#7	玉	𤣰		封古切。玉器也。	49		
a011a063	v1#7	玉	璝		古回切。玉也。	49		
a011a064	v1#7	玉	珻		莫杯切。玉名。	50		
a011a065	v1#7	玉	珒		子新切。玉名。	50		
a011a066	v1#7	玉	𤦯		古文。	50		
a011a071	v1#7	玉	瑯		魯當切。瑯瑘、郡名。正作琅。	50		
a011a072	v1#7	玉	瑘		以遮切。瑯瑘郡。正作邪。	50		
a011a073	v1#7	玉	瑄		音宣。《爾雅》云：璧大六寸謂之宣。郭璞曰：《漢書》云：瑄玉是也。	50		
a011a074	v1#7	玉	珹		時盈切。玉名。	50		
a011a081	v1#7	玉	𤥽		億魚切。玉名。	50		
a011a082	v1#7	玉	㺩		踈逸切。玉器也。又巨幼切。	50		
a011a083	v1#7	玉	珷		亡甫切。石似玉也。與碔同。	50		
a011a084	v1#7	玉	瑽		七恭切。瑽瑢佩玉行皃。	50		
a011a085	v1#7	玉	瑢		余恭切。瑽瑢。	50		
a011a091	v1#7	玉	琿		戶昆切。玉名。	50		
a011a092	v1#7	玉	瑫		他牢切。玉名。	50		
a011a093	v1#7	玉	璼		盧談切。玉名。	51		
a011a094	v1#7	玉	珖		古方切。珖琯也。	51		
a011a095	v1#7	玉	玸		縛無切。玉名。	51		
a011a096	v1#7	玉	珆		土來切。玉名。	51		
a011a101	v1#7	玉	玻		普波切。玻瓈玉名。	51		
a011a102	v1#7	玉	瓈		力堤切。玻瓈。	51		
a011a103	v1#7	玉	𤧯		亡凡切。玉也。	51		
a011a104	v1#7	玉	玵		五甘切。美玉也。	51		
a011a105	v1#7	玉	瑺		時羊切。玉也。	51		
a011a106	v1#7	玉	㻓		阻由切。玉名。	51		
a011b011	v1#7	玉	𤪋		古銜切。玉也。	51		
a011b012	v1#7	玉	瑡		色緇切。玉名。	51		
a011b013	v1#7	玉	㻀	⿰王㬰	昱朱切。美石次玉。	51		字頭：臧作𤧙。
a011b014	v1#7	玉	璾		節而切。	51		
a011b015	v1#7	玉	玶		皮明切。玉名。	51		
a011b016	v1#7	玉	㺭		借里切。玉名。	52		
a011b021	v1#7	玉	瓖		息將切。馬上飾。《東京賦》云：鉤膺玉瓖。	52		
a011b022	v1#7	玉	珘		之由切。玉也。	52		
a011b023	v1#7	玉	璮		他但切。玉也。	52		
a011b024	v1#7	玉	㻂		毗名切。玉也。	52		
a011b025	v1#7	玉	㻵		仕患切。玉也。	52		
a011b031	v1#7	玉	𤤼		奴倒切。俗以碼碯作𤤼。	52		
a011b032	v1#7	玉	𤨖		胡古切。玉也。	52		
a011b033	v1#7	玉	琽		得魯切。玉名。	52		
a011b034	v1#7	玉	玳		音袋。俗以瑇瑁作玳。	52		
a011b035	v1#7	玉	㺬		息進切。玉名。	52		
a011b036	v1#7	玉	㻑		扃位切。玉也。	52		
a011b041	v1#7	玉	玔		初巻切。玉玔也。	52		
a011b042	v1#7	玉	璨		七旦切。玉光也。	52		
a011b043	v1#7	玉	璦		烏代切。美玉。	53		
a011b044	v1#7	玉	珨		胡甲切。玉珨。一云蜃器。	53		
a011b045	v1#7	玉	㻷		居逆切。《埤蒼》云：垂㻷地名、出美玉。《春秋傳》作棘。	53		
a011b051	v1#7	玉	㺪		匹角切。玉未成器也。	53		
a011b052	v1#7	玉	㺷		思聿切。玉名。一云珂㺷。與珬同。	53		
a011b053	v1#7	玉	㻶		彬律切。青白玉琯也。	53		
a011b054	v1#7	玉	玥		五厥切。珠名。	53		
a011b055	v1#7	玉	㻠		徒骨切。玉瑱也。	53		
a011b061	v1#7	玉	玐		班戛切。玉聲也。	53		
a011b062	v1#7	玉	㺴		補戛切。左神名。	53		
a011b063	v1#7	玉	璛		思六切。人姓。	53		
a011b064	v1#7	玉	珞		郎各切。瓔珞、頸飾也。	53		
a011b065	v1#7	玉	珛		許救切。《說文》云：朽玉也。	53		
a011b066	v1#7	玉	珀		普百切。琥珀也。	53		
a011b071	v1#7	玉	瓙		徒到切。玉也。	54		
a011b072	v1#7	玉	璀		七罪切。璀璨玉光。	54		
a011b081	v1#8	珏	珏		古岳切。《說文》云：二玉爲一珏。或作瑴。	54		
a011b082	v1#8	珏	𨌥		扶福切。《說文》云：車笭閒皮篋、古者使奉玉所以盛之。《東京賦》：𨌥弩重旃是也。	54		
a011b091	v1#8	珏	斑		補間切。布文。《禮記》曰：斑白者不提挈。	54		
a011b092	v1#8	珏	班		布還切。《說文》云：分瑞也。又班次也、班賦也。	54		
a012a051	v2#9	土	土		他戶達戶二切。《說文》曰：地之吐生物者也、二象地之下地之中物出形也。《白虎通》曰：土主吐含萬物、土之爲言吐也。	55		
a012a061	v2#9	土	墺		於報於六二切。四方之土可居。《夏書》曰：四墺旣宅。本亦作隩。	55		
a012a062	v2#9	土	𡋮		並古文。	55		
a012a063	v2#9	土	𡋸		並古文。	55		
a012a064	v2#9	土	地		題利切。《說文》曰：元氣初分輕清陽爲天、重濁隂爲地、萬物所陳列也。《周禮》：司徒掌土會之灋辨五地之物生、一曰山林、動物宜毛、植物宜皁、二曰川澤、動物宜鱗、植物宜膏、三曰丘陵、動物宜羽、植物宜覈、四曰墳衍、動物宜介、植物宜荚、五曰原隰、動物宜臝、植物宜叢。	55		
a012a081	v2#9	土	墬		籀文。	55		
a012a082	v2#9	土	坤		苦𩱿切。《說文》曰：从土申、土位在申。	56		
a012a091	v2#9	土	垓		古苔切。《國語》曰：天子之田、九垓以食兆民。《風俗通》曰：十千曰萬、十萬曰億、十億曰兆、十兆曰經、十經曰垓。	56		
a012a092	v2#9	土	壤		如掌切。地之緩肥曰壤。	56		
a012a101	v2#9	土	堣		遇俱切。堣夷日所出。《虞書》曰：分命羲仲宅堣夷。本亦作嵎。	56		
a012a102	v2#9	土	坡		匹波切。坡坂也。	56		
a012a103	v2#9	土	塙		口角切。土堅不可拔。又口交切。	56		
a012b011	v2#9	土	坶		莫六切。《說文》曰：朝歌南七十里地。《周書》曰：武王伐紂、至于坶野。古文《尚書》作㙁。	56		
a012b012	v2#9	土	㙁		同上。	56		
a012b013	v2#9	土	墽		口教口交二切。《說文》云：磽也。	56		
a012b021	v2#9	土	壚		力都切。《夏書》曰：下土墳壚壚䟽也。	57		
a012b022	v2#9	土	墝		口交切。《公羊傳》曰：錫之不毛之地。何休云：墝埆不生五穀曰不毛。	57		
a012b023	v2#9	土	埴		時力切。《夏書》曰：厥土赤埴墳、孔傳云：土黏曰埴。	57		
a012b031	v2#9	土	垶		息營切。赤堅土也。	57		
a012b032	v2#9	土	㙚		同上。出《說文》。	57		
a012b033	v2#9	土	㙸		普角切。塊也。	57		
a012b034	v2#9	土	圤		上同。《淮南子》曰：土勝水者非一圤塞江。	57		
a012b041	v2#9	土	塊		口潰口廻二切。堛也。《莊子》云：大塊。	57		
a012b042	v2#9	土	凷		同上。	57		
a012b043	v2#9	土	𡍦		胡昆切。洛陽有大𡍦里也。	57		
a012b044	v2#9	土	堚		同上。	57		
a012b045	v2#9	土	堵		都魯切。垣也、五版爲堵。又十六尺曰堵。	57		
a012b051	v2#9	土	堛		普逼切。土塊也。	57		
a012b052	v2#9	土	壁		補歷切。垣也。	57		
a012b053	v2#9	土	𡑢		徒頰切。城上女牆也。《左氏傳》曰：環城傳於堞。	58		
a012b054	v2#9	土	堞		同上。	58		
a012b055	v2#9	土	城		視盈切。《丗本》云：鯀作城。《公羊傳》：五版堵五堵而雉百雉而城。何休曰：二萬尺凡周十一里三十三步二尺公侯之制禮天子千雉受百雉之城十伯七十雉子男五十雉。	58		
a012b071	v2#9	土	垣		禹煩切。垣牆。	58		
a012b072	v2#9	土	墉		余鐘切。牆也。	58		
a012b073	v2#9	土	圪		語訖切。《說文》云：牆高皃。《詩》云：崇墉圪圪。本亦作仡。	58		
a012b074	v2#9	土	塹		七豔切。《左氏傳》注：溝塹也。《字書》云：城隍也。	58		
a012b081	v2#9	土	壍		同上。	58		
a012b082	v2#9	土	㙩		力彫切。周垣也。又力召切。	58		
a012b083	v2#9	土	堄		魚禮魚計二切。《蒼頡篇》云：城上小垣。《廣雅》曰：女牆也。	58		
a012b084	v2#9	土	壘		力癸切。《周禮》曰：營軍之壘舍。《注》云：軍壁曰壘。	59		
a012b091	v2#9	土	塒		視之切。《爾雅》云：鑿垣而栖爲塒。郭璞云：今寒鄉穿牆棲雞。	59		
a012b092	v2#9	土	墍		虛旣切。仰塗也。《書》曰：塗墍茨。又音洎。	59		
a012b101	v2#9	土	堂		徒當切。土爲屋基也。《禮》云：天子之堂高九尺、諸侯七尺、大夫五尺、士三尺。《說文》云：殿也。又容也。	59		
a012b102	v2#9	土	坣		（並古文。）	59		
a012b103	v2#9	土	㙶		並古文。	59		
a013a011	v2#9	土	坫		都念切。反爵之坫。《說文》云：屏也。	59		
a013a012	v2#9	土	垝		居毀切。毀垣也。亦作陒。	59		
a013a013	v2#9	土	塾		殊鞠切。門側之堂。《周書》曰：先輅在左塾之前、次輅在右塾之前。《禮》曰：古之教者黨有庠家有塾。	59		
a013a021	v2#9	土	堊		烏洛切。《說文》云：白塗一曰白土也。《爾雅》曰：牆謂之堊。郭璞云：白飾牆也。	59		
a013a022	v2#9	土	墀		除飢切。《漢書注》曰：丹墀赤地也、謂以丹漆地。《說文》云：塗地也。	59		
a013a031	v2#9	土	𡎰		同上。	59		
a013a032	v2#9	土	墐		奇鎮切。塗也。《國語》曰：陵陸墐井墐溝上之道也。	60		
a013a033	v2#9	土	㙙		力奉切。塗也。《說文》：木貢切。	60		
a013a034	v2#9	土	𡊅		甫問切。《說文》云：除埽也。	60		
a013a041	v2#9	土	𡓴		古文。	60		
a013a042	v2#9	土	埽		蘇道蘇悼二切。《周禮》：隸僕掌五寑之埽除糞埽洒之事。注謂汜埽曰埽。	60		
a013a043	v2#9	土	壎		吁園切。樂器也、燒土爲之形、如鳫卵上有六孔。	60		
a013a051	v2#9	土	塤		同上。	60		
a013a052	v2#9	土	坃		並古文。	60		
a013a053	v2#9	土	壦		並古文。	60		
a013a054	v2#9	土	墼		居的切。《說文》云：瓴適也。一曰未燒者。	60		
a013a055	v2#9	土	墊		都念切。《虞書》曰：下民昏墊言天下民昏瞀墊溺皆困水災。或作蓻。	60		
a013a061	v2#9	土	埝		乃頰都念二切。下也、陷也。	60		
a013a062	v2#9	土	圣		口骨切。汝潁之閒致力於地也。	61		
a013a063	v2#9	土	均		居迍切。平也、等也、徧也。《周禮》曰：均其稍食。《注》云：均猶調度也。董仲舒曰：五帝之學曰成均。又燕齊之北賦斂平曰均。	61		
a013a071	v2#9	土	坄		唯壁切。陶竈䆫也。《儀禮》：旬人爲坄於西牆下。鄭玄曰：塊竈。本亦作垼、又作炈。	61		
a013a081	v2#9	土	垼		同上。	61		
a013a082	v2#9	土	𡊞		蒲京切。《說文》曰：地平也。亦作坪。又音病。	61		
a013a083	v2#9	土	𦩱		視陵切。隄也、埒也、畔也。《說文》曰：稻田畦也。亦作塍。	61		
a013a091	v2#9	土	塖		水埒。亦同上。	61		
a013a092	v2#9	土	基		居期切。始也。《詩》曰：基命宥密。又謀也。	61		
a013a093	v2#9	土	址		諸耳切。基也。	61		
a013a094	v2#9	土	坻		直飢切。水中可居曰坻。《方言》云：坻場也、梁宋之間、蚍蜉犁鼠之場謂之坻。又音底。《埤蒼》云：坂也。俗作坘。	61		
a013a101	v2#9	土	𡊆		同上。	61		
a013a102	v2#9	土	塡		徒堅切。賈逵曰：塞也。又滿也。又作窴。	61		
a013a103	v2#9	土	坴		力竹切。《說文》云：土塊坴也。一曰坴梁。	62		
a013b011	v2#9	土	封		甫龍切。大也、厚也。鄭玄曰：起土界也。《大戴禮》：五十里爲封。《白虎通》曰：王者易姓而起天下太平、功成封禪以告太平。封者金泥銀繩。或曰石泥金繩。封之以印璽、孔子升太山、觀易姓而王可得而數者、七十餘封是也。	62		
a013b021	v2#9	土	𡉘		古文封、或作𡉚。	62		
a013b022	v2#9	土	坎		苦感切。《易》曰：坎陷也。《爾雅》曰：小罍謂之坎。郭璞曰：形似壺大者受一斛。《詩》云：坎坎伐檀。斫木聲也。或作竷。	62		
a013b031	v2#9	土	埳		苦感切。陷也。亦與坎同。《楚辝》云：埳軻而留滯。王逸曰：埳軻不遇也。	62		
a013b041	v2#9	土	壐		昔紫切。《說文》云：王者之印也、以主土。籀文作璽。	62		
a013b042	v2#9	土	坦		他嬾切。寬皃。又平也、明也。《說文》：安也。	62		
a013b043	v2#9	土	埻		之允之閏二切。《山海經》云：騩山是埻、于四海。郭璞曰：埻猶隄也。	62		
a013b051	v2#9	土	𡓑		同上。	62		
a013b052	v2#9	土	埤		避移切。附也、助也、補也、增也。《詩》云：政事一埤益我埤厚也。	62		
a013b053	v2#9	土	型		戶經切。鑄器之法、模也。	63		
a013b061	v2#9	土	圮		皮美切。《書》曰：方命圮族。孔安國云：圮毀也。	63		
a013b062	v2#9	土	垸		後官胡翫二切。《說文》云：以桼和灰而䰍也。一曰補垸。《考工記》云：殺矢重三垸。鄭衆曰：量名。亦作烷。	63		
a013b071	v2#9	土	增		作登切。加也、重也。《爾雅》云：益也。	63		
a013b072	v2#9	土	垐		才資才即二切。《說文》云：以土增大道也。	63		
a013b073	v2#9	土	堲		在力切。疾也。《虞書》曰：龍朕堲讒說殄行。又音唧。火塾曰堲。《檀弓》曰：夏后氏堲周。又古文垐字。	63		
a013b081	v2#9	土	塏		口亥切。《說文》云：高燥也。《左氏傳》曰：更諸爽塏。	63		
