# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# YYP: Yuanben Yupian 原本玉篇 database
#
# *Yupian* 玉篇, original edition 原本. Gu Yewang 顧野王 of the Liang dynasty 梁, 543.
# This file is intended as a full-text entry-level dataset for the surviving old manuscript fragments preserved in Japan.
# The present transcription is still provisional and not yet fully proofread. Users must consult the facsimile reproductions
# and the published printed transcriptions when using the data for research purposes.
#
# Introduction to the *Yuanben Yupian* (YYP)
#
# The term Yuanben Yupian (原本玉篇, “original Yupian”) designates the tradition of Tang-dynasty manuscript copies of the Yupian,
# the lexicon compiled by Gu Yewang (顧野王) of the Liang dynasty. No complete scroll survives today; only fragments and partial
# rolls are extant. In Japan, surviving portions are today preserved in institutions such as the Daitōkyū Kinen Bunko, Waseda
# University, the Kyoto National Museum, Fujita Museum, Jingū Bunko, Daifukukō-ji, Kōzan-ji, and Ishiyama-dera. The current dataset
# contains 2,087 entry-level records. Known portions include juan 8 (Heart radical); juan 9, now divided among Waseda University,
# the Kyoto National Museum, and an untraced fragment; juan 18 latter portion (preserving radical 271 放部 through 274 工部,
# and radical 277 卜部 through 284 方部, including the 卜, 車, and 舟 sections); juan 19 (Water radical 285); juan 22
# (from radical 343 山部 through radical 356 厽部, ending at 參); juan 24 (Fish radical 397); and juan 27
# (from 糸部 425 through 索部 431). Many of these witnesses are designated
# National Treasures or Important Cultural Properties.
#
# As foundational resources for full-text transcription, the facsimile volumes published in the 1930s series Tōhō Bunka Sōsho
# (東方文化叢書) remain standard points of reference. Additional sources include the 1882 carved edition in Li Shichang and Yang
# Shoujing’s *Guyi Congshu* (古逸叢書), Luo Zhenyu’s 1917 facsimile edition, and the 1985 Zhonghua Shuju edition. The sectional
# sequence of juan 27 can be reconstructed by combining the Kōzan-ji and Ishiyama-dera manuscripts, while images of juan 9 are
# publicly available through Waseda University’s digital collection. Recent scholarship, notably Yao Yongming’s *Yuanben Yupian
# Canjuan Jiaozheng* (《原本玉篇殘卷校證》, 2023), has further advanced the collation and philological study of the surviving manuscripts.
#
# Version: 1.1.2
# Date: 23 May 2026
# Last update : 20 June 2026
#
# Copyright (c) 2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# File Format Information:
# Delimiter: Tab (\t)
# Encoding: UTF-8
# Header Row: The line immediately following these comment lines is the header row containing column names.
#
# Column Description:
# YYID              Item ID. Begins with `Y`, followed by volume and location-based numbering as assigned in the working data.
# YY_vol_radical    Volume and radical number, e.g. `v08#088`, `v27#425`.
# Entry             Headword.
# Lv_page           Page or location reference used in the Lü Hao (Lv Hao) 呂浩 reference framework.
# Yao_page          Page or location reference used in the Yao Yongming 姚永銘 reference framework; available only for a small portion of the dataset.
# YY_def            Definition of pronunciation, meaning, variants, and citations.
# YY_remarks        Editor's notes and structural notes in the working data.
# TBID              Cross-reference ID to `KTB.tsv` when available.
# SYID              Cross-reference ID to `SYP.tsv` when available; `△` indicates no direct correspondence was assigned in the current data.
# YY_img_filename   Image filename corresponding to the entry in the current image set; this refers to an internal working image set, not publicly released.
#
# Data Conventions:
# - Empty fields are represented by an empty string ("").
# - Cross-reference columns (`TBID`, `SYID`) preserve the current working values as-is.
# - `YY_def` retains punctuation, omission markers, and editorial signs exactly as entered in the source spreadsheet.
# - `YY_remarks` retains current editorial comments, including notes such as `重文`, `有再注字`, `字体注`, and `原本補入`.
#
# Primary Sources:
# - Surviving manuscript fragments of the original *Yupian* preserved in Japan, including vols. 8, 9, 18, 19, 22, 24, and 27.
# - Major holders include Kōzan-ji 高山寺, Ishiyama-dera 石山寺, Waseda University, Kyoto National Museum, Fujita Museum, Jingū Bunko, Dai Tōkyū Kinen Bunko, and Daifukukō-ji.
#
# Reproductions and Reference Editions:
# - 黎庶昌・楊守敬『古逸叢書』所収『原本玉篇』, 1882.
# - 羅振玉跋『原本玉篇残巻』, 1917.
# - 東方文化叢書第六所収の各巻影印, 東方文化学院, 1933-1935.
# - 『原本玉篇残巻』, 中華書局, 1985.
#
# Editions and annotated studies
# - Okai Shingo, *Gyokuhen no Kenkyū* (『玉篇の研究』), The Toyo Bunko, 1933.
# - Mabuchi Kazuo, “Gyokuhen Itsubun Hosei” (「玉篇佚文補正」), *Tokyo Bunrika Daigaku Kokugo Kokubun Gakkai Kiyō* (『東京文理科大学国語国文学会紀要』), 3: 1–153, 1952.
# - Kōzanji Tenseki Monjo Sōgō Chōsadan, *Kōzanji Kojisho Shiryō Daiichi* (『高山寺古辞書資料第一』), University of Tokyo Press, 1977.
# - Hu Jixuan, *Yupian Jiaoshi* (《玉篇校釋》), Shanghai Guji Chubanshe, 1989.
# - Zang Kehe, *Zhonggu Hanzì Liubian* (《中古漢字流變》), East China Normal University Press, 2008.
# - Lv Hao, *〈Yupian〉 Wenxian Kaoshu* (《〈玉篇〉文獻考述》), Shanghai People’s Publishing House, 2018.
# - Yao Yongming, *Yuanben Yupian Canjuan Jiaozheng* (《原本玉篇殘卷校證》), Zhejiang Guji Chubanshe, 2023.
#
# This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526, 23K17500 and 25K00466.
#
# Notes:
# - `Yao_page` remains a work-in-progress reference field.
#
YYID	YY_vol_radical	Entry	Lv_page	Yao_page	YY_def	YY_remarks	TBID	SYID	YY_img_filename
Y09101054-2	v09#091	謷	127	37	五勞反。五交反。《尚書大傳》：出教不得民心則民讙謷。野王案：謷亦讙也。《說文》：不肖人也。一曰：哭不悲也。		3_013_A12	a084a021	Y09a-06-01-2.jpg
Y09101055-1	v09#091	諼	127	38	許爰反。《公羊傳》：其言救江河爲諼也，何休曰：諼，作也，《毛詩》：終不可諼兮，傳曰：諼，忘也，《爾雅》：有斐君子終不可諼兮，道盛至善民之不能忘也，郭璞曰：言常思念之。		3_013_A21	a084a022	Y09a-06-02-1.jpg
Y09101056-1	v09#091	訹	127	38	私律反。《服烏賦》：訹迫之徒，或趨西東孟康曰為利所誘訹也，《說文》：誘也，《廣雅》：訹，謏也。		3_013_A22	a084a023	Y09a-06-03-1.jpg
Y09101057-1	v09#091	譇	127	38	丑加傷加二反。《說文》：譇拏羞窮也。《蒼頡篇》：詐，謣也。	謣は原本字形小異	3_013_A31	a086b104	Y09a-06-04-1.jpg
Y09101058-1	v09#091	詑	127	39	湯柯達可二反。《楚辞》：或詑謾而不疑。野王案，《說文》：兖州謂欺曰詑也。		3_013_A32	a084a024	Y09a-06-05-1.jpg
Y09101058-2	v09#091	詉	127	39	女加。《埤蒼》：譇詉，言不解也。野王案：《方言》：即謰謱也。爲拏字在手部也。		3_013_A41	a086b105	Y09a-06-05-2.jpg
Y09101059-1	v09#091	謘	127	39	直梨反。《說文》：語諄䜄者也。	謘、原作⿰言𡱝。	3_013_A42	a084a031	Y09a-06-06-1.jpg
Y09101059-2	v09#091	謾	127	39	馬諫馬姦二反。《莊子》：僻陋謾誕。野王案：《說文》：謾欺也。《方言》：秦晉謂慧為謾。郭璞曰：言詑謾也。又曰謾怠懼也，燕代之間曰謾，怠也。		3_013_A51	a084a032	Y09a-06-06-2.jpg
Y09101060-1	v09#091	謺	128	40	之頰反。《說文》：拾謺也。		3_013_A52	a084a033	Y09a-06-07-1.jpg
Y09101060-2	v09#091	𧩳	128	40	土亞反。《說文》：蹔語也。野王案：今並為乍字。在乍部。	字体注：野王案今並爲乍字在乍部。	3_013_A61	a084a034	Y09a-06-07-2.jpg
Y09101061-1	v09#091	謰	128	41	旅剪反。《方言》：謰謱拏也，南楚曰謰謱。郭璞曰：言譇拏也。《字書》：或爲嗹字，在口部也。	字体注：字書或爲嗹字在口部也。	3_013_A62	a084a041	Y09a-06-08-1.jpg
Y09101062-1	v09#091	謱	128	41	洛口反。《廣雅》：謱謰(!)囒哞也。《字書》：謰謱不解也。一曰：重也。或爲嘍字，在口部也之(!)。	字体注：或爲嗹字在口部也。	3_013_B11	a084a042	Y09a-06-09-1.jpg
Y09101062-2	v09#091	詒	128	41	与之反。《尚書》：詒厥子孫。孔安国曰：詒遺也。《尓雅》：亦云。郭璞曰：謂相歸遺也。《毛詩》：詒尓孫謀。《箋》：云：詒傳也。《韓詩》：縱我不往，子寧不詒音。詒寄也，曾不寄問也。《說文》：一曰相喜也。《字書》：或為貽字。在貝部也。	字体注：字書或爲貽字在貝部也。	3_013_B12	a084a043	Y09a-06-09-2.jpg
Y09101064-1	v09#091	謵	128	42	傷協丑協二反。《說文》：謵讋也。《聲類》：謵讋言不止。		3_013_B21	a084a044	Y09a-06-11-1.jpg
Y09101065-1	v09#091	譺	128	42	魚記反。《說文》：譺咍也。《蒼頡篇》：譺欺也。《廣雅》：譺調也。野王案：相啁調也。		3_013_B22	a084a051	Y09a-06-12-1.jpg
Y09101065-2	v09#091	誑	128	43	俱放反。《國語》：天又誑之。賈逵曰：誑猶惑也。《左氏傳》：是我誑吾兄。杜預曰：誑欺。《尓雅》：侜張誑。郭璞曰：《書》：云無或侜張為眩，〻欺誑人也。《聲類》：或為㤮字。在心部。	字体注：聲類或爲㤮字在心部。	3_013_B31	a084a052	Y09a-06-12-2.jpg
Y09101066-1	v09#091	𧬮	128	44	爪詐反。《說文》：𧬮，相誤也。		3_013_B32	a084a053	Y09a-06-13-1.jpg
Y09101067-1	v09#091	譖	128	44	莊賃反。《公羊傳》：譖公于齊侯。何休曰：如其事曰訴，加誣曰譖。劉兆曰：言旁入曰譖。《廣雅》：譖毀也。		3_013_B41	a084a054	Y09a-06-14-1.jpg
Y09101068-1	v09#091	訕	128	44	所姦反。《論語》：惡居下而訕上。孔安国曰：訕謗毀也。野王案：《礼記》：為人臣者有諌而無訕是也。《蒼頡篇》：非也。		3_013_B51	a084a055	Y09a-06-15-1.jpg
Y09101068-2	v09#091	譏	128	45	居依反。《公羊傳》：何譏尓。何休曰：譏猶譴也。《礼記》：關執禁以譏。鄭玄曰：譏𧨂察也。《說文》：誹也。《廣雅》：譏〻諫，譏問也之。		3_013_B52	a084a061	Y09a-06-15-2.jpg
Y09101069-1	v09#091	誣	128	46	武反虞。《左氏傳》：祗取誣焉。杜預曰：誣欺也。《国語》：其刑橋誣。賈逵曰：非先王之法曰橋，加誅無罪曰誣。又曰欒氏之誣晉。賈逵曰：以惡取善曰誣。《礼記》：不首其義是誣於祭也。鄭玄曰：誣猶忘也。又曰誣上行私而不可止。鄭玄曰：誣岡也。又曰受祿不誣。鄭玄曰：於事不誣。鄭玄曰：於事不信曰誣。《方言》：誣䛳與也。呉越曰誣，荊齊曰䛳，與秦晉言何與也。郭璞曰：相何為者所以致誣䛳也。《說文》：加言也。	武虞反：原作武反虞。	3_013_B61	a084a062	Y09a-07-01-1.jpg
Y09101073-1	v09#091	誹	129	46	甫違反。《大戴礼》：立誹謗之礼，欲諫之鼓。野王案，《服虔注漢書》：曰：作之梁橋交午柱頭。應劭曰：橋樑邊板所以書政治之諐失也，至秦去之，今乃復立也。《說文》：誹謗也。		3_013_B62	a084a063	Y09a-07-05-1.jpg
Y09101074-1	v09#091	謗	129	47	補浪反。《左氏傳》：謗國之。杜預曰：謗毀也。又曰：進昨者莫不謗。杜預曰：謗詛。《國語》：國人謗王。賈逵曰：謗誹也。又曰：左史謗之。賈逵曰：對人道其惡也。	http://www.jianbo.org/admin3/2009/xuedeng10/guowanqing.htm　に考証あり	3_014_A11	a084a064	Y09a-07-06-1.jpg
Y09101075-1	v09#091	譸	129	48	竹尤反。《尚書》：無或胥譸張焉為幻。孔安国曰：譸張誑也，無有相欺或多者。或為侜字。在人部。《聲類》：亦嚋字也。野王案：嚋誰也。音除留反。在口部也。	字体注：或爲侜字在人部，聲類嚋字也，野王案嚋誰也，音除留反在口部也。	3_014_A12	a084a065	Y09a-07-07-1.jpg
Y09101076-1	v09#091	詶	129	48	《說文》：亦譸字也。		3_014_A21	a084a071	Y09a-07-08-1.jpg
Y09101077-1	v09#091	訄	129	49	去牛渠牛二反。《說文》：訄迫也。	古屋1984:26㉗に挙例。「去牛」は去声尤韻溪母。「渠牛」は去声尤韻群母。	3_014_A22	a084a072	Y09a-07-09-1.jpg
Y09101078-1	v09#091	詛	129	49	俎據反。《周礼》：詛祝掌盟詛而祝號。鄭玄曰：盟𥛜主於要誓，大事曰盟，小事曰詛。《注》：又曰：詛謂祝之使敗也。野王案：《尚書》：厥口詛祝。《毛詩》：侯詛侯祝是也。又曰：詛掌司盟掌万民之犯命者，詛其不信者。鄭玄曰：盟詛者欲相共惡之也。或為𥛜字。在示部。		3_014_A31	a084a073	Y09a-07-10-1.jpg
Y09101079-1	v09#091	䛆	129	50	丈又反。《說文》：䛆祝也。或為𥛅字。在示部。		3_014_A32	a084a081	Y09a-07-11-1.jpg
Y09101079-2	v09#091	誃	129	50	舒紙直移二反。《尓雅》：誃離也。《說文》：分離也。周景王作洛陽誃臺。《聲類》：離別也。	古屋1984:24⑤に挙例。	3_014_A41	a084a083	Y09a-07-11-2.jpg
Y09101080-1	v09#091	謻	129	50	《聲類》：亦誃字也。		3_014_A411	a084a084	Y09a-07-12-1.jpg
Y09101080-2	v09#091	誖	129	50	補潰反。《尚書》：實誖天道。孔安国曰：誖乱也。《周易》：雷風不相誖。韓康伯曰：誖逆也。或為悖字，在心部。	字体注：或爲悖字在心部。	3_014_A43	a084a085	Y09a-07-12-2.jpg
Y09101081-1	v09#091	𢨋	129	51	《說文》：籀文誖字也。	重文	3_014_A44	a084a086	Y09a-07-13-1.jpg
Y09101081-2	v09#091	䜌	129	51	力官反，力全反。《說文》：䜌乱也，一曰理也，一曰不絕也。《漢書》：鉅鹿郡有南䜌縣。		3_014_A51	a084a087	Y09a-07-13-2.jpg
Y09101082-1	v09#091	𤔪	129	52	《說文》：古文䜌字也。	標字字形不審。仮に說文の字形とする。重文	3_014_A511		Y09a-07-14-1.jpg
Y09101082-2	v09#091	誤	129	52	牛故反。《尚書》：其勿誤于庶獄。孔安国曰：誤謬也。野王案：《左氏傳》：以救公誤之遂失秦伯是也。	庶：原作鹿。	3_014_A52	a084a082	Y09a-07-14-2.jpg
Y09101083-1	v09#091	詿	129	52	公賣反。《說文》：詿誤也。野王案：《漢書》：政為文所詿誤是也。		3_014_A61	a084a091	Y09a-07-15-1.jpg
Y09101083-2	v09#091	誒	130	53	虚疑反。《說文》：誒〻可忌之辞也。《春秋傳》：曰：誒〻出是也。野王案：《莊子》：桓公見鬼公反，誒〻為病，數月不出是也。又云〻一曰然也。野王案：然亦應也。与唉字，在口部也。	字体注：与唉字同在口部也。	3_014_A62	a084a092	Y09a-07-15-2.jpg
Y09101085-1	v09#091	譆	130	53	虗箕反。《毛詩》：噫嘻成王。《傳》：曰：譆勅也。《箋》：云：噫譆有所多大之聲也。《左氏傳》：從者曰譆。杜預曰：懼聲也。《礼記》：伯魚之母死，㫷而猶哭。夫子曰：譆其甚矣。鄭玄曰：譆悲恨之聲也。《說文》：哀痛也，歡和。又嘻字，在口部也。	字体注：譆爲嘻字在口部也。	3_014_B11	a084a093	Y09a-08-02-1.jpg
Y09101086-1	v09#091	詯	130	54	胡内反。《說文》：瞻滿氣也。《蒼頡篇》：胡市也。《聲類》：在人上也。《字書》：一曰市決後悔也。		3_014_B12	a084a094	Y09a-08-03-1.jpg
Y09101087-1	v09#091	謧	130	54	力支力池二反。《方言》：謧拖，欺慢之語也，楚郢以南，東楊之郊通語也。郭璞曰：亦中国相輕易蚩弄之言也。《說文》：謧忚多言也。《埤蒼》：為㦒字。在心部。	古屋1984:24④に挙例。	3_014_B21	a084a101	Y09a-08-04-1.jpg
Y09101088-1	v09#091	訿	130	55	子尓反。《毛詩》：翕〻訿〻。《傳》：曰：訿〻然不思稱其上也。又曰：皋〻訿〻。《傳》：曰：訿〻窳不供軄也。《尓雅》：亦云訿〻不供軄也。郭璞曰：賢者陵替姦黨𢴠盛背公恤私曠軄事也。《韓詩》：翕〻訿〻不善之皃也。《說文》：或爲此以(啙)字，在此部。	恤、原文模糊。此以(啙)、原文二字書写。/字体注：說文爲啙字在此部。	3_014_B22	a084a102	Y09a-08-05-1.jpg
Y09101090-1	v09#091	訾	130	55	子移反。《国語》：貲相其質。賈逵曰：訾量也。《礼記》：不訾重噐。鄭玄曰：訾思也。《說文》：思稱意也。《諡法》：收今述古曰訾也。		3_014_B31	a084a103	Y09a-08-07-1.jpg
Y09101091-1	v09#091	𢋀	130	56	《字書》：或訾字也。		3_014_B32	△	Y09a-08-08-1.jpg
Y09101091-2	v09#091	詍	130	56	餘世反。《說文》：詍〻多言也。野王案：《毛詩》：無然詍〻是也。或為呭字。在口部。	字体注：或爲呭字在口部。	3_014_B33	a084a104	Y09a-08-08-2.jpg
Y09101092-1	v09#091	䛬	130	56	道刀反。《說文》：王来言也，一曰視也，一曰小兒未能正語也。《字書》：詖䛬也。	詖：當作詜。	3_014_B41	a084b012	Y09a-08-09-1.jpg
Y09101092-2	v09#091	䛌	130	56	《說文》：或䛬字也。		3_014_B42	a084b013	Y09a-08-09-2.jpg
Y09101093-1	v09#091	𧦦	130	57	如藍如簷二反。《說文》：𧦦〻多言也。樂浪有𧦦邯縣。	〓は詹か	3_014_B43	a086b063	Y09a-08-10-1.jpg
Y09101093-2	v09#091	䜚	130	57	達荅反。《說文》：䜚誻也。《字書》：䜚誻相及也。		3_014_B51	a084b021	Y09a-08-10-2.jpg
Y09101093-3	v09#091	誻	130	57	他荅徒荅二反。《說文》：䜚誻也。《聲類》：䜚誻皆妄語也。		3_014_B52	a084b022	Y09a-08-10-3.jpg
Y09101094-1	v09#091	詽	130	57	呼田反。《說文》：爭語詽〻也。《蒼頡篇》：詽訶也。《廣雅》：詽怒也。		3_014_B61	a084b023	Y09a-08-11-1.jpg
Y09101094-2	v09#091	讗	131		胡圭反。《說文》：言疾皃也。一曰：相數讗也。《字書》：或爲𡄴字，在口部也。	字体注：字書或為𡄴字在口部也。	3_014_B62	a084b024	Y09a-08-11-2.jpg
Y09101095-1	v09#091	訇	131		呼泓反，胡蠲反。《西京賦》：沸卉砰訇。《說文》：騃言聲也。《聲類》：音大也。《說文》：又曰漢中正有訇鄉也。		3_015_A11	a084b025	Y09a-08-12-1.jpg
Y09101096-1	v09#091	𧥻	131		《說文》：籀文訇字也。		3_015_A12	a084b031	Y09a-08-13-1.jpg
Y09101096-2	v09#091	𧭹	131		裨身反。《說文》：𧭹比也。野王案，《毛詩》：國步斯𧭹是也。今爲頻字，在頻部。		3_015_A13	a084b076	Y09a-08-13-2.jpg
Y09101097-1	v09#091	諞	131		裨蟬皮免二反。《尚書》：截〻善諞言。《孔安國》：曰：巧善爲辯佞之言也。《說文》：巧言也。		3_015_A22	a084b032	Y09a-08-14-1.jpg
Y09101097-2	v09#091	𧥣	131		空後反。《說文》：𧥣扣也。如求婦先𧥣發之。野王案：以言相扣發也。《論語》：𧥣其兩端。《公羊傳》：吾爲子口隱並是也。《廣雅》：𧥣美也。今爲叩字，在口部。或爲扣字，在手部。		3_015_A21	a084b033	Y09a-08-14-2.jpg
Y09101099-1	v09#091	誽	131		女佳反。《說文》：言相誽同埤也。《蒼頡》：詀誽言不正也。		3_015_A31	a084b034	Y09a-09-02-1.jpg
Y09101099-2	v09#091	誂	131		達鳥反。《說文》：相呼誘也。野王案：《史記》：吳王，欲反乃使中大夫應高誂膠西王是也。《廣雅》：誂誽也。		3_015_A32	a084b077	Y09a-09-02-2.jpg
Y09101100-1	v09#091	譄	131		子恒反。《說文》：恒言也。野王案，与增字同，在土部也。		3_015_A41	a084b041	Y09a-09-03-1.jpg
Y09101100-2	v09#091	譀	131		胡濫反。《東觀漢記》：雖誇譀猶令人面熱。《說文》：譀誕也。《廣雅》：譀話也，譀調也。		3_015_A42	a084b044	Y09a-09-03-2.jpg
Y09101101-1	v09#091	𧧴	131		《說文》：俗譀字也。		3_015_A43	a084b051	Y09a-09-04-1.jpg
Y09101101-2	v09#091	詄	131		徒結反。《漢書》：天門開詄蕩〻。如淳曰：詄天體堅清狀也。《說文》：詄忘也。		3_015_A51	a084b042	Y09a-09-04-2.jpg
Y09101102-1	v09#091	諅	131		渠記反。《說文》：忌也。《周書》：曰：尚不諅于凶德是也。		3_015_A52	a084b043	Y09a-09-05-1.jpg
Y09101102-2	v09#091	誇	131		苦華反。《尚書》：憍滛矜夸将由惡。孔安国曰：憍恣過制以自夸大也。《方言》：夸滛也。《說文》：誇譀也。野王案：以大言相誇誕也。《漢書》：上將大誇胡人是也。《諡法》：華言不實曰誇合。亦或為夸字。在大部。		3_015_A61	a086b036	Y09a-09-05-2.jpg
Y09101104-1	v09#091	誕	131		達恒反。《尚書》：乃逸乃詹既誕。孔安国曰：誕欺也。又曰：乃誕敷文德。孔安国曰：誕大也。《毛詩》：旄丘之葛兮，何誕之節兮。《傳》：曰：誕闊節也。《韓詩》：誕先登于岸誕信也。《左氏傳》：子皙之欲背誕。杜預曰：背命放誕也。《淮南》：弦高誕而存鄭。許叔重曰：誕謾也。《說文》：調誕也。		3_015_A62	a084b055	Y09a-09-07-1.jpg
Y09101106-1	v09#091	𧥡	131		《說文》：籀文誕字。	重文	3_015_A621	a084b061	Y09a-09-09-1.jpg
Y09101106-2	v09#091	䜕	132		莫芥反。《說文》：譀也。		3_015_B11	a084b052	Y09a-09-09-2.jpg
Y09101106-3	v09#091	𧮚	132		《字書》：或䜕字也。		3_015_B111	a084b053	Y09a-09-09-3.jpg
Y09101107-1	v09#091	訌	132		胡東反。《毛詩》：蛑賊內訌。《傳》：曰：訌潰也。《箋》：云：爭訟相陷人之言也。《爾雅》：亦云。郭璞曰：謂潰敗也。	陷：原作角。據宋本改。	3_015_B12	a084b054	Y09a-09-10-1.jpg
Y09101107-2	v09#091	謔	132		虗虐反。《毛詩》：無然謔〻。《傳》：曰：謔〻然喜樂也。《尓雅》：謔浪戲謔也。郭璞曰：謂相啁戲也。又曰：謔〻崇讒慝也。郭璞曰：樂禍助虐增譖惡也。《說文》：謔即戲也。《詩》：云：善戲謔兮是也。		3_015_B21	a084b062	Y09a-09-10-2.jpg
Y09101109-1	v09#091	詪	132		古恨反，胡典反。《說文》：即詪也。《廣雅》：詪〻語也。		3_015_B22	a087a021	Y09a-09-12-1.jpg
Y09101109-2	v09#091	𧬨	132		呼會反。《說文》：𧬨聲也。《詩》：曰：𧬨〻其聲是也。鑾聲為鐬字，在金部。鳳羽翽〻字，在羽部也。		3_015_B31	a084b063	Y09a-09-12-2.jpg
Y09101110-1	v09#091	讙	132		虗園反呼丸反。《礼記》：子夏曰鼓聲之聲讙。鄭玄曰：讙嚻之聲也。《方言》：讙讓也，自閞而西秦晉之間凡言相責讓曰讙讓，北燕曰讙。《廣雅》：讙鳴也。《聲類》：以為亦𡅻字也。野王案：𡅻呼召也。音荒旦反。在㗊部。古文為吅字。吅驚也。在吅部也。	讙讓：當作譙讓。讙鳴也：讙字補入。𡅻：原作嚻。在㗊部：原作在嚻部。字吅：此二字補入。	3_015_B32	a084b064	Y09a-09-13-1.jpg
Y09101112-1	v09#091	諠	132		虗園反。《聲類》：諠譁也，一曰忘也。野王案：此亦讙字也。		3_015_B41	a084b065	Y09a-09-15-1.jpg
Y09101112-2	v09#091	諣	132		呼卦反。《說文》：疾言也。		3_015_B42	a084b073	Y09a-09-15-2.jpg
Y09101112-3	v09#091	𧮓	132		徒回反。《說文》：譟也。		3_015_B51	a084b074	Y09a-09-15-3.jpg
Y09101113-1	v09#091	訆	132		公弔反。《說文》：訆忌言也。《春秋傳》：曰：或訆宗大廣(庿)是。《字書》：或叫字也。叫嘑也。在口部。	掲出字、原作䚯。叫、原作𠮧。	3_015_B52	a084b075	Y09a-09-16-1.jpg
Y09101113-2	v09#091	謕	132		徒埿反。《方言》：南楚或謂支註曰詀謕轉語也。在口部也。	原本脫字體注「啼」字、參見萬象名義及新撰字鏡、可知後二書所參玉篇原本與現存本系統相異。2015.8.20李媛	3_015_B61	a085a044*	Y09a-09-16-2.jpg
Y09101114-1	v09#091	譁	132		呼瓜反。《尚書》：人無譁聽朕命。孔安國曰：無讙譁也。《方言》：譁化也。燕朝鮮洌水之間曰譁。		3_015_B62	a084b071	Y09a-10-01-1.jpg
Y09101115-1	v09#091	𧪮	132		《方言》：𧪮然也。郭璞曰：亦應聲也。《說文》：亦𧪮字也。《廣雅》：𧪮應也。	亦𧪮字也：万象名義作「譁字」。	3_016_A11	a084b072	Y09a-10-02-1.jpg
Y09101115-2	v09#091	譌	132		吾戈反。《尚書》：平秩南譌。孔安国曰：譌化也。《毛詩》：民之譌言。《箋》：云：譌僞也。又曰：或寢或僞。《傳》：曰：訛動也。《韓詩》：譌覺也。又曰：譌言諠言也。《尓雅》：譌言也。郭璞曰：世以妖言爲譌言也。		3_016_A12	a084b081	Y09a-10-02-2.jpg
Y09101117-1	v09#091	訛	132		《字書》：亦譌字也。《聲類》：或復爲吪字，在口部。		3_016_A21	a084b082	Y09a-10-04-1.jpg
Y09101117-2	v09#091	詤	133		虗冈反。《說文》：夢言也。《廣雅》：詤忽也。野王案，此亦与怳字同，在心部。		3_016_A22	a084b084	Y09a-10-04-2.jpg
Y09101118-1	v09#091	謈	133		蒲卓反。《說文》：大嘑也，自冤也。野王案，《漢書》：郭舍人不勝痛呼謈是也。		3_016_A31	a084b083	Y09a-10-05-1.jpg
Y09101118-2	v09#091	訬	133		仕交反。《說文》：訬擾也。一曰訬獪也。《聲類》：亦䰫字。䰫健也，疾。今謂健目訬䰫。在鬼部。野王案：許叔重注《淮南》：云：楚辞謂剽輕為害之鬼為䰫。今亦以人相勁健為訬。	楚辞：辞字補入。	3_016_A32	a084b091	Y09a-10-05-2.jpg
Y09101120-1	v09#091	謬	133		靡幼反。《尚書》：青繩諐糺謬其悲。野王案：謬猶僻乱也。《礼記》：孔子曰不能詩糺謬。鄭玄曰：謬誤也。《方言》：謬詐也，自開而東西或曰謬。《說文》：狂者之忘言也。《廣雅》：謬欺也。《諡法》：名与實爽曰謬。劉熙曰：謬差也，名清而實濁也。	尚書青：「青」字、疑當作「曰」。悲：當作「其心」。謬誤也：「也」字、原作「世」。名与實爽曰謬：「爽」字、原作「爕」。劉熙曰：原作「劉曰熙」。	3_016_A41	a084b092	Y09a-10-07-1.jpg
Y09101122-1	v09#091	諆	133		居疑反。《尓雅》：諆謀也。野王案：謂謀謨也。今亦為基字。在土部也。		3_016_A42	a084b093	Y09a-10-09-1.jpg
Y09101122-2	v09#091	誋	133		渠記反。《礼記》：；敬誋冈有擇言在躬。鄭玄曰：誋之言誡也。《廣雅》：誋告也。亦為忌字。在心部。		3_016_A51	a084b094	Y09a-10-09-2.jpg
Y09101123-1	v09#091	譎	133		公穴反。《論語》：晉文公譎而不止。鄭玄曰：譎詐也。《方言》：自關而東西或謂詐為譎。《毛詩》：主文而譎諫。鄭玄曰：譎諫詠歌依違不直諫。或為憰字。在心部。		3_016_A52	a084b101	Y09a-10-10-1.jpg
Y09101124-1	v09#091	訏	133		況俱反。《毛詩》：實譚實訏。《箋》：云：謂張口嗚訏也。又曰洵訏且樂。《傳》：曰：訏大也。《方言》：訏若言也。中齊西楚之郊曰訏。《說文》：一曰詭偽也。	詭偽也：「偽」字、說文作「詭譌也」、万象名義作「偽」。	3_016_A61	a084b102	Y09a-10-11-1.jpg
Y09101125-1	v09#091	𧪰	133		子雅反。《說文》：𧪰嗟也。野王案，憂歎之辞也。亦歎美也。嗟字同，在口部。古文爲𨲠字，在長部也。		3_016_A62	a084b103	Y09a-10-12-1.jpg
