# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.97
# Date: 2024-06-11
# Last update : 2025-03-17
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# KRID_wakun_no: Serial number assigned to each Japanese reading (wakun) annotation within an item (item serial No. + wakun serial No.). A suffix (b, c, …) is added for branching Japanese reading annotations.
# KR2ID: The ID number assigned based on its location in the Kazama edition
# Entry: Hanzi glyph of the headword
# Def: Definitional annotation through Japanese reading (wakun)
# Word_form: Normalized form of a Japanese reading annotation (wakun)
# Wakun_Hanzi: Wakun in katakana, with its Hanzi form parenthesized
# Wakun_variant: Katakana wakun variation added to the primary form (usually added to the left or right side). If incorrect wakun are corrected, an arrow (←) is precedes the incorrect reading.
# Hanzi_variant: Hanzi variant glyphs
# JK_ID: ID in the Nihon Kokugo Daijiten (2e), The Shogakukan Japanese dictionary, Japanknowledge edition
# Remarks: Editor's notes
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_wakun_no	KR2ID	Entry	Def	Word_form	Wakun_Hanzi	Wakun_variant	Hanzi_variant	JK_ID	Remarks
F00045_07	K0100332	倚	ヨリイル	よりゐる	ヨリヰル（倚）			2002045a52b9OQI62DOu	正宗索引「ヨリイル」に「高本ヨリヰル」。池田按：蓮成院本、高山寺本「ヨリヰル」。
F00045_08	K0100332	倚	ヒヽム	よよむ	ヨヨム（倚）			2002045a27137gib7jIQ	蓮成院本(上1・1ウ4)・高山寺本(4オ1)「ヨヽム」。「ヒヽム」は「ヨヽム」の誤（高山寺本巻上4表による），山田孝雄『国語学史』119頁に言及あり。正宗索引「ヒヽム」に「よゝむの誤高本ニヨル」、「よゝむ」に「ヒヽムと誤れり」。
F00045_09	K0100332	倚	ヨリフス	よりふす	ヨリフス（倚）			2002045ab0828kFxN777	高山寺本(4オ1)「ヨリフス(H@@@)」。
F00046_01	K0100341	徒／ー（倚）	タヽスム(LHH"L)	たたずむ	タタズム（徒倚）			2002029eab21gDJnG16U	遊仙窟訓の例「徙倚とタヽスシテ」（築島裕「類聚名義抄の倭訓の源流について」『国語と国文学』27(7)、1950年）。また、中村宗彦は、遊仙窟「彷徨徙倚」が典拠であり、「徙倚」とすべき例とする。誤読・誤写例。中村宗彦「類聚名義抄和訓の定位」26頁。
F00046_02	K0100341	徒／ー（倚）	ヨロホフ	よろほふ	ヨロホフ（徒倚）			N/A	高山寺本(4オ1)「ヨロホフ(@H@@)」。日国未収。
F00047_01	K0100342	ー（倚）／子	イシ	いし	イシ（倚子）			200200379f6bLW75LB2q	道円本和名抄(巻14調度部中)「倚子　本朝式云紫宸殿設黒柿倚子」。山本秀人「改編本類聚名義抄における増補された和訓の色葉字類抄との関係について」『高知大国文』31の例9。字音読み。高山寺本(4オ1)「イシ(HH)」。
F00048_02	K0100343	倍	マサル-ス(@@L-@)	まさる	マサル（倍）	マス（倍）		200203ee8065WmZy53m5	高山寺本(4オ2)「マサル(HHL)」。中村文選(442頁・閑)「倍マシ」。
F00048_02b	K0100343	倍	マサル-ス(@@L-@)	ます	マス（倍）	マサル（倍）		200203ef216c3HehTp1Q	字類抄同訓「増マサル」（マ・辞字、略注1009頁）。
F00048_03	K0100343	倍	マスヽヽ	ますます	マスマス（倍）			200203ef8a6amkLR1ij0	
F00048_04	K0100343	倍	ソムク(LLH)	そむく	ソムク（倍）			2002028545df87wr7y3n	高山寺本(4オ2)「ソムク(LHL)」。
F00048_05	K0100343	倍	ヘク(LH")	へぐ	ヘグ（倍）			200203c4a679np9X4H16	
F00048_06	K0100343	倍	イカタ	いかた	イカタ（倍）				日国「い‐がた 【鋳型】」の表記に未収。未勘。
F00048_07	K0100343	倍	イハフ	くはふ	クハフ（倍）			2002014e2617KAVm3AZ4	高山寺本(4オ2)「クハフ」。正宗索引「クハフ」に「イハフと誤る」、「くはふ」に「イハフと誤る」。西端誤写諸例33頁①誤字73。
F00048_08	K0100343	倍	ハムヘリ	はむべり	ハムベリ（倍）			2002037ad899frE23W8p	名義抄-慈恩伝、引き算の例（近藤泰弘「平安時代の漢文訓読語の分類」『訓点語と訓点資料』127、123頁、2011）。字類抄「ハヘリ」、書・禹貢「至于陪尾」漢書・地理志「至于倍尾」注「倍読曰陪」、「倍」「陪」二字通用（略注100頁）。陪尾・倍尾は山名。
F00048_09	K0100343	倍	ツカフ	つかふ	ツカフ（倍）			200202ce6490US4Gl5ir	字類抄同訓「使ツカフ」、爾雅・釈言「陪。朝也」、漢書・地理志「至于倍尾」注「倍読曰陪」、「倍」は「陪」と通用、字類抄「借」は「倍」の誤りであろう（ツ・人事、略注535頁）。
F00048_10	K0100343	倍	アト	あと	アト（倍）				
F00048_11	K0100343	倍	イラヽヽ	いよいよ	イヨイヨ（倍）			20020052b215027KWYHS	蓮成院本(上1・1ウ5)「イヨヽヽ」。高山寺本(4オ2)「イヨヽヽ」。正宗索引「いよいよ」に「イラヽヽと誤る」、「「イラヽヽ」に「いよゝゝノ誤イヨヽヽ（高本）」。西端誤写諸例34頁①誤字91。
F00048_12	K0100343	倍	*アツヽカへ	あつつかへ	アツツカヘ（倍）			200200194ab7VLnNU2W5	
F00048_13	K0100343	倍	マヽ	ます	マス（倍）			200203ef216c3HehTp1Q	蓮成院本(ウ1・1ウ4)・高山寺本(4オ2)「マス」。正宗索引「ます」に「マヽを誤として」、「マヽ」に「ますノ誤カ、マ爪なりしなるべし」。草川和訓集成「マス」で採録し、ママを付す。
F00048_16	K0100343	倍	ソムク	そむく	ソムク（倍）			2002028545df87wr7y3n	
F00049_01	K0100352	ー（倍）／羅／麼	ホロノハ	ほろのは	ホロノハ（倍羅麼）			200203e3d278ItR9bdbW	道円本和名抄(巻18羽族部)「倍羅麼　日本紀私記云倍羅麼［師説鳥乃和岐乃之多乃介乎為倍羅麼也麼謂真実也言鳥掖羽乃古止掩蔵之周也案奥区也今俗謂保呂羽訛也］」。
F00050_02	K0100353	佞	ヘツラフ	へつらふ	ヘツラフ（佞）			200203c759c58r73vePi	高山寺本(4オ2)「ヘツラフ(LLHL)」。字類抄「倍」に「ヘツラフ」は「佞」との混同（略注166頁）。
F00050_03	K0100353	佞	カタマシ(マ-ム)	かだまし	カダマシ（佞）	カダム（佞）		200200d8dc1810wn66X5	訓点語辞典「カダマシ（佞）」（254頁、土井光祐）。訓点語辞典「カダム」（255頁、土井光祐）。
F00050_03b	K0100353	佞	カタマシ(マ-ム)	かだむ	カダム（佞）	カダマシ（佞）		200200d911c5Tp22CJB2	
F00050_04	K0100353	佞	ミタリカハシ	みだりかはし	ミダリカハシ（佞）			20020403fcb02sg0qB1B	
F00050_05	K0100353	佞	オコツル	をこつる	ヲコツル（佞）			20020099907fC69mzilU	高山寺本(4オ2)「オコツル(HH@@)」。日国「おこつ・る［をこつる］ 【誘】」に未収。
F00050_06	K0100353	佞	アサムク	あざむく	アザムク（佞）			20020011ac1aIplfuE02	原文「ヰ」のようにも見える。蓮成院本(上1・1ウ5)「アサマク」。高山寺本(4オ3)「アサマク(R@@@)」。新撰字鏡「阿佐牟久」。正宗索引「アサムク」で採録。西端誤写諸例32頁①誤字50。日国「あざむ・く 【欺】」の表記に未収。
F00050_07	K0100353	佞	イツハル	いつはる	イツハル（佞）			20020048c9c1IvuXk3P3	
F00053_04	K0100363	億	ヲモフ	おもふ	オモフ（億）			200200ab4db4w7JnMx40	
F00053_05	K0100363	億	ヲモハカル	おもはかる	オモハカル（億）			200200ac9f18keM2mE2M	「オモムハカル」のム撥音の無表記例。訓点語辞典「オモムバカル（慮）』（252頁、松本光隆）。
F00053_06	K0100363	億	カナラス	かならず	カナラズ（億）			200200e122396YMFHN0f	高山寺本(4オ3)「カナラス(HH@@)」。群書治要・論語・憲問「逆アラカシメ詐イツハラントセ不（ず）、億カナラス信アラ不サラントセ不（ず）。抑亦先ツ覺サトレル者是レ賢ナラン乎ヤ（不逆詐、不億不信。抑亦先覺者、是賢乎）」。
F00054_02	K0100371	僮	ヤツカレ	やつかれ	ヤツカレ（僮）			2002043783f400j8t25T	高山寺本(4オ3)「ヤツカレ(LLHL)」。
F00054_03	K0100371	僮	ヤツコ	やつこ	ヤツコ（僮）			20020437a758ZI56jiGv	
F00054_04	K0100371	僮	ワラへ(LL@)	わらべ	ワラベ（僮）			20020483cabb1lJtbPIT	蓮成院本(上1・1ウ6)・高山寺本(4オ3)「ワラハヘ」。
F00054_05	K0100371	僮	カタイナシ	かたくなし	カタクナシ（僮）			200200d6e2020vZWPz2B	蓮成院本(上1・1ウ6)・高山寺本(4オ4)「カタクナシ」。正宗索引「カタ△イ〔く〕ナシ」。西端誤写諸例36頁①誤字189。日国「かたくな‐し 【頑】」の表記に未収。
F00054_06	K0100371	僮	ツカヒ人	つかひびと	ツカヒビト（僮）			200202ce454d0W240801	字類抄同訓「僮ツカヒヒト」（ツ・人倫、略注524頁）。
F00054_07	K0100371	僮	ツク	つく	ツク（僮）			200202d103ceAV2d8e9i	形近字「撞」による誤訓か。日国「つ・く 【突・衝・撞・搗・舂・築・吐】」の表記に未収。
F00054_08	K0100371	僮	マツ	まつ	マツ（僮）			200203f19aeaxagd3QQg	
F00055_01	K0100373	停／ー（僮）	マトヤカナリ(LLHL@@)	まとやかなり	マトヤカ（停僮）			200203f45d8cRE8cwv21	中村文選(299頁・射)「停僮(ト)[マトヤカニ乄]」。
F00055_03	K0100373	停／ー（僮）	トヽマル(HH"@@、マ-ム)	とどまる	トドマル（停）	トドム（停）		2002030c3eeb831tC9q6	中村文選(568頁・遊覧)「停トヽメ[ヤメ]」。正宗索引「トヽマル（停）」に「停僮にはあらじと思ふ」。按、掲出字の配列順序に問題あり。
F00055_03b	K0100373	停／ー（僮）	トヽマル(HH"@@、マ-ム)	とどむ	トドム（停）	トドマル（停）		2002030c4ab7Lnh6RPkI	
F00055_04	K0100373	停／ー（僮）	トヽコホル	とどこほる	トドコホル（停）			2002030c2a46l75fpI6u	
F00055_05	K0100373	停／ー（僮）	ヤム	やむ	ヤム（停）			2002043e7527z8UYW336	中村文選(568頁・遊覧)「停トヽメ[ヤメ]」。
F00055_06	K0100373	停／ー（僮）	ヤスム	やすむ	ヤスム（停）			200204360dfe3DzhydCA	
F00055_07	K0100373	停／ー（僮）	ヤトル	やどる	ヤドル（停）			20020438cdadLU8Ho48g	
F00055_08	K0100373	停／ー（僮）	ヒトシ	ひとし	ヒトシ（停）			2002038cdad1VgEzoU4P	
F00055_09	K0100373	停／ー（僮）	ツヽヰル	つづゐる	ツヅヰル（停）			200202d4651b3By5vZhK	正宗索引「ツヽヰル（停）」に「助辞のツヽなるべし」。正宗索引補正「ツヽヰル（停）」に「助辞のツヽなるべしの注、削る」。
F00057_02	K0100382	傍	カタハラ(LL@@)	かたはら	カタハラ（傍）			200200d9be011pVYhVBy	
F00057_03	K0100382	傍	ソフ(HL)	そふ	ソフ（傍）			200202739cb8e0X5f6H6	中村文選(139頁・蜀)「傍ソヘリ」。字類抄同訓「副ソフ」（ソ・辞字、略注501頁）。
F00057_04	K0100382	傍	カタヽヽ(HH@@)	かたかた	カタカタ（傍）			200200d681ddsj0pF5jM	
F00057_05	K0100382	傍	ソハ	そば	ソバ（傍）			200202842f77kxc0FLQs	
F00057_06	K0100382	傍	アマネシ-ク	あまねし	アマネシ（傍）	アマネク（傍）		2002002082b2rEcmSY5q	字類抄同訓「遍アマネシ」（ア・辞字、略注1255頁）。
F00057_06b	K0100382	傍	アマネシ-ク	あまねく	アマネク（傍）	アマネシ（傍）		20020020821brGz2Zen4	
F00057_07	K0100382	傍	チカシ	ちかし	チカシ（傍）			200202b3642fc4ROtfKf	高山寺本(4オ5)「チカシ(LLH)」。
F00057_08	K0100382	傍	ホトリ	ほとり	ホトリ（傍）			200203e11781t71klYFl	新撰字鏡「邊也」。字類抄「滂」に「ホトリ」、「滂」は誤りであろう（略注150頁）。
F00057_09	K0100382	傍	ナラフ	ならぶ	ナラブ（傍）			200203299c7a3p5Od2qa	
F00057_10	K0100382	傍	ヨル	よる	ヨル（傍）			2002045adcbf1HwVi3Ru	
F00057_11	K0100382	傍	ツク	つく	ツク（傍）			200202d0fde8FgbEw0eE	
F00058_01	K0100411	傍／偟	ーートタチモトホル(@@HHLHL)	たちもとほる	タチモトホル（傍偟）			200202a0aea7KTH62YMu	高山寺本(4オ5)「タチモトホル(LHHHHL)」。正宗索引「タチモトホル」に「「ト」は助辞」。風間力三1979類聚名義抄の文選読の連番1。
F00059_01	K0100412	仿／ー（偟）	同	たちもとほる	タチモトホル（仿偟）			200202a0aea7KTH62YMu	
F00059_03	K0100412	仿／ー（偟）	タチモトホル	たちもとほる	タチモトホル（偟）			200202a0aea7KTH62YMu	中村文選(26頁・西都)「徬徨(ト)タチモトホル〈若不忍去也〉」。風間力三1979類聚名義抄の文選読の連番2。字類抄「徬徨」に「タチモトヲル」（略注117頁）。字類抄「彷徨」に同訓「盤桓タチモトホル」、文選・西都賦（古訓）「徬徨タチモトホル」、五臣注の本には「彷徨」（タ・畳字、略注491頁）。
F00059_04	K0100412	仿／ー（偟）	*タチマチ	たちまち	タチマチ（偟）			200202a0983d122VnbUN	
F00059_05	K0100412	仿／ー（偟）	ホトコス	ほどこす	ホドコス（偟）			200203e0e68c7c3gcdHq	
F00061_02	K0100421	㒒／僕	ヤツカレ(LHHL)	やつかれ	ヤツカレ（僕）		ヤツカレ（㒒）	2002043783f400j8t25T	高山寺本(11オ7)「ヤツコ(LLL)」。
F00061_03	K0100421	㒒／僕	ヤツコ	やつこ	ヤツコ（僕）		ヤツコ（㒒）	20020437a758ZI56jiGv	
F00061_04	K0100421	㒒／僕	ロレ(HH、ロ-ワ)	われ	ワレ（僕）		ワレ（㒒）	200204851767360p1xGX	正宗索引「△ロ〔ワ〕レ」に「○レの誤」。
F00061_05	K0100421	㒒／僕	ツカフ	つかふ	ツカフ（僕）		ツカフ（㒒）	200202ce6490US4Gl5ir	字類抄同訓「使ツカフ」、広雅・釈詁「僕。使也」（ツ・人事、略注536頁）。
F00061_06	K0100421	㒒／僕	ツク	つく	ツク（僕）		ツク（㒒）	200202d0fde8FgbEw0eE	
F00061_07	K0100421	㒒／僕	ユルナリ	ゆるなり	ユル（僕）		ユル（㒒）	2002044b2c80Rf15yGuW	
F00061_09	K0100421	㒒／僕	ツフネ	つぶね	ツブネ（僕）		ツブネ（㒒）	200202d73ebebHXMV35R	
F00061_10	K0100421	㒒／僕	マツ	まつ	マツ（僕）		マツ（㒒）	200203f19aeaxagd3QQg	
F00061_11	K0100421	㒒／僕	マメス	まめす	マメス（僕）		マメス（㒒）		
F00069_02	K0100442	凭	*ヨル	よる	ヨル（凭）			2002045adcbf1HwVi3Ru	掲出字「凭」は原文「⿰亻⿱𡈼儿」に作る。字類抄同訓「依ヨリ ヨル」（ヨ・辞字、略注408頁）。
F00071_01	K0100444	⿰亻⿱王⿱冖夗	ナツマシ	なづまし	ナヅマシ（⿰亻⿱王⿱冖夗）			20020321ce16q1WE9KVy	日国「なずまし・い［なづましい］ 【泥】」の表記に未収。
F00071_02	K0100444	⿰亻⿱王⿱冖夗	オハフ	おさふ	オサフ（⿰亻⿱王⿱冖夗）				高山寺本(11ウ2)「オサフ」。正宗索引「オ△ハ〔さ〕フ」。西端誤写諸例35頁①誤字151。
F00074_02	K0100453	𠊧	ナホシ	なほし	ナホシ（𠊧）			2002031ad117hsO4HbwU	
F00074_03	K0100453	𠊧	トモ	とも	トモ（𠊧）	トモトモシ（𠊧）		2002031002b9ETM8BTpF	正宗索引「トモ」に「トモトモシか」。草川和訓集成「トモ」で採録。龍龕手鏡「俱也」。
F00074_03b	K0100453	𠊧	トモ	ともともし	トモトモシ（𠊧）	トモ（𠊧）		2002031002b9ETM8BTpF	
F00074_04	K0100453	𠊧	トモシ	ともともし	トモトモシ（𠊧）				正宗索引「トモシ」に「トモトモシか」。草川和訓集成「トモシ」で採録。
F00075_02	K0100454	併	ナラフ(@H@)	ならぶ	ナラブ（併）			200203299c7a3p5Od2qa	高山寺本(4オ6)「ナラフ(HHL")」。字類抄同訓「並ナラフ」（ナ・辞字、略注647頁）。
F00075_03	K0100454	併	シカシナカラ	しかしながら	シカシナガラ（併）			200201d7a9bcesT57rJ5	舩城俊太郎「変体漢文の奇妙な常用字」（『院政時代文章様式史論考』）。訓点語辞典「シカシナガラ（併）」（269頁、峰岸明）。すべて、みなの意。
F00075_04	K0100454	併	ソフ	そふ	ソフ（併）			200202739cb8e0X5f6H6	
F00075_05	K0100454	併	トモ	とも	トモ（併）			2002031002b9ETM8BTpF	
F00075_06	K0100454	併	アハス(LLH)	あはす	アハス（併）			200200297af5JU891pVH	
F00075_07	K0100454	併	カクス	かくす	カクス（併）			200200c71445ummUiEjd	字類抄同訓「隠カクス　カクル」（カ・辞字、略注362頁）。
F00075_08	K0100454	併	スフ	すぶ	スブ（併）			2002024ede7bJy4Cu7S7	高山寺本(4オ6)「スフ(L@)」。正宗索引「スブの意か」。日国「す・べる 【統・総】」の表記に未収。白川字通「スブ」の訓を採録。
F00075_09	K0100454	併	クロシ〈黒〉	くろし	クロシ（併）			2002014bc1d5LSsisn7w	
F00075_10	K0100454	併	カス	かぬ	カヌ（併）	←カス（併）		200200e28fed2u4A3Bi1	蓮成院本(上1・2オ3)・高山寺本(4オ6)「カス」。正宗索引「カ△ス〔ぬ〕」。広韻「兼也」。日国「か・ねる 【兼】」の表記に未収。
F00075_11	K0100454	併	*ツラヌ	つらぬ	ツラヌ（併）			200202da7c108840UHf4	万象名義「羅列也」。
F00075_12	K0100454	併	*アツマル	あつまる	アツマル（併）			20020019a20303GbOV30	
F00075_13	K0100454	併	*スミ	すみ	スミ（併）			2002024f81de09giUKW7	
F00079_03	K0100472	⿰亻𠳮／僑／⿰亻⿱有冋	ヨル	よる	ヨル（僑）			2002045adcbf1HwVi3Ru	広韻「寄也」。字類抄同訓「依ヨリ　ヨル」（ヨ・辞字、略注409頁、410頁）。
F00081_02	K0100481	以	モチヰル(LHHL)	もちゐる	モチヰル（以）			200204276d13riVKnejS	詩・邶風・谷風「宴爾新昏、不我屑以」伝「屑、潔也」箋「以、用也」、静嘉堂文庫本毛詩鄭箋巻2・216行「屑イサキヨク以モチヰ不」。
F00081_03	K0100481	以	コレヲモテ(HHH@@)	これをもて	コレヲモテ（以）			200201a64120gZal3so7	訓点語辞典「コレヲモテ（是以）」（265頁、峰岸明）。
F00081_04	K0100481	以	モツ(LH)	もつ	モツ（以）			200204282cc6XjJrge4X	
F00081_05	K0100481	以	モテス(LH@)	もてす	モテス（以）			20020428d999okNFEwM7	中村文選(39頁・東都)「以テス／(上野)モテス」。中村文選(612頁・騒)「以[コレヲ以テ]」。訓点語辞典「（ヲ）モテス（以）」（305頁、峰岸明）。
F00081_06	K0100481	以	ヰテアリク(@L@@@)	ゐてありく	ヰテアリク（以）				高山寺本(4ウ1)「ヰテアリ□」。正宗索引「ヰテアリク」に「高本ヰテアリ」。
F00081_07	K0100481	以	トモニ(HH@)	ともに	トモニ（以）			20020310a1fbO7T80d6k	詩・邶風・擊鼓「不我以歸」箋「以猶與也」、静嘉堂文庫本毛詩鄭箋巻2・120行「以ト(左)トモニ」。
F00081_08	K0100481	以	ヲモフ	おもふ	オモフ（以）			200200ab4db4w7JnMx40	日国「おも・う［おもふ］ 【思・想・憶・懐】」の表記に未収だが、同訓異字【以】に《古おもふ・おもんみる・おもへらく》あり。
F00081_09	K0100481	以	ヲモンミレハ(ミレ-ミル)	おもんみれば	オモンミレバ（以）	オモンミル（以）		200200acf9577BgDuDjV	中村文選(1頁・表)「以ヲモミレハ」。中村文選(81頁・西京)「以オミミレハ／(上野)オモミレハ／(寛文)オモムミレハ」。
F00081_09b	K0100481	以	ヲモンミレハ(ミレ-ミル)	おもんみる	オモンミル（以）	オモンミレバ（以）		200200acf9577BgDuDjV	
F00081_10	K0100481	以	ユへ(HL)	ゆゑ	ユヱ（以）			20020445e6f0XCk212dR	中村文選(312頁・西征)「以ユヘ」。
F00081_11	K0100481	以	モチウ(LHL)	もちふ	モチフ（以）			200204276e41A0kkqe6l	
F00081_12	K0100481	以	タメニ	ために	タメニ（以）			200202a9982bTlGmiZNJ	
F00081_13	K0100481	以	不ス我トー□(ト)モ二セ	ともにせす	トモニセス（以）				訓点を施した漢文の一部分を抜書きした字面の例（築島裕「類聚名義抄の倭訓の源流について」『国語と国文学』27(7)、1950年）。「不我以」は詩経・国風・召南に「江有汜、之子歸、不我以。不我以、其後也悔。」とあるによる。静嘉堂文庫本毛詩鄭箋（汲古書院複製一の69頁）は「不我レト以トモニ」と付訓し、「我以」の左に「ヲ　トモニヰテイカ　江」「ヲ　トモニセ」と付訓。正宗索引「トモニセ」、草川和訓集成「トモニセ…(ス)」で採録。池田按：一種の埋字。
F00081_14	K0100481	以	モテシケラシ(@@L@LL)	もてしけらし	モテシケラシ（以）			N/A	高山寺本(4ウ2)「モチシケラシ(@@@HHL)」。
F00081_15	K0100481	以	ステニ	すでに	スデニ（以）			2002024c1e35e7T80vJI	
F00081_16	K0100481	以	*アタフ	あたふ	アタフ（以）			20020016bdc29zMaCjxE	
F00081_17	K0100481	以	アフ	あふ	アフ（以）				
F00081_18	K0100481	以	オモヘラク	おもへらく	オモヘラク（以）			200200ab6ebcVRg8GDLu	中村文選(638頁・書)「以オモヘラク」。
F00081_20	K0100481	以	モテスト云ナラシ(@@@@@HHL)	もてすといふならし	モテストイフナラシ（以）			N/A	正宗索引「ナラシ」。望月和訓集成・草川和訓集成「モテスト云ナラシ」。
F00082_01	K0100512	㪽／ー（以）	ユヘ(LL)	ゆゑ	ユヱ（㪽以）			20020445e6f0XCk212dR	高山寺本(4ウ2)「ユヘ(HL)」。
F00082_02	K0100512	㪽／ー（以）	コノユヘニ(HHHL@)	このゆゑに	コノユヱニ（㪽以）			2002019cfb98q3B7HRSG	高山寺本(4ウ2)「コノユヘニ(HHLLH)」。中村文選(635頁・書)「所以コノユヘニ」。訓点語辞典「コノユヱニ（是故）」（263頁、斎藤文俊）。
F00083_01	K0100513	是／[以]	コヽヲモテ(HH@@@)	ここをもて	ココヲモテ（是以）			2002018d2b7fK9Wf2499	
F00085_02	K0100521	众	トモ	とも	トモ（众）				
F00086_02	K0100522	从	シタカフ	したがふ	シタガフ（从）			200201e60a5c5a7aLVG7	高山寺本(4ウ2)「シタカフ(HH@@)」。
F00088_04	K0100524	仍	ナヲ-ホ	なほ	ナホ（仍）			2002031ab7baIDghsJ2B	高山寺本(14オ3)「ナホ-ヲ(LL-@)」。字類抄同訓「尚ナヲ　ナホ」（ナ・辞字、略注640頁）。
F00088_05	K0100524	仍	ヨル	よる	ヨル（仍）			2002045adcbf1HwVi3Ru	高山寺本(14オ4)「ヨル(HL)」。爾雅・釈詁「仍、因也」。中村文選(21頁・西都)「仍ヨリ」。
F00088_06	K0100524	仍	スナハチ(LL@@)	すなはち	スナハチ（仍）			2002024d4f28BTUD8Zm8	爾雅・釈詁「仍、乃也」。
F00088_07	K0100524	仍	シキリニ	しきりに	シキリニ（仍）			200201db54c4Sx4nRtx3	高山寺本(14オ4)「シキリニ(HH@@)」。中村文選(581頁・贈答)「仍シキリニ[スナハチ]／(寛文)シキリニ」。
F00088_08	K0100524	仍	*アツシ	あつし	アツシ（仍）			20020018584aefMAy7O2	爾雅・釈詁「仍、厚也」。日国「あつ・い 【厚・篤】」の表記に未収。
F00088_09	K0100524	仍	カサヌル	かさぬる	カサヌル（仍）				西端幸雄「類聚名義抄における誤写の考察」42頁参照。
F00088_10	K0100524	仍	チナヒ	ちなび	チナビ（仍）			200202b86b39cmaeAt9i	訓点語辞典「チナミ（ビ）ニ｝（283頁、土井光祐）。
F00088_11	K0100524	仍	ツイテ	ついで	ツイデ（仍）			200202cc4423714U3eZh	
F00088_12	K0100524	仍	サラニ	さらに	サラニ（仍）			200201c5f011620j7iXz	
