# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_wakun.tsv
# Version: 1.2.2
# Date: 11 June 2024
# Last update : 12 May 2025
#
# This file is a new version of KRM_wakun.tsv with updated specifications.
# The version number of KRM.tsv was 1.1.97, and it was last updated on March 17, 2025.
# This new version has been renamed to krm_wakun.tsv and will start with version 1.2.0.
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# wakun_id	Wakun ID, extracted from kr_definition_sequence_id, containing only entries where the type of order is Japanese reading (wakun). Variant forms are appended with 'b', 'c', 'd'.
# definition_seq_id	5-digit numeric ID starting with 'F', sequentially assigned to heading entries. Definition components under each heading are ordered based on their appearance, and order indicators like _01, _02, etc., are appended accordingly. The heading itself is appended with _00.
# kazama_location	An ID indicating K + Volume (2 digits) + Kazama Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# hanzi_entry	Collated Hanzi characters, standardized to the Kangxi dictionary form, including Unicode-representable variant forms.
# wakun_elements	Extracted Japanese reading (wakun) components from the full definition, one component per entry.
# wakun_form	Form of the Japanese reading (wakun). Inflected words are in dictionary form, excluding particles. The particles 'no' and 'to' from 文選 readings are omitted.
# wakun_standard_hanzi	Standard wakun notation using standard kanji.
# wakun_variant_in_hanzi	Variant form of wakun notation using standard Hanzi characters.
# variant_hanzi_for_wakun	Wakun notation using variant Hanzi characters (itai-ji).
# japan_knowledge_id	The alphanumeric part of the JapanKnowledge URL for the corresponding entry in the Nihon Kokugo Daijiten 2nd Ed., starting from "20020" to the end, is recorded here if the wakun exists as a headword. If the wakun does not exist as a headword in the JapanKnowledge edition, null is entered.
#
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500 and 25K00466.
#
#
wakun_id	definition_seq_id	kazama_location	hanzi_entry	wakun_elements	wakun_form	wakun_standard_hanzi	wakun_variant_in_hanzi	variant_hanzi_for_wakun	japan_knowledge_id
F00059_05	F00059_05	K01004121	仿／ー（偟）	ホトコス	ほどこす	ホドコス（偟）			200203e0e68c7c3gcdHq
F00061_02	F00061_02	K01004211	㒒／僕	ヤツカレ（LHHL）	やつかれ	ヤツカレ（僕）		ヤツカレ（㒒）	2002043783f400j8t25T
F00061_03	F00061_03	K01004211	㒒／僕	ヤツコ	やつこ	ヤツコ（僕）		ヤツコ（㒒）	20020437a758ZI56jiGv
F00061_04	F00061_04	K01004211	㒒／僕	ロレ（HH、ロ-ワ）	われ	ワレ（僕）		ワレ（㒒）	200204851767360p1xGX
F00061_05	F00061_05	K01004211	㒒／僕	ツカフ	つかふ	ツカフ（僕）		ツカフ（㒒）	200202ce6490US4Gl5ir
F00061_06	F00061_06	K01004211	㒒／僕	ツク	つく	ツク（僕）		ツク（㒒）	200202d0fde8FgbEw0eE
F00061_07	F00061_07	K01004211	㒒／僕	ユルナリ	ゆるなり	ユル（僕）		ユル（㒒）	2002044b2c80Rf15yGuW
F00061_09	F00061_09	K01004211	㒒／僕	ツフネ	つぶね	ツブネ（僕）		ツブネ（㒒）	200202d73ebebHXMV35R
F00061_10	F00061_10	K01004211	㒒／僕	マツ	まつ	マツ（僕）		マツ（㒒）	200203f19aeaxagd3QQg
F00061_11	F00061_11	K01004211	㒒／僕	マメス	まめす	マメス（僕）		マメス（㒒）	
F00069_02	F00069_02	K01004420	凭	*ヨル	よる	ヨル（凭）			2002045adcbf1HwVi3Ru
F00071_01	F00071_01	K01004440	⿰亻⿱王⿱冖夗	ナツマシ	なづまし	ナヅマシ（⿰亻⿱王⿱冖夗）			20020321ce16q1WE9KVy
F00071_02	F00071_02	K01004440	⿰亻⿱王⿱冖夗	オハフ	おさふ	オサフ（⿰亻⿱王⿱冖夗）			
F00074_02	F00074_02	K01004530	𠊧	ナホシ	なほし	ナホシ（𠊧）			2002031ad117hsO4HbwU
F00074_03	F00074_03	K01004530	𠊧	トモ	とも	トモ（𠊧）	トモトモシ（𠊧）		2002031002b9ETM8BTpF
F00074_03b	F00074_03	K01004530	𠊧	トモ	ともともし	トモトモシ（𠊧）	トモ（𠊧）		2002031002b9ETM8BTpF
F00074_04	F00074_04	K01004530	𠊧	トモシ	ともともし	トモトモシ（𠊧）			
F00075_02	F00075_02	K01004540	併	ナラフ（_H_）	ならぶ	ナラブ（併）			200203299c7a3p5Od2qa
F00075_03	F00075_03	K01004540	併	シカシナカラ	しかしながら	シカシナガラ（併）			200201d7a9bcesT57rJ5
F00075_04	F00075_04	K01004540	併	ソフ	そふ	ソフ（併）			200202739cb8e0X5f6H6
F00075_05	F00075_05	K01004540	併	トモ	とも	トモ（併）			2002031002b9ETM8BTpF
F00075_06	F00075_06	K01004540	併	アハス（LLH）	あはす	アハス（併）			200200297af5JU891pVH
F00075_07	F00075_07	K01004540	併	カクス	かくす	カクス（併）			200200c71445ummUiEjd
F00075_08	F00075_08	K01004540	併	スフ	すぶ	スブ（併）			2002024ede7bJy4Cu7S7
F00075_09	F00075_09	K01004540	併	クロシ〈黒〉	くろし	クロシ（併）			2002014bc1d5LSsisn7w
F00075_10	F00075_10	K01004540	併	カス	かぬ	カヌ（併）	←カス（併）		200200e28fed2u4A3Bi1
F00075_11	F00075_11	K01004540	併	*ツラヌ	つらぬ	ツラヌ（併）			200202da7c108840UHf4
F00075_12	F00075_12	K01004540	併	*アツマル	あつまる	アツマル（併）			20020019a20303GbOV30
F00075_13	F00075_13	K01004540	併	*スミ	すみ	スミ（併）			2002024f81de09giUKW7
F00079_03	F00079_03	K01004721	⿰亻𠳮／僑／⿰亻⿱有冋	ヨル	よる	ヨル（僑）			2002045adcbf1HwVi3Ru
F00081_02	F00081_02	K01004810	以	モチヰル（LHHL）	もちゐる	モチヰル（以）			200204276d13riVKnejS
F00081_03	F00081_03	K01004810	以	コレヲモテ（HHH__）	これをもて	コレヲモテ（以）			200201a64120gZal3so7
F00081_04	F00081_04	K01004810	以	モツ（LH）	もつ	モツ（以）			200204282cc6XjJrge4X
F00081_05	F00081_05	K01004810	以	モテス（LH_）	もてす	モテス（以）			20020428d999okNFEwM7
F00081_06	F00081_06	K01004810	以	ヰテアリク（_L___）	ゐてありく	ヰテアリク（以）			
F00081_07	F00081_07	K01004810	以	トモニ（HH_）	ともに	トモニ（以）			20020310a1fbO7T80d6k
F00081_08	F00081_08	K01004810	以	ヲモフ	おもふ	オモフ（以）			200200ab4db4w7JnMx40
F00081_09	F00081_09	K01004810	以	ヲモンミレハ（ミレ-ミル）	おもんみれば	オモンミレバ（以）	オモンミル（以）		200200acf9577BgDuDjV
F00081_09b	F00081_09	K01004810	以	ヲモンミレハ（ミレ-ミル）	おもんみる	オモンミル（以）	オモンミレバ（以）		200200acf9577BgDuDjV
F00081_10	F00081_10	K01004810	以	ユへ（HL）	ゆゑ	ユヱ（以）			20020445e6f0XCk212dR
F00081_11	F00081_11	K01004810	以	モチウ（LHL）	もちふ	モチフ（以）			200204276e41A0kkqe6l
F00081_12	F00081_12	K01004810	以	タメニ	ために	タメニ（以）			200202a9982bTlGmiZNJ
F00081_13	F00081_13	K01004810	以	不ス我トー□（ト）モ二セ	ともにせす	トモニセス（以）			
F00081_14	F00081_14	K01004810	以	モテシケラシ（__L_LL）	もてしけらし	モテシケラシ（以）			null
F00081_15	F00081_15	K01004810	以	ステニ	すでに	スデニ（以）			2002024c1e35e7T80vJI
F00081_16	F00081_16	K01004810	以	*アタフ	あたふ	アタフ（以）			20020016bdc29zMaCjxE
F00081_17	F00081_17	K01004810	以	アフ	あふ	アフ（以）			
F00081_18	F00081_18	K01004810	以	オモヘラク	おもへらく	オモヘラク（以）			200200ab6ebcVRg8GDLu
F00081_20	F00081_20	K01004810	以	モテスト云ナラシ（_____HHL）	もてすといふならし	モテストイフナラシ（以）			null
F00082_01	F00082_01	K01005121	㪽／ー（以）	ユヘ（LL）	ゆゑ	ユヱ（㪽以）			20020445e6f0XCk212dR
F00082_02	F00082_02	K01005121	㪽／ー（以）	コノユヘニ（HHHL_）	このゆゑに	コノユヱニ（㪽以）			2002019cfb98q3B7HRSG
F00083_01	F00083_01	K01005130	是／[以]	コヽヲモテ（HH___）	ここをもて	ココヲモテ（是以）			2002018d2b7fK9Wf2499
F00085_02	F00085_02	K01005210	众	トモ	とも	トモ（众）			
F00086_02	F00086_02	K01005220	从	シタカフ	したがふ	シタガフ（从）			200201e60a5c5a7aLVG7
F00088_04	F00088_04	K01005240	仍	ナヲ-ホ	なほ	ナホ（仍）			2002031ab7baIDghsJ2B
F00088_05	F00088_05	K01005240	仍	ヨル	よる	ヨル（仍）			2002045adcbf1HwVi3Ru
F00088_06	F00088_06	K01005240	仍	スナハチ（LL__）	すなはち	スナハチ（仍）			2002024d4f28BTUD8Zm8
F00088_07	F00088_07	K01005240	仍	シキリニ	しきりに	シキリニ（仍）			200201db54c4Sx4nRtx3
F00088_08	F00088_08	K01005240	仍	*アツシ	あつし	アツシ（仍）			20020018584aefMAy7O2
F00088_09	F00088_09	K01005240	仍	カサヌル	かさぬる	カサヌル（仍）			
F00088_10	F00088_10	K01005240	仍	チナヒ	ちなび	チナビ（仍）			200202b86b39cmaeAt9i
F00088_11	F00088_11	K01005240	仍	ツイテ	ついで	ツイデ（仍）			200202cc4423714U3eZh
F00088_12	F00088_12	K01005240	仍	サラニ	さらに	サラニ（仍）			200201c5f011620j7iXz
F00088_13	F00088_13	K01005240	仍	マサ	まさ	マサ（仍）			200203ee16d01EMRJ2Rb
F00092_03	F00092_03	K01005420	仔	タフ（LH）	たふ	タフ（仔）			20020295e88b6kut65BZ
F00093_02	F00093_02	K01005430	𠊩	ツフサニ（LLV__）	つぶさに	ツブサニ（𠊩）			200202d724caRI6QGt7w
F00093_03	F00093_03	K01005430	𠊩	ソナフ（LLH）	そなふ	ソナフ（𠊩）			200202838cabPF73P0s4
F00093_04	F00093_04	K01005430	𠊩	シリソク	しりぞく	シリゾク（𠊩）			2002022d8e85v72i23yj
F00093_05	F00093_05	K01005430	𠊩	ソネム	そねむ	ソネム（𠊩）			20020283b0a67095E8zy
F00093_06	F00093_06	K01005430	𠊩	ミル	みる	ミル（𠊩）			2002040d84dfdT6g7Xvt
F00093_07	F00093_07	K01005430	𠊩	シメス（HLH）	しめす	シメス（𠊩）			200201f6f467n8Mofdbp
F00094_01	F00094_01	K01005510	僝	ヒトシ	ひとし	ヒトシ（僝）			2002038cdad1VgEzoU4P
F00096_03	F00096_03	K01005530	伋	カタフク（LLHV_）	かたぶく	カタブク（伋）			
F00097_01	F00097_01	K01005540	仮	カタフク	かたふく	カタフク（仮）			
F00097_02	F00097_02	K01005540	仮	タル	たる	タル（仮）			
F00099_01	F00099_01	K01005620	⿰亻叒	ツヽル	つづる	ツヅル（⿰亻叒）			200202d59b5dwO8xL76O
F00100_01	F00100_01	K01005630	㐸	アイヒス（HHHV_）	あくびす	アクビス（㐸）			2002000d57c9N32lUNkQ
F00101_03	F00101_03	K01005640	似	ニタリ	にたり	ニタリ（似）			200203398ec9OeMA65tr
F00101_04	F00101_04	K01005640	似	ノル-レリ	のる	ノル（似）	ノレリ（似）		2002034eade21rcHjlQ0
F00101_04b	F00101_04	K01005640	似	ノル-レリ	のれり	ノレリ（似）	ノル（似）		2002034eade21rcHjlQ0
F00101_05	F00101_05	K01005640	似	コトシ	ごとし	ゴトシ（似）			20020199aef0OS81uA95
F00101_06	F00101_06	K01005640	似	アエタリ	あえたり	アエタリ（似）			200200040d893R9K0b58
F00101_07	F00101_07	K01005640	似	チカシ	ちかし	チカシ（似）			200202b3642fc4ROtfKf
F00101_08	F00101_08	K01005640	似	トモカラ	ともがら	トモガラ（似）			20020310456028YOr4aT
F00101_09	F00101_09	K01005640	似	ナラフ	ならふ	ナラフ（似）			200203292aa3on5zihjq
F00101_10	F00101_10	K01005640	似	ノリ	のり	ノリ（似）			
F00101_11	F00101_11	K01005640	似	ミノトコロ	みのところ	ミノトコロ（似）			
F00101_13	F00101_13	K01005640	似	ツク	つぐ	ツグ（似）			200202d107efxFlK0rj9
F00103_01	F00103_01	K01005741	如／似	ニタリ	にたり	ニタリ（如似）			200203398ec9OeMA65tr
F00104_01	F00104_01	K01005811	不／ー（似）	シカシ	しかじ	シカジ（不似）			200201d7a04c7XcE6r4C
F00105_02	F00105_02	K01005820	佽	トシ	とし	トシ（佽）			20020307a048HV119292
F00106_02	F00106_02	K01005830	攸	トコロ（HHH）	ところ	トコロ（攸）			200203069afbG00mf01g
F00107_02	F00107_02	K01005840	修	ヲサム	をさむ	ヲサム（修）			2002009ad1f6pe92Wobi
F00107_03	F00107_03	K01005840	修	ヲコナフ	おこなふ	オコナフ（修）			20020099aba1Gt4613v6
F00107_04	F00107_04	K01005840	修	ツクル	つくる	ツクル（修）			200202d21b64Y4P5kfpl
F00107_05	F00107_05	K01005840	修	カサル	かさる	カサル（修）			
F00107_06	F00107_06	K01005840	修	カキル	かぎる	カギル（修）			200200c5186a50EMYlwG
F00108_01	F00108_01	K01006121	ー（修）／理	ツクロフ（LLH_）	つくろふ	ツクロフ（修理）			200202d22abaBooG8R66
F00109_01	F00109_01	K01006130	修	ヲサム	をさむ	ヲサム（修）			2002009ad1f6pe92Wobi
F00109_02	F00109_02	K01006130	修	カキル	かぎる	カギル（修）			200200c5186a50EMYlwG
F00110_02	F00110_02	K01006140	脩	ナカシ（_LV_）	ながし	ナガシ（脩）			2002031b41c0v0N43lvw
F00110_03	F00110_03	K01006140	脩	*ホシヽ	ほしじ	ホシジ（脩）			200203db9e09r8Mmzd2g
F00110_04	F00110_04	K01006140	脩	サカナ	さかな	サカナ（脩）			200201b5c5b9J1L9o7wW
F00110_05	F00110_05	K01006140	脩	アフク	あふく	アフク（脩）			
F00111_03	F00111_03	K01006220	偱	シタカフ	したがふ	シタガフ（偱）			200201e60a5c5a7aLVG7
F00111_04	F00111_04	K01006220	偱	メクル	めぐる	メグル（偱）			2002041d8ec6p58eI7oW
F00111_05	F00111_05	K01006220	偱	ツフサニ	つぶさに	ツブサニ（偱）			
F00112_01	F00112_01	K01006240	⿰亻⿱佰心	ミナキハム	みなきはむ	ミナキハム（⿰亻⿱佰心）			
F00114_09	F00114_09	K01006321	翛／倐／倏／翛β	*キユ	きゆ	キユ（翛）		キユ（倐）;キユ（倏）	2002010519af1G6V4698
F00117_01	F00117_01	K01006431	倐／忽	*アカラシマニ	あからさま	アカラサマ（倐忽）	アカラシマ（倐忽）		200200099e998gD42Xbo
F00117_01b	F00117_01	K01006431	倐／忽	*アカラシマニ	あからしま	アカラシマ（倐忽）	アカラサマ（倐忽）		20020009a05e7Z14jW0R
F00118_03	F00118_03	K01006440	儵	タチマチ	たちまち	タチマチ（儵）			200202a0983d122VnbUN
F00118_04	F00118_04	K01006440	儵	シハシ	しはし	シハシ（儵）			
F00118_05	F00118_05	K01006440	儵	アカラサマ	あからさま	アカラサマ（儵）			200200099e998gD42Xbo
F00118_06	F00118_06	K01006440	儵	スミヤカニ	すみやかに	スミヤカニ（儵）			200202504cc617PwgDk5
F00118_07	F00118_07	K01006440	儵	シハラク	しばらく	シバラク（儵）			200201f213b40Srv3ZVw
F00118_08	F00118_08	K01006440	儵	トシ	とし	トシ（儵）			20020307a048HV119292
F00121_04	F00121_04	K01006541	絛／𠍞	物ノカミヲオホウ	もののかみをおほう	モノノカミヲオホウ（絛）		モノノカミヲオホウ（𠍞）	
F00121_04b	F00121_04	K01006541	絛／𠍞	物ノカミヲオホウ	もののあみをおほを	モノノアミヲオホヲ（絛）		モノノアミヲオホヲ（𠍞）	
F00123_01	F00123_01	K01006640	條	ヱタ（HHV）	えだ	エダ（條）			2002007c8d2fuE6U7A31
F00123_02	F00123_02	K01006640	條	ナカシ（LLV_）	ながし	ナガシ（條）			2002031b41c0v0N43lvw
F00125_01	F00125_01	K01006720	鞗	クツワツラ	くつわづら	クツワヅラ（鞗）			2002014178c549Zy7FVo
F00130_03	F00130_03	K01006830	侞	*ニキハフ	にぎはふ	ニギハフ（侞）			2002032fdde7RXDqa0GG
F00132_02	F00132_02	K01007110	俰	ヤハラク	やはらぐ	ヤハラグ（俰）			20020440290cyq0Lt2Jf
F00133_02	F00133_02	K01007120	伽	ヨル	よる	ヨル（伽）			2002045adcbf1HwVi3Ru
F00133_03	F00133_03	K01007120	伽	ユタカニ	ゆたかに	ユタカニ（伽）			20020448d117fSkjLf1N
F00137_02	F00137_02	K01007220	僊	ヒシリ（HHVL）	ひじり	ヒジリ（僊）			20020385f8f4sGHlt80f
F00137_03	F00137_03	K01007220	僊	ヒト	ひと	ヒト（僊）			
F00137_04	F00137_04	K01007220	僊	マフ	まふ	マフ（僊）			200203e9addaTQu4xy4H
F00142_01	F00142_01	K01007311	神／仙	ノイキホトケ（_LLHVHH）	いきぼとけ	イキボトケ（神仙）			20020033bcf1Itbz2727
F00143_04	F00143_04	K01007320	⿰亻𢙣	ニクシ	にくし	ニクシ（僫）		ニクシ（⿰亻𢙣）	2002032ff28cGo441PmT
F00145_01	F00145_01	K01007340	価	ユク	ゆく	ユク（価）			20020447be39Z4Y8rP88
F00148_02	F00148_02	K01007430	僄	カロシ	かろし	カロシ（僄）			200200f2609d7Ro3w1A1
F00148_03	F00148_03	K01007430	僄	*ナメシ	なめし	ナメシ（僄）			200203289daaR507JwC5
F00148_04	F00148_04	K01007430	僄	ウカフ	うかぶ	ウカブ（僄）			2002005e374d0Qr603wa
F00151_01	F00151_01	K01007511	僄／狡	トヽキオ（_LLL）	ときもの	トキモノ（僄狡）			null
F00152_03	F00152_03	K01007520	什	アツム	あつむ	アツム（什）			20020019b904Y1J79Z96
F00152_04	F00152_04	K01007520	什	マナフ	まじふ	マジフ（什）			200203ee92aev6b2iEMz
F00152_05	F00152_05	K01007520	什	タスク	たすく	タスク（什）			
F00152_06	F00152_06	K01007520	什	スケ	すけ	スケ（什）			
F00152_07	F00152_07	K01007520	什	カナフ	かなふ	カナフ（什）			
F00152_08	F00152_08	K01007520	什	*マシハル	まじはる	マジハル（什）			200203ef14727nzfsXnq
F00154_03	F00154_03	K01007610	仟	ホヽ（LL）	ちぢ	チヂ（仟）			200202b70f375ovGzOB4
F00155_04	F00155_04	K01007620	仆	タフル（LH_）	たふる	タフル（仆）			200202961da132UOyW32
F00155_05	F00155_05	K01007620	仆	フス-セリ	ふす	フス（仆）			200203aca4e4nTg7P357
F00156_02	F00156_02	K01007640	付	ツク（LL）	つく	ツク（付）			200202d0fde8FgbEw0eE
F00156_03	F00156_03	K01007640	付	サツク	さづく	サヅク（付）			200201be3780LsH34510
F00156_04	F00156_04	K01007640	付	アマハシ	あまはし	アマハシ（付）			2002002100ecRxcnxS4j
F00156_05	F00156_05	K01007640	付	アク	あく	アク（付）			2002000c123148rrOTWW
F00157_02	F00157_02	K01007710	休	ヤスム-シ（LL_-_）	やすむ	ヤスム（休）	ヤスシ（休）		200204360dfe3DzhydCA
F00157_02b	F00157_02	K01007710	休	ヤスム-シ（LL_-_）	やすし	ヤスシ（休）	ヤスム（休）		200204359c2717D5tN2L
F00157_03	F00157_03	K01007710	休	ヤム（HL）	やむ	ヤム（休）			2002043e7527z8UYW336
F00157_04	F00157_04	K01007710	休	イコフ（LL_）	いこふ	イコフ（休）			2002003649e6YYJO0cZ9
F00157_05	F00157_05	K01007710	休	ヨシ（LR）	よし	ヨシ（休）			2002044c35eecK16K1He
F00157_06	F00157_06	K01007710	休	ヰル	ゐる	ヰル（休）			200200544e62C4m92QQw
F00157_08	F00157_08	K01007710	休	ヲコル	おこたる	オコタル（休）			200200998a02H4z6xxjg
F00157_09	F00157_09	K01007710	休	トヽマル	とどまる	トドマル（休）			2002030c3eeb831tC9q6
F00157_10	F00157_10	K01007710	休	トヽノフ	ととのふ	トトノフ（休）			2002030c33b6d1z6CX4j
F00161_01	F00161_01	K01007744	休／息	イコフ（LLH）	いこふ	イコフ（休息）			2002003649e6YYJO0cZ9
F00164_02	F00164_02	K01007840	㲻	キヨシ（LL_）	きよし	キヨシ（㲻）			
F00164_03	F00164_03	K01007840	㲻	タヽヨフ	ただよふ	タダヨフ（㲻）			2002029f21b0FTLH7bG5
F00168_02	F00168_02	K01008132	何	ナソモ	なぞも	ナゾモ（何）			20020321faeaO2U3MCXz
F00168_03	F00168_03	K01008132	何	ナソヤ	なぞや	ナゾヤ（何）			20020321fb81Mb7vwi7w
F00168_04	F00168_04	K01008132	何	ナソ（R_）	なぞ	ナゾ（何）			20020321f925u0vPE2gD
F00168_05	F00168_05	K01008132	何	イツクソ（LHV__）	いづくそ	イヅクソ（何）			2002003a9ffcby7K9mMM
F00168_06	F00168_06	K01008132	何	イカニ	いかに	イカニ（何）			20020031c537xyn5yA36
F00168_07	F00168_07	K01008132	何	ナニ	なに	ナニ（何）			20020324890dU5k5Fx73
F00168_08	F00168_08	K01008132	何	イツレ	いづれ	イヅレ（何）			2002003b1a15XXc7pQn7
F00168_09	F00168_09	K01008132	何	コレ	これ	コレ（何）			200201a621dd2J7KgH6A
F00168_10	F00168_10	K01008132	何	ニハカ	にはか	ニハカ（何）			20020339c476iss4yX56
F00168_11	F00168_11	K01008132	何	ニナフ	になふ	ニナフ（何）			2002033598d8J8xPoh5t
F00168_12	F00168_12	K01008132	何	ツクル	つくる	ツクル（何）			200202d21b64Y4P5kfpl
F00168_13	F00168_13	K01008132	何	オホセリ	おほせこと	オホセコト（何）			2002008fd33ao6E9fih9
F00168_14	F00168_14	K01008132	何	カス	かす	カス（何）	マカス（何）		
F00168_14b	F00168_14	K01008132	何	カス	まかす	マカス（何）	カス（何）		
F00169_01	F00169_01	K01008231	如／ー（何）	イカン-ニ（HL_-L）	いかん	イカン（如何）	イカニ（如何）		20020031c537xyn5yA36
F00169_01b	F00169_01	K01008231	如／ー（何）	イカン-ニ（HL_-L）	いかに	イカニ（如何）	イカン（如何）		20020031c537xyn5yA36
F00170_01	F00170_01	K01008241	ー（何）／如	同	いかん	イカニ（何如）	イカン（何如）		20020031c537xyn5yA36
F00170_01b	F00170_01	K01008241	ー（何）／如	同	いかに	イカン（何如）	イカニ（何如）		20020031c537xyn5yA36
F00171_01	F00171_01	K01008311	ー（何）／若	同	いかん	イカニ（何若）	イカン（何若）		20020031c537xyn5yA36
F00171_01b	F00171_01	K01008311	ー（何）／若	同	いかに	イカン（何若）	イカニ（何若）		20020031c537xyn5yA36
F00172_01	F00172_01	K01008321	ー（何）／哉	同上	いかん	イカニ（何哉）	イカン（何哉）		20020031c537xyn5yA36
F00172_01b	F00172_01	K01008321	ー（何）／哉	同上	いかに	イカン（何哉）	イカニ（何哉）		20020031c537xyn5yA36
F00173_01	F00173_01	K01008331	其／ー（何）	同	いかん	イカニ（其何）	イカン（其何）		20020031c537xyn5yA36
F00173_01b	F00173_01	K01008331	其／ー（何）	同	いかに	イカン（其何）	イカニ（其何）		20020031c537xyn5yA36
F00174_01	F00174_01	K01008341	於／ー（何）	同	いかん	イカニ（於何）	イカン（於何）		20020031c537xyn5yA36
F00174_01b	F00174_01	K01008341	於／ー（何）	同	いかに	イカン（於何）	イカニ（於何）		20020031c537xyn5yA36
F00174b_01	F00174_01	K01008343	奈／ー（何）	同	いかん	イカニ（奈何）	イカン（奈何）		20020031c537xyn5yA36
F00174b_01b	F00174_01	K01008343	奈／ー（何）	同	いかに	イカン（奈何）	イカニ（奈何）		20020031c537xyn5yA36
F00175_01	F00175_01	K01008411	奈／警／ー（何）	イカムニ	いかむに	イカムニ（奈警何）			null
F00176_01	F00176_01	K01008421	不／奈／[何]	ナムトモセス	なむともせす	ナムトモセス（不奈何）			
F00177_01	F00177_01	K01008431	云／何	イカム	いかむ	イカム（云何）			2002003258160gG1mU9p
F00177_02	F00177_02	K01008431	云／何	イカムシテカ	いかむしてか	イカムシテカ（云何）			20020031ca86xF76Yo2k
F00177_03	F00177_03	K01008431	云／何	イカナルヲカ	いかなるをか	イカナルヲカ（云何）			null
F00177_04	F00177_04	K01008431	云／何	コヽニナソ（HH___）	ここになそ	ココニナソ（云何）			null
F00178_01	F00178_01	K01008511	ー（何）／人	ナニヒトソ（LH___）	なにびとそ	ナニビトソ（何人）			20020324fae42X32WB75
F00179_01	F00179_01	K01008521	ー（何）／因	ナニヽヨテカ	なにヽよてか	ナニニヨテカ（何因）			null
F00180_01	F00180_01	K01008531	ー（何）／緣	同	なにによてか	ナニニヨテカ（何緣）			null
F00181_01	F00181_01	K01008541	ー（何）／以	タレヲモテカ（HH____）	たれをもてか	タレヲモテカ（何以）			null
F00181_02	F00181_02	K01008541	ー（何）／以	ナニヲモテカ	なにをもてか	ナニヲモテカ（何以）			20020324b678fmZw3KXv
F00182_01	F00182_01	K01008611	ー（何）／以／故	◉何「ヲ」以「ノ」故「ニ」	なにをもてか	ナニヲモテカ（何以故）			20020324b678fmZw3KXv
F00183_01	F00183_01	K01008621	ー（何）／須	ナスレソ	なずれそ	ナズレソ（何須）			2002032c3f4287T591ub
F00184_01	F00184_01	K01008631	ー（何）／為	同上	なずれそ	ナズレソ（何為）			2002032c3f4287T591ub
F00184_02	F00184_02	K01008631	ー（何）／為	イカムカセン	いかむかせん	イカムカセン（何為）			200200325944r9J9PGTW
F00185_01	F00185_01	K01008641	幾／ー（何）	イクソハク	いくそばく	イクソバク（幾何）			20020034b4adJZVT2vqm
F00186_01	F00186_01	K01008711	ー（何）／焉	イツレ（LHV_）	いづれ	イヅレ（何焉）			2002003b1a15XXc7pQn7
F00187_01	F00187_01	K01008721	如／之／ー（何）	イカム	いかむ	イカム（如之何）			2002003258160gG1mU9p
F00188_01	F00188_01	K01008731	無／ー（何）	イクハクモナシ（LL_____）	いくばくもなし	イクバクモナシ（無何）			20020034e639jTOSMB6j
F00189_01	F00189_01	K01008741	其／如／何／予／ー（何）	◉其「レ」如何「イカムカ」予「ヲセム」	いかむかせむ	イカムカセム（如何）			200200325944r9J9PGTW
